"anly_mapped_zipcode","results_to_report","results_to_report","results_to_report","results_to_report","results_to_report_less_than_1","results_to_report_less_than_1"
"48884",0,0,0,0,700,700
"48885",0,0,0,0,118,118
"48886",0,0,0,0,235,235
"48888",0,0,0,0,1019,1019
"48889",0,0,0,0,206,206
"48890",0,0,0,0,556,556
"48891",0,0,0,0,359,359
"48892",0,0,0,0,1199,1199
"48893",0,0,0,0,428,428
"48894",0,0,0,0,621,621
"48895",0,0,0,0,5595,5595
"48896",0,0,0,0,9,9
"48897",0,0,0,0,166,166
"48901",0,0,0,0,141,141
"48902",0,0,0,0,9,9
"48903",0,0,0,0,2,2
"48904",0,0,0,0,1,1
"48906",0,0,0,0,11931,11931
"48907",0,0,0,0,10,10
"48908",0,0,0,0,81,81
"48909",0,0,0,0,196,196
"48910",0,0,0,0,16032,16032
"48911",0,0,0,0,18445,18445
"48912",0,0,0,0,9976,9976
"48913",0,0,0,0,19,19
"48915",0,0,0,0,4377,4377
"48916",0,0,0,0,58,58
"48917",0,0,0,0,15957,15957
"48918",0,0,0,0,8,8
"48919",0,0,0,0,4,4
"48921",0,0,0,0,2,2
"48924",0,0,0,0,3,3
"48926",0,0,0,0,4,4
"48929",0,0,0,0,2,2
"48933",0,0,0,0,2325,2325
"48935",0,0,0,0,1,1
"48939",0,0,0,0,1,1
"48940",0,0,0,0,1,1
"48945",0,0,0,0,1,1
"48954",0,0,0,0,2,2
"48965",0,0,0,0,1,1
"48972",0,0,0,0,1,1
"48975",0,0,0,0,1,1
"48985",0,0,0,0,1,1
"48992",0,0,0,0,1,1
"49001",0,0,0,0,1808,1808
"49002",0,0,0,0,1294,1294
"49003",0,0,0,0,33,33
"49004",0,0,0,0,1054,1054
"49005",0,0,0,0,9,9
"49006",0,0,0,0,1587,1587
"49007",0,0,0,0,999,999
"49008",0,0,0,0,1182,1182
"49009",0,0,0,0,3181,3181
"49010",0,0,0,0,874,874
"49011",0,0,0,0,148,148
"49012",0,0,0,0,227,227
"49013",0,0,0,0,419,419
"49014",0,0,0,0,2968,2968
"49015",0,0,0,0,3822,3822
"49016",0,0,0,0,108,108
"49017",0,0,0,0,2550,2550
"49018",0,0,0,0,6,6
"49019",0,0,0,0,28,28
"49020",0,0,0,0,11,11
"49021",0,0,0,0,998,998
"49022",0,0,0,0,3880,3880
"49023",0,0,0,0,50,50
"49024",0,0,0,0,1891,1891
"49026",0,0,0,0,142,142
"49027",0,0,0,0,5,5
"49028",0,0,0,0,390,390
"49029",0,0,0,0,179,179
"49030",0,0,0,0,263,263
"49031",0,0,0,0,823,823
"49032",0,0,0,0,256,256
"49033",0,0,0,0,189,189
"49034",0,0,0,0,154,154
"49035",0,0,0,0,2,2
"49036",0,0,0,0,2583,2583
"49037",0,0,0,0,2987,2987
"49038",0,0,0,0,903,903
"49039",0,0,0,0,1,1
"49040",0,0,0,0,237,237
"49041",0,0,0,0,12,12
"49042",0,0,0,0,377,377
"49043",0,0,0,0,140,140
"49045",0,0,0,0,369,369
"49046",0,0,0,0,449,449
"49047",0,0,0,0,993,993
"49048",0,0,0,0,1596,1596
"49050",0,0,0,0,110,110
"49051",0,0,0,0,208,208
"49052",0,0,0,0,53,53
"49053",0,0,0,0,408,408
"49055",0,0,0,0,341,341
"49056",0,0,0,0,246,246
"49057",0,0,0,0,417,417
"49058",0,0,0,0,1944,1944
"49060",0,0,0,0,151,151
"49061",0,0,0,0,125,125
"49063",0,0,0,0,5,5
"49064",0,0,0,0,317,317
"49065",0,0,0,0,397,397
"49066",0,0,0,0,48,48
"49067",0,0,0,0,292,292
"49068",0,0,0,0,2587,2587
"49070",0,0,0,0,116,116
"49071",0,0,0,0,824,824
"49072",0,0,0,0,214,214
"49073",0,0,0,0,679,679
"49074",0,0,0,0,4,4
"49075",0,0,0,0,15,15
"49076",0,0,0,0,1000,1000
"49077",0,0,0,0,10,10
"49078",0,0,0,0,465,465
"49079",0,0,0,0,1050,1050
"49080",0,0,0,0,1021,1021
"49081",0,0,0,0,28,28
"49082",0,0,0,0,412,412
"49083",0,0,0,0,466,466
"49084",0,0,0,0,14,14
"49085",0,0,0,0,3140,3140
"49087",0,0,0,0,393,393
"49088",0,0,0,0,190,190
"49089",0,0,0,0,118,118
"49090",0,0,0,0,1123,1123
"49091",0,0,0,0,2304,2304
"49092",0,0,0,0,283,283
"49093",0,0,0,0,1228,1228
"49094",0,0,0,0,354,354
"49095",0,0,0,0,208,208
"49096",0,0,0,0,817,817
"49097",0,0,0,0,574,574
"49098",0,0,0,0,534,534
"49099",0,0,0,0,563,563
"49101",0,0,0,0,416,416
"49102",0,0,0,0,187,187
"49103",0,0,0,0,1281,1281
"49104",0,0,0,0,17,17
"49106",0,0,0,0,864,864
"49107",0,0,0,0,1165,1165
"49109",0,0,0,0,1,1
"49111",0,0,0,0,330,330
"49112",0,0,0,0,1364,1364
"49113",0,0,0,0,144,144
"49115",0,0,0,0,60,60
"49116",0,0,0,0,56,56
"49117",0,0,0,0,462,462
"49119",0,0,0,0,9,9
"49120",0,0,0,0,5004,5004
"49125",0,0,0,0,248,248
"49126",0,0,0,0,149,149
"49127",0,0,0,0,1709,1709
"49128",0,0,0,0,325,325
"49129",0,0,0,0,80,80
"49130",0,0,0,0,208,208
"49141",0,0,0,0,1,1
"49147",0,0,0,0,2,2
"49154",0,0,0,0,1,1
"49192",0,0,0,0,2,2
"49198",0,0,0,0,4,4
"49201",0,0,0,0,12482,12482
"49202",0,0,0,0,1534,1534
"49203",0,0,0,0,2838,2838
"49204",0,0,0,0,134,134
"49210",0,0,0,0,2,2
"49213",0,0,0,0,1,1
"49216",0,0,0,0,1,1
"49220",0,0,0,0,97,97
"49221",0,0,0,0,4321,4321
"49224",0,0,0,0,2955,2955
"49225",0,0,0,0,2,2
"49226",0,0,0,0,4,4
"49227",0,0,0,0,248,248
"49228",0,0,0,0,176,176
"49229",0,0,0,0,174,174
"49230",0,0,0,0,636,636
"49232",0,0,0,0,355,355
"49233",0,0,0,0,187,187
"49234",0,0,0,0,160,160
"49235",0,0,0,0,54,54
"49236",0,0,0,0,234,234
"49237",0,0,0,0,204,204
"49238",0,0,0,0,84,84
"49239",0,0,0,0,10,10
"49240",0,0,0,0,601,601
"49241",0,0,0,0,208,208
"49242",0,0,0,0,3823,3823
"49245",0,0,0,0,640,640
"49246",0,0,0,0,224,224
"49247",0,0,0,0,387,387
"49248",0,0,0,0,24,24
"49249",0,0,0,0,357,357
"49250",0,0,0,0,1095,1095
"49251",0,0,0,0,1552,1552
"49252",0,0,0,0,375,375
"49253",0,0,0,0,137,137
"49254",0,0,0,0,200,200
"49255",0,0,0,0,140,140
"49256",0,0,0,0,83,83
"49257",0,0,0,0,4,4
"49258",0,0,0,0,39,39
"49259",0,0,0,0,192,192
"49261",0,0,0,0,18,18
"49262",0,0,0,0,157,157
"49263",0,0,0,0,11,11
"49264",0,0,0,0,399,399
"49265",0,0,0,0,175,175
"49266",0,0,0,0,617,617
"49267",0,0,0,0,122,122
"49268",0,0,0,0,72,72
"49269",0,0,0,0,343,343
"49270",0,0,0,0,188,188
"49271",0,0,0,0,292,292
"49272",0,0,0,0,258,258
"49274",0,0,0,0,617,617
"49276",0,0,0,0,20,20
"49277",0,0,0,0,323,323
"49279",0,0,0,0,14,14
"49282",0,0,0,0,29,29
"49283",0,0,0,0,334,334
"49284",0,0,0,0,522,522
"49285",0,0,0,0,774,774
"49286",0,0,0,0,651,651
"49287",0,0,0,0,107,107
"49288",0,0,0,0,163,163
"49289",0,0,0,0,10,10
"49290",0,0,0,0,1,1
"49295",0,0,0,0,1,1
"49296",0,0,0,0,1,1
"49301",0,0,0,0,2069,2069
"49302",0,0,0,0,587,587
"49303",0,0,0,0,116,116
"49304",0,0,0,0,448,448
"49305",0,0,0,0,201,201
"49306",0,0,0,0,924,924
"49307",0,0,0,0,1598,1598
"49309",0,0,0,0,222,222
"49310",0,0,0,0,175,175
"49311",0,0,0,0,3,3
"49312",0,0,0,0,17,17
"49314",0,0,0,0,13,13
"49315",0,0,0,0,1764,1764
"49316",0,0,0,0,1904,1904
"49317",0,0,0,0,2,2
"49318",0,0,0,0,124,124
"49319",0,0,0,0,1445,1445
"49320",0,0,0,0,37,37
"49321",0,0,0,0,1533,1533
"49322",0,0,0,0,96,96
"49323",0,0,0,0,536,536
"49324",0,0,0,0,1,1
"49325",0,0,0,0,173,173
"49326",0,0,0,0,397,397
"49327",0,0,0,0,792,792
"49328",0,0,0,0,186,186
"49329",0,0,0,0,725,725
"49330",0,0,0,0,481,481
"49331",0,0,0,0,1581,1581
"49332",0,0,0,0,278,278
"49333",0,0,0,0,901,901
"49335",0,0,0,0,8,8
"49336",0,0,0,0,350,350
"49337",0,0,0,0,1296,1296
"49338",0,0,0,0,166,166
"49339",0,0,0,0,186,186
"49340",0,0,0,0,245,245
"49341",0,0,0,0,3389,3389
"49342",0,0,0,0,117,117
"49343",0,0,0,0,434,434
"49344",0,0,0,0,265,265
"49345",0,0,0,0,1239,1239
"49346",0,0,0,0,513,513
"49347",0,0,0,0,138,138
"49348",0,0,0,0,825,825
"49349",0,0,0,0,985,985
"49350",0,0,0,0,1,1
"49357",0,0,0,0,1,1
"49368",0,0,0,0,1,1
"49377",0,0,0,0,3,3
"49379",0,0,0,0,1,1
"49384",0,0,0,0,1,1
"49390",0,0,0,0,1,1
"49401",0,0,0,0,1630,1630
"49402",0,0,0,0,170,170
"49403",0,0,0,0,182,182
"49404",0,0,0,0,1056,1056
"49405",0,0,0,0,158,158
"49406",0,0,0,0,96,96
"49408",0,0,0,0,395,395
"49409",0,0,0,0,39,39
"49410",0,0,0,0,209,209
"49411",0,0,0,0,123,123
"49412",0,0,0,0,1397,1397
"49415",0,0,0,0,1013,1013
"49416",0,0,0,0,8,8
"49417",0,0,0,0,19088,19088
"49418",0,0,0,0,2432,2432
"49419",0,0,0,0,409,409
"49420",0,0,0,0,614,614
"49421",0,0,0,0,510,510
"49422",0,0,0,0,30,30
"49423",0,0,0,0,2809,2809
"49424",0,0,0,0,2867,2867
"49425",0,0,0,0,310,310
"49426",0,0,0,0,2804,2804
"49427",0,0,0,0,5,5
"49428",0,0,0,0,1819,1819
"49429",0,0,0,0,13,13
"49430",0,0,0,0,145,145
"49431",0,0,0,0,2190,2190
"49434",0,0,0,0,62,62
"49435",0,0,0,0,254,254
"49436",0,0,0,0,165,165
"49437",0,0,0,0,467,467
"49440",0,0,0,0,170,170
"49441",0,0,0,0,4032,4032
"49442",0,0,0,0,4070,4070
"49443",0,0,0,0,24,24
"49444",0,0,0,0,2919,2919
"49445",0,0,0,0,1989,1989
"49446",0,0,0,0,127,127
"49448",0,0,0,0,1184,1184
"49449",0,0,0,0,430,430
"49450",0,0,0,0,146,146
"49451",0,0,0,0,484,484
"49452",0,0,0,0,132,132
"49453",0,0,0,0,183,183
"49454",0,0,0,0,435,435
"49455",0,0,0,0,429,429
"49456",0,0,0,0,9603,9603
"49457",0,0,0,0,956,956
"49458",0,0,0,0,28,28
"49459",0,0,0,0,184,184
"49460",0,0,0,0,1646,1646
"49461",0,0,0,0,493,493
"49462",0,0,0,0,1,1
"49463",0,0,0,0,1,1
"49464",0,0,0,0,1695,1695
"49468",0,0,0,0,13,13
"49469",0,0,0,0,2,2
"49475",0,0,0,0,1,1
"49492",0,0,0,0,1,1
"49501",0,0,0,0,74,74
"49502",0,0,0,0,6,6
"49503",0,0,0,0,5565,5565
"49504",0,0,0,0,4705,4705
"49505",0,0,0,0,3381,3381
"49506",0,0,0,0,3849,3849
"49507",0,0,0,0,4040,4040
"49508",0,0,0,0,4343,4343
"49509",0,0,0,0,2575,2575
"49510",0,0,0,0,17,17
"49511",0,0,0,0,1,1
"49512",0,0,0,0,1927,1927
"49513",0,0,0,0,1,1
"49514",0,0,0,0,5,5
"49515",0,0,0,0,17,17
"49516",0,0,0,0,96,96
"49517",0,0,0,0,1,1
"49518",0,0,0,0,58,58
"49519",0,0,0,0,2318,2318
"49523",0,0,0,0,4,4
"49525",0,0,0,0,2838,2838
"49528",0,0,0,0,6,6
"49530",0,0,0,0,1,1
"49531",0,0,0,0,1,1
"49532",0,0,0,0,5,5
"49534",0,0,0,0,1805,1805
"49544",0,0,0,0,863,863
"49545",0,0,0,0,1,1
"49546",0,0,0,0,4500,4500
"49548",0,0,0,0,3126,3126
"49554",0,0,0,0,1,1
"49560",0,0,0,0,1,1
"49576",0,0,0,0,1,1
"49586",0,0,0,0,1,1
"49588",0,0,0,0,6,6
"49594",0,0,0,0,1,1
"49599",0,0,0,0,1,1
"49601",0,0,0,0,1147,1147
"49609",0,0,0,0,1,1
"49610",0,0,0,0,8,8
"49611",0,0,0,0,12,12
"49612",0,0,0,0,49,49
"49613",0,0,0,0,27,27
"49614",0,0,0,0,97,97
"49615",0,0,0,0,249,249
"49616",0,0,0,0,110,110
"49617",0,0,0,0,98,98
"49618",0,0,0,0,35,35
"49619",0,0,0,0,51,51
"49620",0,0,0,0,104,104
"49621",0,0,0,0,105,105
"49622",0,0,0,0,158,158
"49623",0,0,0,0,131,131
"49625",0,0,0,0,45,45
"49626",0,0,0,0,104,104
"49627",0,0,0,0,2,2
"49628",0,0,0,0,17,17
"49629",0,0,0,0,76,76
"49630",0,0,0,0,53,53
"49631",0,0,0,0,506,506
"49632",0,0,0,0,56,56
"49633",0,0,0,0,145,145
"49634",0,0,0,0,9,9
"49635",0,0,0,0,170,170
"49636",0,0,0,0,27,27
"49637",0,0,0,0,186,186
"49638",0,0,0,0,32,32
"49639",0,0,0,0,238,238
"49640",0,0,0,0,58,58
"49642",0,0,0,0,85,85
"49643",0,0,0,0,342,342
"49644",0,0,0,0,108,108
"49645",0,0,0,0,85,85
"49646",0,0,0,0,415,415
"49647",0,0,0,0,1,1
"49648",0,0,0,0,83,83
"49649",0,0,0,0,231,231
"49650",0,0,0,0,100,100
"49651",0,0,0,0,358,358
"49653",0,0,0,0,78,78
"49654",0,0,0,0,55,55
"49655",0,0,0,0,222,222
"49656",0,0,0,0,93,93
"49657",0,0,0,0,217,217
"49659",0,0,0,0,395,395
"49660",0,0,0,0,927,927
"49663",0,0,0,0,249,249
"49664",0,0,0,0,113,113
"49665",0,0,0,0,193,193
"49666",0,0,0,0,7,7
"49667",0,0,0,0,34,34
"49668",0,0,0,0,150,150
"49670",0,0,0,0,73,73
"49674",0,0,0,0,9,9
"49675",0,0,0,0,76,76
"49676",0,0,0,0,124,124
"49677",0,0,0,0,703,703
"49679",0,0,0,0,98,98
"49680",0,0,0,0,96,96
"49681",0,0,0,0,1,1
"49682",0,0,0,0,157,157
"49683",0,0,0,0,74,74
"49684",0,0,0,0,1655,1655
"49685",0,0,0,0,982,982
"49686",0,0,0,0,1352,1352
"49688",0,0,0,0,173,173
"49689",0,0,0,0,85,85
"49690",0,0,0,0,260,260
"49694",0,0,0,0,1,1
"49696",0,0,0,0,564,564
"49701",0,0,0,0,419,419
"49705",0,0,0,0,29,29
"49706",0,0,0,0,234,234
"49707",0,0,0,0,1548,1548
"49708",0,0,0,0,1,1
"49709",0,0,0,0,121,121
"49710",0,0,0,0,22,22
"49711",0,0,0,0,2,2
"49712",0,0,0,0,521,521
"49713",0,0,0,0,125,125
"49715",0,0,0,0,167,167
"49716",0,0,0,0,40,40
"49717",0,0,0,0,7,7
"49718",0,0,0,0,91,91
"49719",0,0,0,0,60,60
"49720",0,0,0,0,555,555
"49721",0,0,0,0,785,785
"49722",0,0,0,0,18,18
"49723",0,0,0,0,7,7
"49724",0,0,0,0,26,26
"49725",0,0,0,0,20,20
"49726",0,0,0,0,22,22
"49727",0,0,0,0,682,682
"49728",0,0,0,0,7,7
"49729",0,0,0,0,74,74
"49730",0,0,0,0,108,108
"49733",0,0,0,0,66,66
"49734",0,0,0,0,53,53
"49735",0,0,0,0,959,959
"49736",0,0,0,0,10,10
"49737",0,0,0,0,8,8
"49738",0,0,0,0,366,366
"49739",0,0,0,0,1,1
"49740",0,0,0,0,578,578
"49742",0,0,0,0,1,1
"49743",0,0,0,0,24,24
"49744",0,0,0,0,57,57
"49745",0,0,0,0,39,39
"49746",0,0,0,0,148,148
"49747",0,0,0,0,95,95
"49748",0,0,0,0,8,8
"49749",0,0,0,0,189,189
"49751",0,0,0,0,67,67
"49752",0,0,0,0,12,12
"49753",0,0,0,0,111,111
"49755",0,0,0,0,87,87
"49756",0,0,0,0,111,111
"49757",0,0,0,0,103,103
"49759",0,0,0,0,76,76
"49760",0,0,0,0,16,16
"49761",0,0,0,0,12,12
"49762",0,0,0,0,27,27
"49763",0,0,0,0,1,1
"49764",0,0,0,0,8,8
"49765",0,0,0,0,180,180
"49766",0,0,0,0,151,151
"49768",0,0,0,0,10,10
"49769",0,0,0,0,63,63
"49770",0,0,0,0,1467,1467
"49774",0,0,0,0,49,49
"49775",0,0,0,0,1,1
"49776",0,0,0,0,66,66
"49777",0,0,0,0,97,97
"49779",0,0,0,0,153,153
"49780",0,0,0,0,49,49
"49781",0,0,0,0,294,294
"49782",0,0,0,0,50,50
"49783",0,0,0,0,523,523
"49784",0,0,0,0,92,92
"49785",0,0,0,0,5,5
"49786",0,0,0,0,1,1
"49788",0,0,0,0,160,160
"49789",0,0,0,0,1,1
"49791",0,0,0,0,34,34
"49792",0,0,0,0,4,4
"49793",0,0,0,0,7,7
"49795",0,0,0,0,71,71
"49796",0,0,0,0,32,32
"49797",0,0,0,0,3,3
"49799",0,0,0,0,122,122
"49800",0,0,0,0,1,1
"49801",0,0,0,0,475,475
"49802",0,0,0,0,277,277
"49805",0,0,0,0,67,67
"49806",0,0,0,0,28,28
"49807",0,0,0,0,177,177
"49808",0,0,0,0,28,28
"49812",0,0,0,0,42,42
"49814",0,0,0,0,75,75
"49815",0,0,0,0,26,26
"49816",0,0,0,0,16,16
"49817",0,0,0,0,17,17
"49818",0,0,0,0,40,40
"49819",0,0,0,0,3,3
"49820",0,0,0,0,18,18
"49821",0,0,0,0,57,57
"49822",0,0,0,0,9,9
"49825",0,0,0,0,20,20
"49827",0,0,0,0,23,23
"49829",0,0,0,0,1090,1090
"49831",0,0,0,0,33,33
"49833",0,0,0,0,30,30
"49834",0,0,0,0,18,18
"49835",0,0,0,0,35,35
"49836",0,0,0,0,26,26
"49837",0,0,0,0,584,584
"49838",0,0,0,0,13,13
"49839",0,0,0,0,14,14
"49840",0,0,0,0,19,19
"49841",0,0,0,0,659,659
"49845",0,0,0,0,1,1
"49847",0,0,0,0,56,56
"49848",0,0,0,0,12,12
"49849",0,0,0,0,871,871
"49852",0,0,0,0,4,4
"49853",0,0,0,0,39,39
"49854",0,0,0,0,301,301
"49855",0,0,0,0,3673,3673
"49858",0,0,0,0,727,727
"49861",0,0,0,0,47,47
"49862",0,0,0,0,151,151
"49863",0,0,0,0,4,4
"49864",0,0,0,0,3,3
"49865",0,0,0,0,1,1
"49866",0,0,0,0,738,738
"49868",0,0,0,0,280,280
"49869",0,0,0,0,1,1
"49870",0,0,0,0,128,128
"49871",0,0,0,0,39,39
"49872",0,0,0,0,12,12
"49873",0,0,0,0,7,7
"49874",0,0,0,0,74,74
"49876",0,0,0,0,51,51
"49877",0,0,0,0,5,5
"49878",0,0,0,0,197,197
"49879",0,0,0,0,70,70
"49880",0,0,0,0,41,41
"49881",0,0,0,0,31,31
"49882",0,0,0,0,1,1
"49883",0,0,0,0,7,7
"49884",0,0,0,0,22,22
"49885",0,0,0,0,133,133
"49886",0,0,0,0,24,24
"49887",0,0,0,0,137,137
"49888",0,0,0,0,1,1
"49891",0,0,0,0,31,31
"49892",0,0,0,0,80,80
"49893",0,0,0,0,79,79
"49894",0,0,0,0,35,35
"49895",0,0,0,0,26,26
"49896",0,0,0,0,73,73
"49901",0,0,0,0,16,16
"49902",0,0,0,0,14,14
"49903",0,0,0,0,12,12
"49905",0,0,0,0,79,79
"49906",0,0,0,0,1,1
"49908",0,0,0,0,183,183
"49909",0,0,0,0,1,1
"49910",0,0,0,0,18,18
"49911",0,0,0,0,211,211
"49912",0,0,0,0,107,107
"49913",0,0,0,0,427,427
"49915",0,0,0,0,43,43
"49916",0,0,0,0,120,120
"49917",0,0,0,0,11,11
"49918",0,0,0,0,5,5
"49919",0,0,0,0,8,8
"49920",0,0,0,0,255,255
"49921",0,0,0,0,5,5
"49922",0,0,0,0,36,36
"49924",0,0,0,0,4,4
"49925",0,0,0,0,71,71
"49927",0,0,0,0,36,36
"49929",0,0,0,0,19,19
"49930",0,0,0,0,829,829
"49931",0,0,0,0,250,250
"49934",0,0,0,0,32,32
"49935",0,0,0,0,459,459
"49938",0,0,0,0,453,453
"49942",0,0,0,0,1,1
"49945",0,0,0,0,130,130
"49946",0,0,0,0,160,160
"49947",0,0,0,0,38,38
"49948",0,0,0,0,55,55
"49950",0,0,0,0,73,73
"49952",0,0,0,0,6,6
"49953",0,0,0,0,321,321
"49954",0,0,0,0,1,1
"49955",0,0,0,0,18,18
"49958",0,0,0,0,47,47
"49959",0,0,0,0,26,26
"49960",0,0,0,0,18,18
"49961",0,0,0,0,4,4
"49962",0,0,0,0,7,7
"49963",0,0,0,0,38,38
"49964",0,0,0,0,7,7
"49965",0,0,0,0,15,15
"49967",0,0,0,0,66,66
"49968",0,0,0,0,193,193
"49969",0,0,0,0,419,419
"49970",0,0,0,0,10,10
"49971",0,0,0,0,45,45
"49987",0,0,0,0,1,1
"50001",0,0,0,0,1,1
"50002",0,0,0,0,4,4
"50003",0,0,0,0,1,1
"50006",0,0,0,0,1,1
"50009",0,0,0,0,5,5
"50010",0,0,0,0,19,19
"50014",0,0,0,0,22,22
"50016",0,0,0,0,1,1
"50020",0,0,0,0,5,5
"50021",0,0,0,0,15,15
"50022",0,0,0,0,95,95
"50023",0,0,0,0,18,18
"50025",0,0,0,0,17,17
"50032",0,0,0,0,5,5
"50035",0,0,0,0,5,5
"50036",0,0,0,0,6,6
"50042",0,0,0,0,5,5
"50047",0,0,0,0,4,4
"50049",0,0,0,0,8,8
"50050",0,0,0,0,1,1
"50052",0,0,0,0,2,2
"50054",0,0,0,0,1,1
"50055",0,0,0,0,1,1
"50056",0,0,0,0,1,1
"50058",0,0,0,0,1,1
"50062",0,0,0,0,1,1
"50063",0,0,0,0,1,1
"50072",0,0,0,0,3,3
"50076",0,0,0,0,16,16
"50079",0,0,0,0,1,1
"50104",0,0,0,0,2,2
"50106",0,0,0,0,1,1
"50110",0,0,0,0,1,1
"50111",0,0,0,0,6,6
"50112",0,0,0,0,4,4
"50115",0,0,0,0,4,4
"50118",0,0,0,0,1,1
"50122",0,0,0,0,1,1
"50125",0,0,0,0,12,12
"50126",0,0,0,0,1,1
"50129",0,0,0,0,5,5
"50131",0,0,0,0,8,8
"50134",0,0,0,0,1,1
"50135",0,0,0,0,1,1
"50140",0,0,0,0,3,3
"50151",0,0,0,0,2,2
"50156",0,0,0,0,1,1
"50158",0,0,0,0,17,17
"50169",0,0,0,0,2,2
"50171",0,0,0,0,2,2
"50174",0,0,0,0,4,4
"50190",0,0,0,0,1,1
"50201",0,0,0,0,1,1
"50208",0,0,0,0,9,9
"50210",0,0,0,0,2,2
"50211",0,0,0,0,6,6
"50213",0,0,0,0,9,9
"50214",0,0,0,0,1,1
"50215",0,0,0,0,2,2
"50216",0,0,0,0,2,2
"50219",0,0,0,0,3,3
"50220",0,0,0,0,4,4
"50221",0,0,0,0,1,1
"50225",0,0,0,0,1,1
"50226",0,0,0,0,3,3
"50234",0,0,0,0,1,1
"50235",0,0,0,0,1,1
"50236",0,0,0,0,1,1
"50237",0,0,0,0,1,1
"50246",0,0,0,0,1,1
"50247",0,0,0,0,2,2
"50248",0,0,0,0,2,2
"50249",0,0,0,0,5,5
"50250",0,0,0,0,1,1
"50251",0,0,0,0,1,1
"50263",0,0,0,0,27,27
"50265",0,0,0,0,21,21
"50266",0,0,0,0,38,38
"50268",0,0,0,0,1,1
"50271",0,0,0,0,1,1
"50273",0,0,0,0,7,7
"50274",0,0,0,0,1,1
"50276",0,0,0,0,1,1
"50304",0,0,0,0,2,2
"50306",0,0,0,0,1,1
"50309",0,0,0,0,12,12
"50310",0,0,0,0,49,49
"50311",0,0,0,0,7,7
"50312",0,0,0,0,14,14
"50313",0,0,0,0,17,17
"50314",0,0,0,0,17,17
"50315",0,0,0,0,47,47
"50316",0,0,0,0,24,24
"50317",0,0,0,0,17,17
"50319",0,0,0,0,2,2
"50320",0,0,0,0,15,15
"50321",0,0,0,0,1,1
"50322",0,0,0,0,20,20
"50323",0,0,0,0,11,11
"50324",0,0,0,0,4,4
"50325",0,0,0,0,21,21
"50327",0,0,0,0,4,4
"50331",0,0,0,0,3,3
"50351",0,0,0,0,1,1
"50360",0,0,0,0,2,2
"50368",0,0,0,0,1,1
"50370",0,0,0,0,2,2
"50394",0,0,0,0,2,2
"50401",0,0,0,0,191,191
"50402",0,0,0,0,1,1
"50404",0,0,0,0,1,1
"50419",0,0,0,0,1,1
"50424",0,0,0,0,1,1
"50426",0,0,0,0,1,1
"50428",0,0,0,0,21,21
"50435",0,0,0,0,5,5
"50436",0,0,0,0,6,6
"50438",0,0,0,0,11,11
"50441",0,0,0,0,3,3
"50444",0,0,0,0,4,4
"50446",0,0,0,0,1,1
"50450",0,0,0,0,1,1
"50451",0,0,0,0,1,1
"50452",0,0,0,0,1,1
"50456",0,0,0,0,5,5
"50458",0,0,0,0,4,4
"50459",0,0,0,0,2,2
"50461",0,0,0,0,5,5
"50468",0,0,0,0,2,2
"50471",0,0,0,0,2,2
"50476",0,0,0,0,2,2
"50482",0,0,0,0,6,6
"50501",0,0,0,0,18,18
"50502",0,0,0,0,1,1
"50503",0,0,0,0,3,3
"50504",0,0,0,0,1,1
"50510",0,0,0,0,11,11
"50511",0,0,0,0,3,3
"50512",0,0,0,0,2,2
"50514",0,0,0,0,3,3
"50515",0,0,0,0,3,3
"50522",0,0,0,0,1,1
"50524",0,0,0,0,1,1
"50525",0,0,0,0,1,1
"50527",0,0,0,0,1,1
"50528",0,0,0,0,2,2
"50529",0,0,0,0,1,1
"50535",0,0,0,0,2,2
"50536",0,0,0,0,23,23
"50538",0,0,0,0,2,2
"50540",0,0,0,0,2,2
"50541",0,0,0,0,1,1
"50544",0,0,0,0,4,4
"50547",0,0,0,0,1,1
"50554",0,0,0,0,11,11
"50556",0,0,0,0,3,3
"50559",0,0,0,0,2,2
"50560",0,0,0,0,1,1
"50561",0,0,0,0,1,1
"50562",0,0,0,0,2,2
"50563",0,0,0,0,2,2
"50565",0,0,0,0,5,5
"50566",0,0,0,0,1,1
"50568",0,0,0,0,4,4
"50569",0,0,0,0,1,1
"50571",0,0,0,0,1,1
"50574",0,0,0,0,2,2
"50578",0,0,0,0,1,1
"50579",0,0,0,0,1,1
"50583",0,0,0,0,10,10
"50585",0,0,0,0,14,14
"50588",0,0,0,0,23,23
"50595",0,0,0,0,2,2
"50597",0,0,0,0,1,1
"50601",0,0,0,0,1,1
"50604",0,0,0,0,1,1
"50606",0,0,0,0,1,1
"50607",0,0,0,0,2,2
"50608",0,0,0,0,1,1
"50613",0,0,0,0,19,19
"50614",0,0,0,0,1,1
"50616",0,0,0,0,34,34
"50622",0,0,0,0,2,2
"50628",0,0,0,0,2,2
"50634",0,0,0,0,1,1
"50638",0,0,0,0,2,2
"50643",0,0,0,0,2,2
"50644",0,0,0,0,2,2
"50648",0,0,0,0,3,3
"50651",0,0,0,0,1,1
"50653",0,0,0,0,1,1
"50658",0,0,0,0,2,2
"50659",0,0,0,0,5,5
"50662",0,0,0,0,4,4
"50665",0,0,0,0,2,2
"50674",0,0,0,0,2,2
"50675",0,0,0,0,1,1
"50677",0,0,0,0,9,9
"50681",0,0,0,0,2,2
"50701",0,0,0,0,16,16
"50702",0,0,0,0,3,3
"50703",0,0,0,0,8,8
