"anly_mapped_zipcode","results_to_report","results_to_report","results_to_report","results_to_report","results_to_report_less_than_1","results_to_report_less_than_1"
"15470",0,0,0,0,46,46
"15472",0,0,0,0,16,16
"15473",0,0,0,0,259,259
"15474",0,0,0,0,117,117
"15475",0,0,0,0,74,74
"15476",0,0,0,0,8,8
"15477",0,0,0,0,48,48
"15478",0,0,0,0,404,404
"15479",0,0,0,0,191,191
"15480",0,0,0,0,158,158
"15482",0,0,0,0,31,31
"15483",0,0,0,0,29,29
"15484",0,0,0,0,23,23
"15486",0,0,0,0,185,185
"15488",0,0,0,0,25,25
"15489",0,0,0,0,19,19
"15490",0,0,0,0,60,60
"15492",0,0,0,0,11,11
"15501",0,0,0,0,1151,1151
"15502",0,0,0,0,20,20
"15510",0,0,0,0,135,135
"15520",0,0,0,0,20,20
"15521",0,0,0,0,103,103
"15522",0,0,0,0,588,588
"15530",0,0,0,0,310,310
"15531",0,0,0,0,265,265
"15532",0,0,0,0,13,13
"15533",0,0,0,0,42,42
"15534",0,0,0,0,36,36
"15535",0,0,0,0,101,101
"15536",0,0,0,0,40,40
"15537",0,0,0,0,625,625
"15538",0,0,0,0,38,38
"15539",0,0,0,0,37,37
"15540",0,0,0,0,9,9
"15541",0,0,0,0,218,218
"15542",0,0,0,0,77,77
"15544",0,0,0,0,15,15
"15545",0,0,0,0,129,129
"15546",0,0,0,0,24,24
"15547",0,0,0,0,50,50
"15548",0,0,0,0,2,2
"15549",0,0,0,0,6,6
"15550",0,0,0,0,67,67
"15551",0,0,0,0,46,46
"15552",0,0,0,0,466,466
"15553",0,0,0,0,13,13
"15554",0,0,0,0,109,109
"15555",0,0,0,0,6,6
"15557",0,0,0,0,208,208
"15558",0,0,0,0,104,104
"15559",0,0,0,0,78,78
"15560",0,0,0,0,10,10
"15561",0,0,0,0,13,13
"15562",0,0,0,0,11,11
"15563",0,0,0,0,225,225
"15564",0,0,0,0,11,11
"15565",0,0,0,0,1,1
"15566",0,0,0,0,2,2
"15572",0,0,0,0,1,1
"15601",0,0,0,0,10202,10202
"15605",0,0,0,0,1,1
"15610",0,0,0,0,372,372
"15611",0,0,0,0,39,39
"15612",0,0,0,0,52,52
"15613",0,0,0,0,944,944
"15615",0,0,0,0,11,11
"15616",0,0,0,0,15,15
"15617",0,0,0,0,34,34
"15618",0,0,0,0,181,181
"15619",0,0,0,0,32,32
"15620",0,0,0,0,86,86
"15621",0,0,0,0,1,1
"15622",0,0,0,0,105,105
"15623",0,0,0,0,101,101
"15624",0,0,0,0,50,50
"15625",0,0,0,0,11,11
"15626",0,0,0,0,447,447
"15627",0,0,0,0,799,799
"15628",0,0,0,0,65,65
"15629",0,0,0,0,40,40
"15631",0,0,0,0,82,82
"15632",0,0,0,0,747,747
"15633",0,0,0,0,24,24
"15634",0,0,0,0,68,68
"15635",0,0,0,0,27,27
"15636",0,0,0,0,269,269
"15637",0,0,0,0,160,160
"15638",0,0,0,0,28,28
"15639",0,0,0,0,175,175
"15640",0,0,0,0,12,12
"15641",0,0,0,0,42,42
"15642",0,0,0,0,4184,4184
"15643",0,0,0,0,1,1
"15644",0,0,0,0,2084,2084
"15646",0,0,0,0,27,27
"15647",0,0,0,0,25,25
"15650",0,0,0,0,3902,3902
"15655",0,0,0,0,52,52
"15656",0,0,0,0,647,647
"15658",0,0,0,0,1331,1331
"15660",0,0,0,0,30,30
"15661",0,0,0,0,56,56
"15662",0,0,0,0,15,15
"15663",0,0,0,0,50,50
"15664",0,0,0,0,12,12
"15665",0,0,0,0,144,144
"15666",0,0,0,0,1726,1726
"15668",0,0,0,0,1324,1324
"15670",0,0,0,0,293,293
"15671",0,0,0,0,78,78
"15672",0,0,0,0,290,290
"15673",0,0,0,0,77,77
"15674",0,0,0,0,34,34
"15675",0,0,0,0,116,116
"15676",0,0,0,0,64,64
"15677",0,0,0,0,42,42
"15678",0,0,0,0,67,67
"15679",0,0,0,0,283,283
"15680",0,0,0,0,10,10
"15681",0,0,0,0,376,376
"15682",0,0,0,0,1,1
"15683",0,0,0,0,814,814
"15684",0,0,0,0,43,43
"15685",0,0,0,0,26,26
"15686",0,0,0,0,37,37
"15687",0,0,0,0,125,125
"15688",0,0,0,0,83,83
"15689",0,0,0,0,3,3
"15690",0,0,0,0,513,513
"15691",0,0,0,0,28,28
"15692",0,0,0,0,84,84
"15693",0,0,0,0,22,22
"15695",0,0,0,0,29,29
"15696",0,0,0,0,60,60
"15697",0,0,0,0,412,412
"15698",0,0,0,0,56,56
"15701",0,0,0,0,2575,2575
"15703",0,0,0,0,1,1
"15705",0,0,0,0,4,4
"15710",0,0,0,0,19,19
"15711",0,0,0,0,18,18
"15712",0,0,0,0,15,15
"15713",0,0,0,0,9,9
"15714",0,0,0,0,539,539
"15715",0,0,0,0,49,49
"15716",0,0,0,0,57,57
"15717",0,0,0,0,824,824
"15720",0,0,0,0,12,12
"15721",0,0,0,0,19,19
"15722",0,0,0,0,184,184
"15723",0,0,0,0,3,3
"15724",0,0,0,0,148,148
"15725",0,0,0,0,94,94
"15727",0,0,0,0,13,13
"15728",0,0,0,0,174,174
"15729",0,0,0,0,67,67
"15731",0,0,0,0,23,23
"15732",0,0,0,0,114,114
"15733",0,0,0,0,10,10
"15734",0,0,0,0,19,19
"15736",0,0,0,0,34,34
"15737",0,0,0,0,56,56
"15738",0,0,0,0,17,17
"15739",0,0,0,0,20,20
"15741",0,0,0,0,5,5
"15742",0,0,0,0,51,51
"15744",0,0,0,0,4,4
"15745",0,0,0,0,23,23
"15746",0,0,0,0,92,92
"15747",0,0,0,0,80,80
"15748",0,0,0,0,374,374
"15750",0,0,0,0,10,10
"15752",0,0,0,0,13,13
"15753",0,0,0,0,36,36
"15754",0,0,0,0,27,27
"15756",0,0,0,0,9,9
"15757",0,0,0,0,60,60
"15758",0,0,0,0,2,2
"15759",0,0,0,0,135,135
"15760",0,0,0,0,31,31
"15761",0,0,0,0,7,7
"15762",0,0,0,0,82,82
"15764",0,0,0,0,4,4
"15765",0,0,0,0,80,80
"15767",0,0,0,0,617,617
"15770",0,0,0,0,22,22
"15771",0,0,0,0,29,29
"15772",0,0,0,0,69,69
"15773",0,0,0,0,40,40
"15774",0,0,0,0,198,198
"15776",0,0,0,0,4,4
"15777",0,0,0,0,11,11
"15778",0,0,0,0,10,10
"15779",0,0,0,0,160,160
"15780",0,0,0,0,6,6
"15781",0,0,0,0,11,11
"15783",0,0,0,0,5,5
"15784",0,0,0,0,12,12
"15790",0,0,0,0,9,9
"15801",0,0,0,0,1977,1977
"15821",0,0,0,0,9,9
"15823",0,0,0,0,97,97
"15824",0,0,0,0,383,383
"15825",0,0,0,0,931,931
"15827",0,0,0,0,10,10
"15828",0,0,0,0,21,21
"15829",0,0,0,0,62,62
"15831",0,0,0,0,23,23
"15832",0,0,0,0,26,26
"15834",0,0,0,0,452,452
"15840",0,0,0,0,158,158
"15841",0,0,0,0,21,21
"15845",0,0,0,0,217,217
"15846",0,0,0,0,246,246
"15847",0,0,0,0,34,34
"15848",0,0,0,0,55,55
"15849",0,0,0,0,83,83
"15851",0,0,0,0,532,532
"15853",0,0,0,0,567,567
"15856",0,0,0,0,54,54
"15857",0,0,0,0,1543,1543
"15860",0,0,0,0,46,46
"15861",0,0,0,0,4,4
"15863",0,0,0,0,5,5
"15864",0,0,0,0,112,112
"15865",0,0,0,0,161,161
"15866",0,0,0,0,11,11
"15868",0,0,0,0,111,111
"15870",0,0,0,0,73,73
"15901",0,0,0,0,724,724
"15902",0,0,0,0,1341,1341
"15903",0,0,0,0,1,1
"15904",0,0,0,0,1648,1648
"15905",0,0,0,0,2660,2660
"15906",0,0,0,0,1115,1115
"15907",0,0,0,0,6,6
"15909",0,0,0,0,510,510
"15920",0,0,0,0,97,97
"15921",0,0,0,0,67,67
"15922",0,0,0,0,26,26
"15923",0,0,0,0,190,190
"15924",0,0,0,0,92,92
"15925",0,0,0,0,17,17
"15926",0,0,0,0,233,233
"15927",0,0,0,0,98,98
"15928",0,0,0,0,619,619
"15929",0,0,0,0,9,9
"15930",0,0,0,0,17,17
"15931",0,0,0,0,1390,1390
"15934",0,0,0,0,31,31
"15935",0,0,0,0,296,296
"15936",0,0,0,0,136,136
"15937",0,0,0,0,86,86
"15938",0,0,0,0,172,172
"15940",0,0,0,0,152,152
"15942",0,0,0,0,183,183
"15943",0,0,0,0,433,433
"15944",0,0,0,0,312,312
"15945",0,0,0,0,20,20
"15946",0,0,0,0,588,588
"15948",0,0,0,0,72,72
"15949",0,0,0,0,41,41
"15951",0,0,0,0,86,86
"15952",0,0,0,0,130,130
"15953",0,0,0,0,8,8
"15954",0,0,0,0,182,182
"15955",0,0,0,0,154,154
"15956",0,0,0,0,224,224
"15957",0,0,0,0,47,47
"15958",0,0,0,0,149,149
"15959",0,0,0,0,17,17
"15960",0,0,0,0,39,39
"15961",0,0,0,0,76,76
"15962",0,0,0,0,36,36
"15963",0,0,0,0,1231,1231
"16001",0,0,0,0,2503,2503
"16002",0,0,0,0,662,662
"16003",0,0,0,0,24,24
"16009",0,0,0,0,2,2
"16020",0,0,0,0,30,30
"16022",0,0,0,0,10,10
"16023",0,0,0,0,420,420
"16024",0,0,0,0,26,26
"16025",0,0,0,0,161,161
"16027",0,0,0,0,16,16
"16028",0,0,0,0,72,72
"16029",0,0,0,0,33,33
"16030",0,0,0,0,11,11
"16033",0,0,0,0,386,386
"16034",0,0,0,0,55,55
"16035",0,0,0,0,2,2
"16036",0,0,0,0,1,1
"16037",0,0,0,0,552,552
"16038",0,0,0,0,123,123
"16039",0,0,0,0,36,36
"16040",0,0,0,0,30,30
"16041",0,0,0,0,50,50
"16045",0,0,0,0,58,58
"16046",0,0,0,0,1574,1574
"16048",0,0,0,0,2,2
"16049",0,0,0,0,94,94
"16050",0,0,0,0,43,43
"16051",0,0,0,0,119,119
"16052",0,0,0,0,107,107
"16053",0,0,0,0,187,187
"16054",0,0,0,0,11,11
"16055",0,0,0,0,542,542
"16056",0,0,0,0,334,334
"16057",0,0,0,0,396,396
"16059",0,0,0,0,587,587
"16061",0,0,0,0,90,90
"16063",0,0,0,0,769,769
"16066",0,0,0,0,2357,2357
"16101",0,0,0,0,2126,2126
"16102",0,0,0,0,340,340
"16103",0,0,0,0,5,5
"16105",0,0,0,0,1012,1012
"16106",0,0,0,0,1,1
"16107",0,0,0,0,8,8
"16110",0,0,0,0,11,11
"16111",0,0,0,0,26,26
"16112",0,0,0,0,79,79
"16113",0,0,0,0,21,21
"16114",0,0,0,0,13,13
"16115",0,0,0,0,121,121
"16116",0,0,0,0,148,148
"16117",0,0,0,0,961,961
"16120",0,0,0,0,103,103
"16121",0,0,0,0,323,323
"16123",0,0,0,0,120,120
"16124",0,0,0,0,68,68
"16125",0,0,0,0,1623,1623
"16127",0,0,0,0,539,539
"16130",0,0,0,0,69,69
"16131",0,0,0,0,30,30
"16132",0,0,0,0,18,18
"16133",0,0,0,0,68,68
"16134",0,0,0,0,179,179
"16136",0,0,0,0,54,54
"16137",0,0,0,0,667,667
"16140",0,0,0,0,6,6
"16141",0,0,0,0,56,56
"16142",0,0,0,0,414,414
"16143",0,0,0,0,127,127
"16145",0,0,0,0,94,94
"16146",0,0,0,0,1138,1138
"16148",0,0,0,0,1186,1186
"16150",0,0,0,0,353,353
"16151",0,0,0,0,5,5
"16153",0,0,0,0,92,92
"16154",0,0,0,0,112,112
"16155",0,0,0,0,4,4
"16156",0,0,0,0,103,103
"16157",0,0,0,0,128,128
"16159",0,0,0,0,236,236
"16160",0,0,0,0,53,53
"16161",0,0,0,0,45,45
"16162",0,0,0,0,2,2
"16201",0,0,0,0,982,982
"16210",0,0,0,0,51,51
"16211",0,0,0,0,5,5
"16212",0,0,0,0,29,29
"16213",0,0,0,0,4,4
"16214",0,0,0,0,562,562
"16216",0,0,0,0,1,1
"16217",0,0,0,0,12,12
"16218",0,0,0,0,45,45
"16222",0,0,0,0,97,97
"16223",0,0,0,0,8,8
"16224",0,0,0,0,46,46
"16225",0,0,0,0,5,5
"16226",0,0,0,0,387,387
"16228",0,0,0,0,20,20
"16229",0,0,0,0,276,276
"16230",0,0,0,0,15,15
"16232",0,0,0,0,165,165
"16233",0,0,0,0,24,24
"16234",0,0,0,0,3,3
"16235",0,0,0,0,30,30
"16236",0,0,0,0,19,19
"16238",0,0,0,0,15,15
"16239",0,0,0,0,296,296
"16240",0,0,0,0,71,71
"16242",0,0,0,0,216,216
"16244",0,0,0,0,12,12
"16245",0,0,0,0,16,16
"16246",0,0,0,0,13,13
"16248",0,0,0,0,115,115
"16249",0,0,0,0,82,82
"16250",0,0,0,0,17,17
"16253",0,0,0,0,2,2
"16254",0,0,0,0,165,165
"16255",0,0,0,0,127,127
"16256",0,0,0,0,34,34
"16258",0,0,0,0,89,89
"16259",0,0,0,0,107,107
"16260",0,0,0,0,2,2
"16261",0,0,0,0,1,1
"16262",0,0,0,0,153,153
"16263",0,0,0,0,17,17
"16268",0,0,0,0,2,2
"16301",0,0,0,0,521,521
"16311",0,0,0,0,20,20
"16312",0,0,0,0,2,2
"16313",0,0,0,0,55,55
"16314",0,0,0,0,182,182
"16316",0,0,0,0,161,161
"16317",0,0,0,0,42,42
"16319",0,0,0,0,46,46
"16321",0,0,0,0,6,6
"16322",0,0,0,0,6,6
"16323",0,0,0,0,690,690
"16326",0,0,0,0,17,17
"16327",0,0,0,0,96,96
"16328",0,0,0,0,3,3
"16329",0,0,0,0,13,13
"16331",0,0,0,0,2,2
"16332",0,0,0,0,4,4
"16333",0,0,0,0,21,21
"16334",0,0,0,0,9,9
"16335",0,0,0,0,1600,1600
"16340",0,0,0,0,54,54
"16341",0,0,0,0,58,58
"16342",0,0,0,0,60,60
"16343",0,0,0,0,9,9
"16344",0,0,0,0,13,13
"16345",0,0,0,0,136,136
"16346",0,0,0,0,501,501
"16347",0,0,0,0,59,59
"16350",0,0,0,0,79,79
"16351",0,0,0,0,51,51
"16352",0,0,0,0,14,14
"16353",0,0,0,0,73,73
"16354",0,0,0,0,446,446
"16360",0,0,0,0,48,48
"16361",0,0,0,0,3,3
"16362",0,0,0,0,28,28
"16364",0,0,0,0,33,33
"16365",0,0,0,0,777,777
"16370",0,0,0,0,2,2
"16371",0,0,0,0,190,190
"16372",0,0,0,0,26,26
"16373",0,0,0,0,78,78
"16374",0,0,0,0,40,40
"16375",0,0,0,0,1,1
"16401",0,0,0,0,165,165
"16402",0,0,0,0,33,33
"16403",0,0,0,0,413,413
"16404",0,0,0,0,76,76
"16405",0,0,0,0,24,24
"16406",0,0,0,0,293,293
"16407",0,0,0,0,591,591
"16408",0,0,0,0,1,1
"16410",0,0,0,0,67,67
"16411",0,0,0,0,82,82
"16412",0,0,0,0,349,349
"16415",0,0,0,0,737,737
"16416",0,0,0,0,11,11
"16417",0,0,0,0,910,910
"16420",0,0,0,0,20,20
"16421",0,0,0,0,124,124
"16422",0,0,0,0,8,8
"16423",0,0,0,0,234,234
"16424",0,0,0,0,120,120
"16425",0,0,0,0,2,2
"16426",0,0,0,0,190,190
"16427",0,0,0,0,17,17
"16428",0,0,0,0,509,509
"16430",0,0,0,0,2,2
"16432",0,0,0,0,2,2
"16433",0,0,0,0,372,372
"16434",0,0,0,0,69,69
"16435",0,0,0,0,73,73
"16436",0,0,0,0,14,14
"16438",0,0,0,0,276,276
"16440",0,0,0,0,38,38
"16441",0,0,0,0,384,384
"16442",0,0,0,0,98,98
"16443",0,0,0,0,75,75
"16444",0,0,0,0,1,1
"16458",0,0,0,0,3,3
"16466",0,0,0,0,5,5
"16472",0,0,0,0,3,3
"16475",0,0,0,0,146,146
"16501",0,0,0,0,238,238
"16502",0,0,0,0,2359,2359
"16503",0,0,0,0,1053,1053
"16504",0,0,0,0,1392,1392
"16505",0,0,0,0,1087,1087
"16506",0,0,0,0,1333,1333
"16507",0,0,0,0,998,998
"16508",0,0,0,0,1248,1248
"16509",0,0,0,0,2084,2084
"16510",0,0,0,0,1387,1387
"16511",0,0,0,0,827,827
"16512",0,0,0,0,9,9
"16514",0,0,0,0,6,6
"16526",0,0,0,0,1,1
"16530",0,0,0,0,4,4
"16540",0,0,0,0,1,1
"16541",0,0,0,0,6,6
"16544",0,0,0,0,9,9
"16546",0,0,0,0,1,1
"16550",0,0,0,0,355,355
"16563",0,0,0,0,4,4
"16565",0,0,0,0,2,2
"16580",0,0,0,0,1,1
"16586",0,0,0,0,1,1
"16601",0,0,0,0,2478,2478
"16602",0,0,0,0,1948,1948
"16603",0,0,0,0,6,6
"16611",0,0,0,0,138,138
"16613",0,0,0,0,82,82
"16616",0,0,0,0,10,10
"16617",0,0,0,0,140,140
"16619",0,0,0,0,15,15
"16620",0,0,0,0,17,17
"16621",0,0,0,0,31,31
"16622",0,0,0,0,15,15
"16623",0,0,0,0,33,33
"16624",0,0,0,0,13,13
"16625",0,0,0,0,195,195
"16627",0,0,0,0,121,121
"16629",0,0,0,0,6,6
"16630",0,0,0,0,311,311
"16631",0,0,0,0,5,5
"16633",0,0,0,0,13,13
"16634",0,0,0,0,16,16
"16635",0,0,0,0,1234,1234
"16636",0,0,0,0,44,44
"16637",0,0,0,0,166,166
"16638",0,0,0,0,9,9
"16639",0,0,0,0,48,48
"16640",0,0,0,0,77,77
"16641",0,0,0,0,141,141
"16644",0,0,0,0,13,13
"16645",0,0,0,0,6,6
"16646",0,0,0,0,312,312
"16647",0,0,0,0,38,38
"16648",0,0,0,0,1435,1435
"16650",0,0,0,0,97,97
"16651",0,0,0,0,180,180
"16652",0,0,0,0,1298,1298
"16654",0,0,0,0,374,374
"16655",0,0,0,0,70,70
"16656",0,0,0,0,63,63
"16657",0,0,0,0,88,88
"16659",0,0,0,0,16,16
"16660",0,0,0,0,9,9
"16661",0,0,0,0,52,52
"16662",0,0,0,0,495,495
"16663",0,0,0,0,15,15
"16664",0,0,0,0,87,87
"16665",0,0,0,0,25,25
"16666",0,0,0,0,155,155
"16667",0,0,0,0,82,82
"16668",0,0,0,0,272,272
"16669",0,0,0,0,112,112
"16670",0,0,0,0,27,27
"16671",0,0,0,0,17,17
"16672",0,0,0,0,8,8
"16673",0,0,0,0,475,475
"16674",0,0,0,0,18,18
"16675",0,0,0,0,6,6
"16677",0,0,0,0,31,31
"16678",0,0,0,0,118,118
"16679",0,0,0,0,31,31
"16680",0,0,0,0,21,21
"16681",0,0,0,0,8,8
"16682",0,0,0,0,10,10
"16683",0,0,0,0,18,18
"16684",0,0,0,0,9,9
"16685",0,0,0,0,11,11
"16686",0,0,0,0,664,664
"16689",0,0,0,0,21,21
"16691",0,0,0,0,18,18
"16692",0,0,0,0,87,87
"16693",0,0,0,0,223,223
"16694",0,0,0,0,11,11
"16695",0,0,0,0,46,46
"16698",0,0,0,0,167,167
"16701",0,0,0,0,1384,1384
"16720",0,0,0,0,41,41
"16724",0,0,0,0,6,6
"16725",0,0,0,0,25,25
"16726",0,0,0,0,27,27
"16727",0,0,0,0,28,28
"16728",0,0,0,0,1,1
"16729",0,0,0,0,56,56
"16730",0,0,0,0,8,8
"16731",0,0,0,0,196,196
"16732",0,0,0,0,25,25
"16733",0,0,0,0,12,12
"16734",0,0,0,0,13,13
"16735",0,0,0,0,403,403
"16738",0,0,0,0,106,106
"16740",0,0,0,0,54,54
"16743",0,0,0,0,190,190
"16744",0,0,0,0,23,23
"16745",0,0,0,0,31,31
"16746",0,0,0,0,43,43
"16748",0,0,0,0,145,145
"16749",0,0,0,0,394,394
"16750",0,0,0,0,27,27
"16778",0,0,0,0,3,3
"16801",0,0,0,0,1895,1895
"16802",0,0,0,0,76,76
"16803",0,0,0,0,1056,1056
"16804",0,0,0,0,10,10
"16819",0,0,0,0,1,1
"16820",0,0,0,0,45,45
"16821",0,0,0,0,14,14
"16822",0,0,0,0,137,137
"16823",0,0,0,0,1724,1724
"16825",0,0,0,0,18,18
"16826",0,0,0,0,70,70
"16827",0,0,0,0,266,266
"16828",0,0,0,0,222,222
"16829",0,0,0,0,50,50
"16830",0,0,0,0,842,842
"16832",0,0,0,0,21,21
"16833",0,0,0,0,312,312
"16834",0,0,0,0,14,14
"16835",0,0,0,0,10,10
"16836",0,0,0,0,39,39
"16837",0,0,0,0,25,25
"16838",0,0,0,0,99,99
"16839",0,0,0,0,14,14
"16840",0,0,0,0,29,29
"16841",0,0,0,0,273,273
"16843",0,0,0,0,50,50
"16844",0,0,0,0,145,145
"16845",0,0,0,0,229,229
"16847",0,0,0,0,15,15
"16848",0,0,0,0,23,23
"16849",0,0,0,0,26,26
"16850",0,0,0,0,5,5
"16851",0,0,0,0,74,74
"16852",0,0,0,0,18,18
"16853",0,0,0,0,77,77
"16854",0,0,0,0,47,47
"16855",0,0,0,0,6,6
"16856",0,0,0,0,10,10
"16858",0,0,0,0,217,217
"16859",0,0,0,0,39,39
"16860",0,0,0,0,29,29
"16861",0,0,0,0,9,9
"16863",0,0,0,0,38,38
"16864",0,0,0,0,2,2
"16865",0,0,0,0,72,72
"16866",0,0,0,0,623,623
"16868",0,0,0,0,43,43
"16870",0,0,0,0,421,421
"16871",0,0,0,0,4,4
"16872",0,0,0,0,24,24
"16873",0,0,0,0,2,2
"16874",0,0,0,0,77,77
"16875",0,0,0,0,167,167
"16876",0,0,0,0,10,10
"16877",0,0,0,0,73,73
"16878",0,0,0,0,89,89
"16879",0,0,0,0,27,27
"16881",0,0,0,0,86,86
"16882",0,0,0,0,8,8
"16901",0,0,0,0,663,663
"16910",0,0,0,0,15,15
"16911",0,0,0,0,6,6
"16912",0,0,0,0,82,82
"16914",0,0,0,0,208,208
"16915",0,0,0,0,194,194
"16917",0,0,0,0,62,62
"16920",0,0,0,0,137,137
"16921",0,0,0,0,15,15
"16922",0,0,0,0,68,68
"16923",0,0,0,0,68,68
"16924",0,0,0,0,1,1
"16925",0,0,0,0,401,401
"16926",0,0,0,0,56,56
"16927",0,0,0,0,23,23
"16928",0,0,0,0,72,72
"16929",0,0,0,0,154,154
"16930",0,0,0,0,47,47
"16932",0,0,0,0,43,43
"16933",0,0,0,0,298,298
"16935",0,0,0,0,42,42
"16936",0,0,0,0,267,267
"16937",0,0,0,0,7,7
"16938",0,0,0,0,23,23
"16939",0,0,0,0,2,2
"16940",0,0,0,0,7,7
"16941",0,0,0,0,5,5
"16942",0,0,0,0,48,48
"16943",0,0,0,0,13,13
"16945",0,0,0,0,3,3
"16946",0,0,0,0,166,166
"16947",0,0,0,0,498,498
"16948",0,0,0,0,70,70
"16950",0,0,0,0,160,160
"17001",0,0,0,0,352,352
"17002",0,0,0,0,26,26
"17003",0,0,0,0,856,856
"17004",0,0,0,0,300,300
"17005",0,0,0,0,24,24
"17006",0,0,0,0,55,55
"17007",0,0,0,0,344,344
"17009",0,0,0,0,147,147
"17010",0,0,0,0,40,40
"17011",0,0,0,0,4033,4033
"17012",0,0,0,0,2,2
"17013",0,0,0,0,3833,3833
"17014",0,0,0,0,11,11
"17015",0,0,0,0,1641,1641
"17016",0,0,0,0,395,395
"17017",0,0,0,0,100,100
"17018",0,0,0,0,248,248
"17019",0,0,0,0,1133,1133
"17020",0,0,0,0,482,482
"17021",0,0,0,0,46,46
"17022",0,0,0,0,2823,2823
"17023",0,0,0,0,219,219
"17024",0,0,0,0,89,89
"17025",0,0,0,0,1081,1081
"17026",0,0,0,0,235,235
"17027",0,0,0,0,18,18
"17028",0,0,0,0,188,188
"17029",0,0,0,0,37,37
"17030",0,0,0,0,45,45
"17032",0,0,0,0,374,374
"17033",0,0,0,0,2575,2575
"17034",0,0,0,0,204,204
"17035",0,0,0,0,47,47
"17036",0,0,0,0,1400,1400
"17037",0,0,0,0,60,60
"17038",0,0,0,0,602,602
"17039",0,0,0,0,4,4
"17040",0,0,0,0,144,144
"17041",0,0,0,0,4,4
"17042",0,0,0,0,5170,5170
"17043",0,0,0,0,492,492
"17044",0,0,0,0,2063,2063
"17045",0,0,0,0,184,184
"17046",0,0,0,0,3660,3660
"17047",0,0,0,0,104,104
"17048",0,0,0,0,230,230
"17049",0,0,0,0,180,180
"17050",0,0,0,0,2496,2496
"17051",0,0,0,0,274,274
"17052",0,0,0,0,84,84
"17053",0,0,0,0,272,272
"17054",0,0,0,0,4,4
"17055",0,0,0,0,3083,3083
"17056",0,0,0,0,9,9
"17057",0,0,0,0,2191,2191
"17058",0,0,0,0,199,199
"17059",0,0,0,0,548,548
"17060",0,0,0,0,54,54
"17061",0,0,0,0,751,751
"17062",0,0,0,0,171,171
"17063",0,0,0,0,179,179
"17064",0,0,0,0,96,96
"17065",0,0,0,0,252,252
"17066",0,0,0,0,321,321
"17067",0,0,0,0,1504,1504
"17068",0,0,0,0,463,463
"17069",0,0,0,0,9,9
"17070",0,0,0,0,1149,1149
"17072",0,0,0,0,13,13
"17073",0,0,0,0,433,433
"17074",0,0,0,0,406,406
"17075",0,0,0,0,18,18
"17076",0,0,0,0,6,6
"17077",0,0,0,0,9,9
"17078",0,0,0,0,1518,1518
"17080",0,0,0,0,25,25
"17081",0,0,0,0,23,23
"17082",0,0,0,0,193,193
"17083",0,0,0,0,9,9
"17084",0,0,0,0,228,228
"17085",0,0,0,0,16,16
"17086",0,0,0,0,100,100
"17087",0,0,0,0,204,204
"17088",0,0,0,0,53,53
"17089",0,0,0,0,14,14
"17090",0,0,0,0,314,314
"17093",0,0,0,0,33,33
"17094",0,0,0,0,136,136
"17097",0,0,0,0,31,31
"17098",0,0,0,0,124,124
"17099",0,0,0,0,92,92
"17101",0,0,0,0,5254,5254
"17102",0,0,0,0,705,705
"17103",0,0,0,0,910,910
"17104",0,0,0,0,1467,1467
"17105",0,0,0,0,64,64
"17106",0,0,0,0,16,16
"17108",0,0,0,0,7,7
"17109",0,0,0,0,1850,1850
"17110",0,0,0,0,2444,2444
"17111",0,0,0,0,5522,5522
"17112",0,0,0,0,2509,2509
"17113",0,0,0,0,786,786
"17120",0,0,0,0,209,209
"17122",0,0,0,0,1,1
"17126",0,0,0,0,4,4
"17130",0,0,0,0,1,1
"17132",0,0,0,0,1,1
"17140",0,0,0,0,3,3
"17142",0,0,0,0,1,1
"17171",0,0,0,0,1,1
"17172",0,0,0,0,1,1
"17201",0,0,0,0,6361,6361
"17202",0,0,0,0,1512,1512
"17204",0,0,0,0,1,1
"17206",0,0,0,0,3,3
"17208",0,0,0,0,1,1
"17210",0,0,0,0,7,7
"17211",0,0,0,0,42,42
"17212",0,0,0,0,46,46
"17213",0,0,0,0,26,26
"17214",0,0,0,0,102,102
"17215",0,0,0,0,14,14
"17216",0,0,0,0,1,1
"17217",0,0,0,0,7,7
"17219",0,0,0,0,7,7
"17220",0,0,0,0,11,11
"17221",0,0,0,0,22,22
"17222",0,0,0,0,961,961
"17223",0,0,0,0,24,24
"17224",0,0,0,0,78,78
"17225",0,0,0,0,1439,1439
"17228",0,0,0,0,60,60
"17229",0,0,0,0,52,52
"17231",0,0,0,0,4,4
"17232",0,0,0,0,3,3
"17233",0,0,0,0,331,331
"17235",0,0,0,0,30,30
"17236",0,0,0,0,488,488
"17237",0,0,0,0,138,138
"17238",0,0,0,0,143,143
"17239",0,0,0,0,2,2
"17240",0,0,0,0,191,191
"17241",0,0,0,0,1594,1594
"17243",0,0,0,0,89,89
"17244",0,0,0,0,74,74
"17246",0,0,0,0,5,5
"17247",0,0,0,0,12,12
"17249",0,0,0,0,14,14
"17250",0,0,0,0,22,22
"17251",0,0,0,0,13,13
"17252",0,0,0,0,168,168
"17253",0,0,0,0,14,14
"17254",0,0,0,0,24,24
"17255",0,0,0,0,48,48
"17256",0,0,0,0,12,12
"17257",0,0,0,0,1568,1568
"17259",0,0,0,0,1,1
"17260",0,0,0,0,79,79
"17261",0,0,0,0,284,284
"17262",0,0,0,0,29,29
"17263",0,0,0,0,22,22
"17264",0,0,0,0,111,111
