"anly_mapped_zipcode","accession_to_result","accession_to_result","accession_to_result","accession_to_result","accession_to_result_than_1","accession_to_result_than_1"
"06472",0.6222222222222222,0,0,1,414,450
"06473",0.608762098828324,0,0,1,1768,1963
"06475",0.9036312849162011,1,0,1,594,716
"06477",0.7567324955116697,0,0,1,974,1114
"06478",1.2634467618002196,1,0,2,676,911
"06479",1.1445993031358885,1,0,1,444,574
"06480",1.0325342465753424,1,0,1,469,584
"06481",1,1,0,1,52,63
"06482",1.063953488372093,1,0,1,732,860
"06483",1.1683397683397683,1,0,1,973,1295
"06484",1.00091519219036,1,0,1,2583,3278
"06488",1.0831600831600832,1,0,1,1587,1924
"06489",1.1851599727705922,1,0,1,1126,1469
"06490",4,1,1,10,2,3
"06491",1,1,1,1,2,2
"06492",0.9735735735735735,1,0,1,2708,3330
"06493",0,0,0,0,1,1
"06494",0.6666666666666666,1,0,1,3,3
"06495",1,1,1,1,1,1
"06497",2.6363636363636362,2,0,4,5,11
"06498",1.0560975609756098,1,0,1,333,410
"06501",0.9,0,0,1,8,10
"06502",1.1428571428571428,0,0,3,5,7
"06503",1,1,1,1,2,2
"06504",0.6666666666666666,1,0,1,6,6
"06505",0.2,0,0,0,5,5
"06506",0,0,0,0,1,1
"06507",0.3333333333333333,0,0,1,3,3
"06509",0.5,0,0,1,2,2
"06510",0.6304023845007451,0,0,1,586,671
"06511",0.7888785625774474,0,0,1,5620,6456
"06512",0.6062176165803109,0,0,1,2444,2702
"06513",0.6985255397577672,0,0,1,3330,3798
"06514",0.7606256375382523,0,0,1,2527,2941
"06515",0.741199478487614,0,0,1,1337,1534
"06516",0.7203280103582218,0,0,1,4064,4634
"06517",0.7543352601156069,0,0,1,1482,1730
"06518",0.813745704467354,0,0,1,1215,1455
"06519",0.5784597568037059,0,0,1,1558,1727
"06520",0.7857142857142857,1,0,1,26,28
"06524",0.9353348729792148,1,0,1,352,433
"06525",0.6968680089485458,0,0,1,793,894
"06526",1,1,1,1,1,1
"06530",3,1,0,1,6,8
"06531",0.25,0,0,0,4,4
"06532",0.5,0,0,1,7,8
"06533",0.75,0,0,1,3,4
"06536",2,0,0,4,1,2
"06538",1,1,1,1,1,1
"06540",0.3333333333333333,0,0,1,3,3
"06541",1,1,1,1,1,1
"06547",0,0,0,0,2,2
"06548",1,1,1,1,1,1
"06555",3,3,3,3,0,2
"06565",0,0,0,0,2,2
"06601",1.3421052631578947,1,0,2,27,38
"06602",1.2,1,1,1,4,5
"06604",1.0602693602693603,1,0,1,2424,2970
"06605",1.0151441133365902,1,0,1,1639,2047
"06606",1.0623251081149834,1,0,1,3043,3931
"06607",0.8930741190765492,1,0,1,658,823
"06608",0.9139551699204628,1,0,1,1135,1383
"06610",0.7995876288659793,0,0,1,2053,2425
"06611",1.0526129943502824,1,0,1,2216,2832
"06612",1.1822541966426858,1,0,1,319,417
"06614",0.9768683274021353,1,0,1,2260,2810
"06615",0.9211737629459148,0,0,1,1407,1738
"06616",1,1,1,1,1,1
"06622",1,1,1,1,1,1
"06625",1,1,1,1,1,1
"06641",1,1,1,1,1,1
"06644",0,0,0,0,2,2
"06664",1,1,1,1,1,1
"06673",1,1,1,1,1,1
"06687",2,2,2,2,0,2
"06701",0.6486486486486487,1,0,1,33,37
"06702",1.4509803921568627,1,1,2,165,255
"06703",1.1,1,1,2,7,10
"06704",1.1887793783169067,1,0,2,970,1319
"06705",1.2387301587301587,1,1,2,1089,1575
"06706",1.233221476510067,1,0,2,427,596
"06708",1.2943037974683544,1,1,2,1112,1580
"06709",2.5,2,2,3,0,2
"06710",1.1922455573505655,1,0,1,468,619
"06712",1.2487046632124352,1,0,2,268,386
"06714",1.5,0,0,3,1,2
"06716",1.2684887459807075,1,0,2,444,622
"06717",1,1,1,1,1,1
"06719",0,0,0,0,1,1
"06720",0.8666666666666667,1,0,1,12,15
"06721",1.2857142857142858,2,0,2,3,7
"06722",1,1,1,1,1,1
"06723",1.6666666666666667,1,0,4,2,3
"06724",1,1,1,1,2,2
"06740",0.5,0,0,1,2,2
"06749",1,1,1,1,1,1
"06750",1.064516129032258,1,0,1,51,62
"06751",1.1898734177215189,1,0,1,130,158
"06752",1.1694915254237288,1,0,1,94,118
"06753",0,0,0,0,2,2
"06754",0.8571428571428571,1,0,1,70,77
"06755",0.9605263157894737,1,0,1,67,76
"06756",1.3221476510067114,1,0,2,108,149
"06757",0.9495798319327731,1,0,1,101,119
"06758",1,1,1,1,12,13
"06759",1.1575342465753424,1,0,1,239,292
"06762",1.1091314031180401,1,0,1,344,449
"06763",1.2394366197183098,1,0,2,52,71
"06770",1.2062879205736348,1,0,2,1330,1813
"06776",1.032258064516129,1,0,1,2057,2356
"06777",1.18348623853211,1,1,1,90,109
"06778",1.1527777777777777,1,0,1,56,72
"06779",1.2932098765432098,1,0,2,227,324
"06781",1,1,1,1,3,3
"06782",1.2408759124087592,1,0,1,104,137
"06783",1.1612903225806452,1,0,1,127,155
"06784",1.0283400809716599,1,1,1,224,247
"06785",1.4029850746268657,1,1,2,45,67
"06786",1.3370786516853932,1,0,2,324,445
"06787",1.3008595988538683,1,0,2,260,349
"06790",1.0646114864864864,1,0,1,1869,2368
"06791",1.210762331838565,1,0,1,172,223
"06792",0.5,0,0,1,2,2
"06793",1.2894736842105263,1,0,1,88,114
"06794",1.5974025974025974,1,1,1,60,77
"06795",1.1257142857142857,1,0,2,523,700
"06796",0.9444444444444444,1,0,1,32,36
"06798",1.197346600331675,1,0,2,444,603
"06801",0.9303896103896104,1,0,1,1697,1925
"06804",1.086435331230284,1,1,1,1367,1585
"06805",0.6666666666666666,1,0,1,3,3
"06807",0.8009259259259259,0,0,1,378,432
"06810",0.9664728019158398,1,0,1,5202,5846
"06811",1.493881118881119,1,1,2,2538,3432
"06812",1.007554296506138,1,0,1,934,1059
"06813",0.875,1,0,1,20,24
"06820",0.9615384615384616,0,0,1,1199,1404
"06824",1.2633663366336634,1,0,2,1832,2525
"06825",1.0694752402069476,1,0,1,1081,1353
"06828",1,1,1,1,1,1
"06829",1.0833333333333333,1,1,1,9,12
"06830",0.7333333333333333,0,0,1,1560,1800
"06831",0.9702209414024976,0,0,1,894,1041
"06832",1,1,1,1,2,2
"06836",1.7,0,0,1,8,10
"06838",1.75,1,1,1,9,12
"06840",0.9871967654986523,1,0,1,1240,1484
"06844",1,1,1,1,3,3
"06848",3,1,1,4,3,5
"06850",0.9985974754558204,1,0,1,1862,2139
"06851",3.2393250688705235,1,0,1,2516,2904
"06852",0.95,1,0,1,18,20
"06853",0.9331306990881459,1,0,1,287,329
"06854",0.9703571428571428,1,0,1,2469,2800
"06855",1.0931372549019607,1,0,1,675,816
"06856",0.8636363636363636,1,0,1,20,22
"06857",1.125,0,0,0,6,8
"06858",0.3333333333333333,0,0,1,3,3
"06860",0.5,0,0,1,6,6
"06870",0.9849624060150376,0,0,1,338,399
"06872",1,1,1,1,1,1
"06875",1.875,1,1,1,7,8
"06876",1.4285714285714286,1,0,2,5,7
"06877",1.1831425598335068,1,0,1,1598,1922
"06878",0.906934306569343,0,0,1,460,548
"06879",0.75,1,0,1,4,4
"06880",1.3892215568862276,1,0,2,1835,2505
"06881",1.7777777777777777,1,1,2,6,9
"06882",2.3333333333333335,2,1,4,1,3
"06883",1.2203147353361945,1,0,1,546,699
"06887",1,1,1,1,2,2
"06888",1,0,0,2,1,2
"06889",1,1,1,1,2,2
"06890",1.0515222482435598,1,0,1,328,427
"06896",1.0871632329635499,1,0,1,523,631
"06897",1.099443671766342,1,0,1,1196,1438
"06901",0.9903846153846154,0,0,1,509,624
"06902",1.1268460781096161,0,0,1,4598,6094
"06903",0.9577922077922078,0,0,1,998,1232
"06904",0.4090909090909091,0,0,1,20,22
"06905",0.946983546617916,0,0,1,1337,1641
"06906",1.0930888575458393,0,0,1,555,709
"06907",0.9539375928677564,0,0,1,552,673
"06909",2,2,2,2,0,1
"06910",0.5,0,0,1,2,2
"06911",0.5,0,0,1,9,10
"06912",1,1,1,1,1,1
"06916",1,1,1,1,1,1
"06920",0.6666666666666666,0,0,1,5,6
"06930",0,0,0,0,1,1
"06959",5,5,5,5,0,2
"06970",1,1,1,1,1,1
"06987",1,1,1,1,1,1
"07000",0,0,0,0,4,4
"07001",1.4556628621597894,1,1,1,883,1139
"07002",1.3715555555555556,1,0,1,5312,6750
"07003",1.4533181213158395,1,0,1,4031,5259
"07004",1.0652849740932642,1,0,1,832,965
"07005",1.279401282965075,1,0,1,1152,1403
"07006",1.1832779623477299,1,0,1,2985,3612
"07007",1.6875,1,1,2,10,16
"07008",1.2702828001854427,1,1,1,1777,2157
"07009",1.8807260155574763,1,1,3,1575,2314
"07010",1.0448375154257508,1,0,1,2131,2431
"07011",1.3250388802488335,1,0,1,3608,4501
"07012",1.1933993399339935,1,0,1,1213,1515
"07013",1.204031007751938,1,0,1,2573,3225
"07014",1.225,1,0,1,514,640
"07015",1.5869565217391304,1,1,1,70,92
"07016",1.4738179969496696,1,0,2,1434,1967
"07017",1.783803068141277,1,1,2,1986,2803
"07018",1.8153395212506107,1,1,2,1406,2047
"07019",1.5593220338983051,1,0,1,45,59
"07020",1.021838034576888,1,0,1,973,1099
"07021",1.0856481481481481,1,1,1,375,432
"07022",1.0557737627651218,1,0,1,1095,1273
"07023",1.5869565217391304,1,1,2,443,598
"07024",0.9922985781990521,1,0,1,2974,3376
"07025",1,1,1,1,5,5
"07026",1.0220831799779169,1,0,1,2377,2717
"07027",1.6176470588235294,1,0,1,255,340
"07028",1.5773584905660378,1,0,2,570,795
"07029",1.1842503785966683,1,0,1,1650,1981
"07030",0.9984137774756402,1,0,1,3716,4413
"07031",1.1519410977242301,1,0,1,1271,1494
"07032",1.557974169206211,1,0,1,5278,6891
"07033",1.5621387283236994,1,0,1,519,692
"07034",1.1606648199445984,1,0,1,596,722
"07035",1.269949066213922,1,0,1,1423,1767
"07036",1.6024526198439242,1,1,2,3297,4485
"07037",1,1,1,1,2,2
"07039",1.8345454545454545,1,0,2,1973,2750
"07040",1.5507936507936508,1,0,1,1429,1890
"07041",1.2177777777777778,1,0,1,384,450
"07042",1.8770019218449712,1,1,2,2134,3122
"07043",1.7008086253369272,1,0,2,1030,1484
"07044",1.3031423290203328,1,0,1,1298,1623
"07045",1.2253086419753085,1,0,1,817,972
"07046",1.3673469387755102,1,0,1,383,490
"07047",1.0662695457930007,1,0,1,10409,12087
"07048",2,2,2,2,0,1
"07049",1.0833333333333333,1,0,1,11,12
"07050",2.3001592356687897,1,1,3,2190,3768
"07051",2.275,1,1,4,23,40
"07052",1.8861244019138756,1,1,2,3631,5225
"07053",1.4,1,1,2,3,5
"07054",2.221931137724551,1,1,3,1659,2672
"07055",1.138340807174888,1,0,1,7509,8920
"07056",0.3333333333333333,0,0,1,3,3
"07057",0.9796954314720813,1,0,1,701,788
"07058",1.2857142857142858,1,0,1,390,476
"07059",1.1199077632590315,1,1,1,1102,1301
"07060",1.4274465691788527,1,1,1,4168,5334
"07061",0.847457627118644,1,0,1,54,59
"07062",1.4008163265306122,1,1,1,965,1225
"07063",1.2805309734513275,1,1,1,905,1130
"07064",1.2927308447937131,1,1,1,424,509
"07065",2.032944606413994,1,1,3,2159,3430
"07066",1.4258064516129032,1,0,1,1165,1550
"07067",1.1531076301162204,1,0,1,1652,1979
"07068",1.2893553223388305,1,0,1,532,667
"07069",1.2179261862917399,1,1,1,477,569
"07070",1.1425970873786409,1,0,1,1387,1648
"07071",1.072975517890772,1,0,1,1851,2124
"07072",1.1537190082644628,1,0,1,508,605
"07073",1,1,0,1,779,889
"07074",0.9659090909090909,1,0,1,231,264
"07075",1.2439862542955327,1,0,1,695,873
"07076",1.5320921117099462,1,1,1,1566,2041
"07077",1.3553459119496856,1,0,1,254,318
"07078",1.2925311203319503,1,0,1,792,964
"07079",1.495420482930891,1,0,1,913,1201
"07080",1.3198809130003308,1,1,1,2418,3023
"07081",1.5653104925053534,1,1,2,1037,1401
"07082",1.2634615384615384,1,0,1,438,520
"07083",1.747579908675799,1,1,2,3832,5475
"07085",1,1,1,1,1,1
"07086",1.2873883928571428,1,1,1,1472,1792
"07087",1.3468485348122612,1,1,1,10553,13343
"07088",1.5494505494505495,1,1,1,413,546
"07089",0,0,0,0,1,1
"07090",1.5432541461228149,1,1,2,1620,2231
"07091",2.3846153846153846,1,1,4,8,13
"07092",1.6118181818181818,1,1,2,819,1100
"07093",1.3545918367346939,1,1,1,7217,9016
"07094",1.9167289952630266,1,1,2,2658,4011
"07095",1.2517078297425117,1,0,1,1537,1903
"07096",1.9,1,1,3,7,10
"07097",1.4680851063829787,1,1,1,39,47
"07098",0.6666666666666666,0,0,2,2,3
"07099",3.2222222222222223,2,1,4,4,9
"07100",1,1,1,1,1,1
"07101",2.04375,1,1,2,103,160
"07102",1.6660914581535806,1,0,2,844,1159
"07103",1.6897810218978102,1,1,2,1560,2192
"07104",1.390529973935708,1,0,1,3658,4604
"07105",1.2010997643362136,1,1,1,3213,3819
"07106",1.707359813084112,1,1,2,1216,1712
"07107",1.3298409002716336,1,0,1,2058,2577
"07108",1.5513643659711076,1,0,1,941,1246
"07109",1.2565651870787822,1,0,1,3521,4303
"07110",1.2124463519313304,1,0,1,2667,3262
"07111",2.0604809327179985,1,1,3,2546,4117
"07112",1.8138801261829653,1,1,2,1135,1585
"07114",1.4354354354354355,1,1,1,506,666
"07115",2,2,2,2,0,1
"07124",1,1,1,1,2,2
"07153",1,1,1,1,2,2
"07169",1.5,1,1,2,1,2
"07184",1,1,1,1,1,1
"07188",5,1,1,8,2,4
"07191",1,1,1,1,1,1
"07195",1,1,1,1,4,5
"07198",8,8,8,8,0,1
"07201",2.0328883099967436,1,1,3,1983,3071
"07202",1.741880341880342,1,1,2,3275,4680
"07203",1.755093194625054,1,1,2,1633,2307
"07204",1.7554479418886197,1,1,2,871,1239
"07205",1.7621164962205424,1,1,2,1559,2249
"07206",1.4627437325905293,1,0,2,2153,2872
"07207",1.8064516129032258,1,1,3,65,93
"07208",1.8231111111111111,1,1,2,2300,3375
"07226",0,0,0,0,1,1
"07230",2,1,1,3,4,6
"07233",0,0,0,0,1,1
"07242",1,1,1,1,1,1
"07246",1,0,0,2,1,2
"07251",1,1,1,1,2,2
"07254",0,0,0,0,2,2
"07261",0,0,0,0,1,1
"07294",1,1,1,1,1,1
"07300",1,1,0,2,2,3
"07301",1.2,1,1,1,4,5
"07302",1.6461510196582767,1,0,2,7933,10886
"07303",1.5263157894736843,1,0,1,30,38
"07304",1.8663718211972833,1,0,2,4419,6331
"07305",2.097101319213856,1,0,3,7338,11143
"07306",1.971976401179941,1,0,3,5054,7458
"07307",1.6740683229813664,1,0,2,4771,6440
"07308",2.642857142857143,1,0,6,8,14
"07309",2,1,1,1,4,5
"07310",1.600572655690766,1,0,2,1042,1397
"07311",1.2134831460674158,1,0,1,151,178
"07320",1,1,1,1,1,1
"07331",0,0,0,0,3,3
"07354",1,1,1,1,2,2
"07382",1,1,1,1,1,1
"07387",1,1,1,1,1,1
"07395",2.127906976744186,1,0,3,55,86
"07399",0.3333333333333333,0,0,1,3,3
"07401",1.0829383886255923,1,0,1,690,844
"07403",1.734304932735426,1,0,2,647,892
"07405",1.10368519675203,1,0,1,1367,1601
"07407",1.1503933364183248,1,0,1,1841,2161
"07408",2,1,0,5,2,3
"07410",1.10553083280356,1,0,1,2706,3146
"07412",1,1,1,1,4,4
"07413",3.5517241379310347,2,1,7,16,58
"07416",1.1044444444444443,1,1,1,399,450
"07417",0.9348441926345609,1,0,1,1244,1412
"07418",1.1197604790419162,1,1,1,151,167
"07419",1.1,1,1,1,673,760
"07420",0.8302277432712215,1,0,1,877,966
"07421",1.2616279069767442,1,0,1,430,516
"07422",0.9745098039215686,1,0,1,459,510
"07423",1.086021505376344,1,0,1,448,558
"07424",1.2803413400758534,1,0,1,2580,3164
"07428",0.6153846153846154,1,0,1,12,13
"07430",0.9699918896999189,1,0,1,2078,2466
"07432",1.4317925591882752,1,0,1,700,887
"07435",1.0599078341013826,1,0,1,192,217
"07436",1.3836858006042296,1,0,1,1267,1655
"07438",1.2572559366754616,1,0,1,630,758
"07439",1.2333333333333334,1,1,1,128,150
"07440",0.9643705463182898,1,0,1,376,421
"07442",1.6677215189873418,1,0,1,986,1264
"07444",1.0401554404145077,1,0,1,1328,1544
"07446",0.9566951566951567,1,0,1,1454,1755
"07450",1.1546863988724454,1,0,1,2336,2838
"07451",1.9523809523809523,1,0,2,15,21
"07452",1.0832659660468877,1,0,1,1063,1237
"07456",1.1932324131789849,1,0,1,945,1123
"07457",0.9930875576036866,1,0,1,384,434
"07458",0.9899732620320856,1,0,1,1257,1496
"07459",0,0,0,0,1,1
"07460",1,1,1,1,218,244
"07461",1.5662535748331745,1,1,1,1605,2098
"07462",1.1731517509727627,1,0,1,445,514
"07463",0.9514237855946399,1,0,1,1015,1194
"07464",1,1,1,1,1,1
"07465",1.2385786802030456,1,0,1,667,788
"07466",1,0,0,2,1,2
"07470",2.4011080332409973,1,1,4,5693,9025
"07474",1.4545454545454546,1,0,1,9,11
"07480",1.2758620689655173,1,0,1,1139,1363
"07481",1.8737142857142857,1,1,3,2302,3500
"07482",0,0,0,0,1,1
"07495",3,1,1,5,1,2
"07501",2.130986280093192,1,1,3,2577,3863
"07502",1.9296055916125812,1,1,2,1405,2003
"07503",1.5454099165439372,1,1,1,1604,2037
"07504",2.01131625967838,1,1,3,1153,1679
"07505",1.9043367346938775,1,1,2,575,784
"07506",1.1806818181818182,1,0,1,2177,2640
"07507",2.3529411764705883,1,1,4,10,17
"07508",1.574582150741091,1,0,1,2412,3171
"07509",1.765625,1,0,2,42,64
"07510",0.94,1,0,1,45,50
"07511",1.8055555555555556,1,1,1,28,36
"07512",1.298082869511441,1,0,1,1316,1617
"07513",1.8935389133627019,1,1,2,979,1362
"07514",1.7511400651465798,1,1,2,2238,3070
"07522",2.058568329718004,1,1,3,1923,2766
"07524",1.9646226415094339,1,1,2,893,1272
"07525",1,1,1,1,3,3
"07533",1.2,1,1,1,4,5
"07538",2.4,1,1,3,5,10
"07540",1,1,1,1,1,1
"07542",6,6,6,6,0,1
"07543",0.8571428571428571,1,0,1,6,7
"07544",2.4705882352941178,1,1,5,11,17
"07574",0,0,0,0,1,1
"07601",1.4858004125019832,1,0,1,4901,6303
"07602",1.25,1,0,1,13,16
"07603",1.2657004830917875,1,0,1,669,828
"07604",1.2231462231462231,1,0,1,1186,1443
"07605",0.9346895074946466,1,0,1,820,934
"07606",1.0625,1,0,1,219,256
"07607",1.1333333333333333,1,0,1,961,1140
"07608",1.84,1,1,1,19,25
"07611",1,1,1,1,1,1
"07618",1,1,1,1,1,1
"07620",0.7211155378486056,1,0,1,235,251
"07621",1.379591836734694,1,0,1,2147,2695
"07623",3,3,3,3,0,1
"07624",1.4897025171624714,1,1,1,668,874
"07626",1.8342644320297952,1,1,2,797,1074
"07627",1.0097465886939572,1,1,1,463,513
"07628",0.9749235474006116,1,0,1,1436,1635
"07630",1.8068506184586108,1,1,2,727,1051
"07631",1.183623693379791,1,0,1,2444,2870
"07632",0.8974358974358975,1,0,1,527,585
"07638",4,4,4,4,0,1
"07640",1.1391509433962264,1,1,1,365,424
"07641",0.913312693498452,1,0,1,293,323
"07642",0.972972972972973,1,0,1,1064,1221
"07643",1.024557956777996,1,0,1,890,1018
"07644",1.1652139461172741,1,0,1,2132,2524
"07645",1.115236875800256,1,0,1,655,781
"07646",2.55352798053528,1,1,5,1473,2466
"07647",0.960546282245827,1,0,1,594,659
"07648",1.0038910505836576,1,0,1,446,514
"07649",2.057866184448463,1,1,3,717,1106
"07650",1.0646706586826347,1,0,1,1445,1670
"07652",2.3289051763628037,1,1,4,4170,6549
"07653",2.1814159292035398,1,1,3,580,904
"07656",1.071352502662407,1,0,1,809,939
"07657",0.947119924457035,1,0,1,954,1059
"07660",1.0554744525547446,1,0,1,1152,1370
"07661",0.9011213047910296,1,0,1,874,981
"07662",2.64837786259542,1,1,4,1096,2096
"07663",1.06187624750499,1,0,1,1296,1503
"07666",1.5187154402381966,1,1,1,3619,4702
"07670",0.9819819819819819,1,0,1,1467,1665
"07675",1.517387065323367,1,0,1,2408,3077
"07676",1.0481675392670158,1,0,1,819,955
"07677",2.255650818394388,1,1,3,780,1283
"07680",0,0,0,0,1,1
"07681",1,1,1,1,1,1
"07688",1,1,1,1,3,3
"07691",1.6666666666666667,1,1,2,4,6
"07692",0,0,0,0,2,2
"07693",1,1,1,1,1,1
"07695",0,0,0,0,1,1
"07699",3.1666666666666665,2,1,5,2,6
"07701",0.7282051282051282,1,0,1,2841,3120
"07702",0.5908460471567267,1,0,1,688,721
"07703",1.6,1,1,1,4,5
"07704",0.8796610169491526,1,0,1,539,590
"07708",1,1,1,1,1,1
"07709",1.1666666666666667,1,0,1,5,6
"07710",1.3,1,0,1,17,20
"07711",0.7689530685920578,1,0,1,243,277
"07712",0.953479125248509,1,0,1,4395,5030
"07713",1,1,1,1,1,1
"07715",1.25,1,1,1,3,4
"07716",0.9106438896189225,1,0,1,688,761
"07717",1.3813229571984436,1,0,1,200,257
"07718",0.9875,1,0,1,491,560
"07719",1.5660136286201023,1,0,2,3455,4696
"07720",1.0955165692007798,1,0,1,429,513
"07721",1.17,1,0,1,338,400
"07722",1.0326382592928378,1,0,1,950,1103
"07723",0.75,1,0,1,197,224
"07724",0.9048400328137818,1,0,1,2192,2438
"07725",0,0,0,0,1,1
"07726",1.281602002503129,1,0,1,3334,3995
"07727",1.310580204778157,1,0,1,704,879
"07728",1.7294942223906042,1,1,2,3881,5279
"07729",0,0,0,0,1,1
"07730",1.3248126928162185,1,0,1,1911,2269
"07731",1.2428468381822553,1,0,1,3392,4159
"07732",1.0578947368421052,1,0,1,339,380
"07733",1.2336633663366336,1,0,1,2953,3535
"07734",1.32421875,1,0,1,1077,1280
"07735",1.0768421052631578,1,0,1,1651,1900
"07736",1.75,0,0,1,3,4
"07737",0.8967391304347826,1,0,1,327,368
"07738",0.9119318181818182,1,0,1,633,704
"07739",0.9182948490230906,1,0,1,504,563
"07740",0.901219512195122,1,0,1,2185,2460
"07742",1,1,0,2,2,3
"07743",1,1,1,1,1,1
"07745",0.5,0,0,1,2,2
"07746",1.149728997289973,1,0,1,1278,1476
"07747",1.0934128336172628,1,0,1,2982,3522
"07748",1.1826280623608019,1,0,1,2665,3143
"07749",1,1,1,1,1,1
"07750",0.9775910364145658,1,0,1,321,357
"07751",1.1982300884955752,1,0,1,1436,1695
"07752",0,0,0,0,6,6
"07753",0.9880054832076764,1,0,1,5060,5836
"07754",0.7333333333333333,0,0,1,28,30
"07755",0.9313593539703903,1,0,1,647,743
"07756",0.6835555555555556,0,0,1,1020,1125
"07757",1.0423892100192678,1,1,1,452,519
"07758",1.1746794871794872,1,0,1,495,624
"07760",0.9549228944246738,1,0,1,752,843
"07762",1.15218951902369,1,0,1,1159,1393
"07763",0,0,0,0,3,3
"07764",0.9781144781144782,1,0,1,514,594
"07765",0.2,0,0,0,5,5
"07769",2,2,2,2,0,1
"07774",1,1,1,1,2,2
"07775",1.5,1,1,2,2,4
"07777",2,2,2,2,0,1
"07783",1,1,1,1,1,1
"07789",0,0,0,0,2,2
"07791",2.3333333333333335,2,1,4,1,3
"07801",1.2473604826546003,1,0,1,1668,1989
"07802",0.9629629629629629,1,0,1,24,27
"07803",1.5351681957186545,1,0,1,257,327
"07804",0.5,0,0,1,2,2
"07806",2,1,0,1,3,4
"07807",0,0,0,0,2,2
"07811",4,4,4,4,0,1
"07817",0,0,0,0,3,3
"07820",1.3157894736842106,1,0,1,17,19
"07821",1.4744186046511627,1,1,1,1335,1720
"07822",1.4871794871794872,1,1,1,66,78
"07823",1.1742574257425742,1,0,1,418,505
"07824",0,0,0,0,1,1
"07825",1.0567986230636832,1,0,1,497,581
"07826",0.9521276595744681,1,0,1,342,376
"07827",1.2513089005235603,1,0,1,166,191
"07828",1.4256900212314225,1,1,1,753,942
"07829",7,7,7,7,0,1
"07830",0.9820717131474104,1,0,1,439,502
"07831",1.4,1,1,2,7,10
"07832",1.248496993987976,1,0,2,374,499
"07833",1.7692307692307692,1,1,1,10,13
"07834",1.1860566448801744,1,0,1,1915,2295
"07836",1.65466816647919,1,1,1,690,889
"07837",0.4666666666666667,0,0,1,15,15
"07838",1.2204301075268817,1,0,1,154,186
"07839",0.3333333333333333,0,0,1,3,3
"07840",2.167805411314567,1,1,3,2374,3659
"07841",1,1,1,1,1,1
"07842",1.0909090909090908,1,1,1,10,11
"07843",1.2783783783783784,1,0,1,604,740
"07844",1.8173076923076923,1,1,2,74,104
"07845",1.0833333333333333,1,1,1,11,12
"07846",0.375,0,0,1,8,8
"07847",1.6259541984732824,1,1,2,96,131
"07848",1.3660714285714286,1,1,1,623,784
"07849",1.4247226624405704,1,1,1,523,631
"07850",1.3387096774193548,1,0,1,452,558
"07851",0.8518518518518519,1,0,1,25,27
"07852",1.5091463414634145,1,1,1,264,328
"07853",1.4389952153110048,1,1,1,690,836
"07855",3,1,1,2,2,4
"07856",1.3620253164556961,1,1,1,325,395
"07857",1.4182692307692308,1,0,1,164,208
"07860",1.0720260223048328,1,0,1,1898,2152
"07863",1.3522012578616351,1,1,1,247,318
"07865",1.317829457364341,1,0,1,106,129
"07866",1.4264962231260896,1,1,1,1373,1721
"07868",1.5,1,1,2,1,2
"07869",1.6554591467823572,1,1,1,2135,2766
"07870",1.375,1,1,1,6,8
"07871",1.144555694618273,1,1,1,1403,1598
"07872",1,1,1,1,1,1
"07874",1.2466019417475729,1,1,1,437,515
"07875",0.8181818181818182,0,0,1,10,11
"07876",1.511296076099881,1,1,1,661,841
"07877",0.7142857142857143,1,0,1,7,7
"07878",1.2282608695652173,1,1,1,76,92
"07879",1.1428571428571428,1,0,1,6,7
"07880",0.5555555555555556,1,0,1,9,9
"07881",1,1,1,1,1,1
"07882",1.0598555211558307,1,0,1,837,969
"07883",1.6666666666666667,1,1,2,4,6
"07885",1.416572077185017,1,0,1,720,881
"07886",1.3333333333333333,1,0,3,2,3
"07901",1.3931171409662475,1,1,1,1199,1511
"07902",1.4,1,1,1,17,20
"07903",1,1,1,1,3,3
"07904",1,1,1,1,11,12
"07910",1,1,1,1,1,1
"07920",1.0784313725490196,1,1,1,1604,1836
"07921",0.9891891891891892,1,0,1,648,740
"07922",1.629251700680272,1,1,2,607,882
"07924",1.188034188034188,1,1,1,605,702
"07926",1.2962962962962963,1,1,1,46,54
"07927",2.7463414634146344,1,1,5,264,410
"07928",1.2863805970149254,1,0,1,846,1072
"07930",1.2544642857142858,1,1,1,567,672
"07931",1.042857142857143,1,0,1,376,420
"07932",1.2084398976982098,1,0,1,638,782
"07933",1.0774647887323943,1,0,1,121,142
"07934",1.2289156626506024,1,1,1,131,166
"07935",0.8518518518518519,1,0,1,26,27
"07936",1.2033023735810113,1,0,1,780,969
"07937",1,1,1,1,1,1
"07938",1.25,1,1,1,39,44
"07939",1.1428571428571428,1,1,2,5,7
"07940",1.129300118623962,1,0,1,718,843
"07945",1.2677651905252316,1,0,1,823,971
"07946",1.1725888324873097,1,0,1,160,197
"07950",1.6842610364683301,1,1,1,1613,2084
"07960",1.6669051025274202,1,1,1,3177,4194
"07961",1.1666666666666667,1,0,1,16,18
"07962",1.2857142857142858,1,1,1,11,14
"07963",4.142857142857143,3,0,8,3,7
"07970",2.2,2,1,4,2,5
"07974",1.4632034632034632,1,0,1,350,462
"07976",1.3473684210526315,1,1,1,79,95
"07977",1.251908396946565,1,1,1,222,262
"07978",0,0,0,0,1,1
"07979",0.6666666666666666,1,0,1,44,45
"07980",1.0973451327433628,1,0,1,97,113
"07981",1.994518402505873,1,1,3,861,1277
"07983",0.5,0,0,1,4,4
"07987",0,0,0,0,1,1
