"anly_mapped_zipcode","collection_to_report","collection_to_report","collection_to_report","collection_to_report","collection_to_report_less_than_1","collection_to_report_less_than_1"
"39456",2.5217391304347827,2,2,3,7,46
"39457",2,1,0,2,3,5
"39459",3.08,3,2,4,4,50
"39460",4,4,4,4,0,3
"39461",2.5,2,1,4,5,16
"39462",2.6052631578947367,2,2,3,7,38
"39463",1,0,0,2,2,4
"39464",2.5,2,2,3,1,22
"39465",2.8228155339805827,3,2,3,48,412
"39466",2.2254335260115607,3,1,3,201,692
"39470",2.3479789103690685,2,2,3,72,569
"39473",0,0,0,0,2,2
"39474",3.368,3,2,4,12,125
"39475",2.6652542372881354,2,2,3,34,236
"39476",2.976303317535545,3,3,3,15,211
"39477",1.8,2,1,2,2,5
"39478",2.2941176470588234,2,1,4,7,17
"39479",2.934959349593496,3,2,4,21,123
"39480",2.710526315789474,3,2,3,6,38
"39481",2.090909090909091,2,2,3,2,11
"39482",2.685082872928177,3,2,3,21,181
"39483",2.513888888888889,2,2,3,12,72
"39484",2,2,2,2,0,1
"39486",1,1,1,1,1,1
"39501",4.273189326556544,5,2,6,196,787
"39502",1,1,1,1,1,1
"39503",7.433002481389578,8,8,9,49,806
"39505",1,1,1,1,1,1
"39506",3,3,3,3,0,1
"39507",1.5833333333333333,1,1,2,12,24
"39511",1,1,1,1,1,1
"39512",1,1,1,1,2,2
"39513",3,3,3,3,0,2
"39520",2.096,2,2,2,23,125
"39521",2,1,1,3,2,4
"39525",2.431542461005199,2,2,2,13,577
"39526",0,0,0,0,1,1
"39528",4,4,4,4,0,1
"39530",1.0909090909090908,1,0,1,9,11
"39531",2.4967105263157894,2,2,2,14,1216
"39532",1.3333333333333333,1,0,2,51,87
"39533",0,0,0,0,5,5
"39535",1.5,0,0,3,1,2
"39540",2.6,2,1,4,6,20
"39544",2,2,2,2,0,1
"39545",0,0,0,0,1,1
"39552",1,0,0,2,1,2
"39553",2.2784313725490195,2,2,2,28,255
"39555",0.8571428571428571,0,0,1,6,7
"39556",3.5714285714285716,2,1,8,9,35
"39560",4.306666666666667,4,1,8,22,75
"39561",6,7,5,8,3,26
"39562",0.5858585858585859,0,0,1,86,99
"39563",2.189542483660131,2,2,3,30,153
"39564",1.7551020408163265,2,1,2,48,147
"39565",0.8571428571428571,1,0,2,20,28
"39566",1.75,2,0,2,1,4
"39567",0.7222222222222222,0,0,1,15,18
"39568",0.6666666666666666,1,0,1,3,3
"39571",3.043189368770764,3,3,3,13,301
"39572",2,1,1,4,2,3
"39573",2.3333333333333335,1,0,3,21,39
"39574",4.884615384615385,6,2,8,5,26
"39576",4.5,4,1,8,8,30
"39577",2.300438596491228,2,1,3,181,456
"39579",4.666666666666667,6,2,6,0,3
"39581",1.936339522546419,2,2,2,18,377
"39591",0,0,0,0,1,1
"39601",1.991492652745553,2,1,2,472,1293
"39602",2,2,2,2,0,6
"39603",1.5,1,1,2,2,4
"39608",1,1,1,1,2,2
"39611",2,2,2,2,0,2
"39614",5,7,1,7,1,3
"39618",5,6,3,6,0,3
"39629",1.7891156462585034,1,1,2,81,147
"39630",2.4473684210526314,2,1,3,12,38
"39631",1.9523809523809523,2,2,2,7,42
"39633",2,2,2,2,2,14
"39635",1,1,1,1,1,1
"39638",2.259259259259259,2,1,3,7,27
"39639",2,2,2,2,0,1
"39640",1,1,1,1,1,1
"39641",2.28,2,1,3,18,50
"39643",3.235294117647059,3,2,4,3,17
"39645",1.9322033898305084,2,1,2,18,59
"39647",4.205882352941177,3,2,7,3,34
"39648",1.7833787465940054,2,1,2,331,734
"39649",3.111111111111111,2,1,6,4,9
"39652",1.8421052631578947,2,1,3,46,95
"39653",0.5942028985507246,0,0,1,287,345
"39654",2.488372093023256,2,1,3,61,172
"39655",0,0,0,0,1,1
"39656",2.0952380952380953,2,1,3,10,21
"39657",1.7142857142857142,1,0,2,14,21
"39661",2.046511627906977,2,1,3,34,86
"39662",1.5,1,0,3,3,6
"39663",2.1666666666666665,2,1,3,34,108
"39664",1.3478260869565217,1,0,2,13,23
"39665",2.1538461538461537,2,1,3,9,26
"39666",1.9924242424242424,2,1,3,57,132
"39667",1.9108108108108108,2,2,2,84,370
"39668",1.78125,1,1,2,19,32
"39669",1.9090909090909092,1,1,2,17,33
"39680",4,4,4,4,0,1
"39688",3,3,3,3,0,1
"39694",2,2,2,2,0,1
"39701",3.201923076923077,3,2,5,23,104
"39702",4.319293478260869,5,1,7,223,736
"39703",2.857142857142857,1,1,6,4,7
"39704",2,2,2,2,0,2
"39705",4.236641221374046,5,3,5,11,131
"39711",2,2,2,2,0,1
"39727",2,2,2,2,0,1
"39729",2,2,2,2,0,2
"39730",2.011204481792717,1,1,2,245,357
"39732",2,2,2,2,0,1
"39734",1,1,1,1,1,1
"39735",2.9545454545454546,2,1,4,14,44
"39736",4.6,4,4,6,0,5
"39737",4,2,2,4,0,4
"39739",1.8333333333333333,1,1,2,81,126
"39740",5.130434782608695,5,4,6,2,23
"39741",3.235294117647059,3,2,4,6,34
"39743",3,2,2,4,6,29
"39744",3.041095890410959,2,2,5,21,219
"39745",2.375,2,2,3,1,8
"39746",3.05,2,2,5,3,20
"39747",3.1578947368421053,2,1,4,5,19
"39748",0,0,0,0,1,1
"39749",0,0,0,0,1,1
"39750",3.027027027027027,3,1,4,10,37
"39751",2.5,2,2,3,1,6
"39752",2.586206896551724,2,1,4,11,29
"39753",3,3,3,3,0,1
"39755",2.272727272727273,2,1,4,4,11
"39756",3.057142857142857,3,2,4,5,35
"39757",2,2,2,2,0,1
"39759",4.203305785123967,4,2,6,89,605
"39760",4.285714285714286,4,4,6,1,7
"39762",2.7142857142857144,4,1,4,3,7
"39766",4.185185185185185,5,3,5,5,27
"39767",2,2,2,2,0,3
"39769",2.1176470588235294,1,1,3,11,17
"39771",2.5,2,2,3,0,2
"39772",3.375,2,1,5,9,32
"39773",4.5412234042553195,4,4,6,38,752
"39776",3.0384615384615383,3,2,3,4,26
"39786",0,0,0,0,1,1
"39787",0,0,0,0,2,2
"39812",0,0,0,0,1,1
"39813",0,0,0,0,2,2
"39815",0.225,0,0,0,36,40
"39817",0.13333333333333333,0,0,0,113,120
"39818",0.25,0,0,0,7,8
"39819",0.19760479041916168,0,0,0,154,167
"39823",0,0,0,0,3,3
"39825",0,0,0,0,10,10
"39826",0,0,0,0,1,1
"39827",0.19047619047619047,0,0,0,20,21
"39828",0.26,0,0,0,88,100
"39829",0,0,0,0,2,2
"39834",0.2608695652173913,0,0,0,20,23
"39837",0.2857142857142857,0,0,0,12,14
"39840",0.5,0,0,1,2,2
"39842",0,0,0,0,5,5
"39845",0.23333333333333334,0,0,0,56,60
"39846",8,8,8,8,0,1
"39851",0,0,0,0,2,2
"39852",0,0,0,0,2,2
"39854",0,0,0,0,1,1
"39859",0,0,0,0,5,5
"39860",5,5,5,5,0,1
"39861",0,0,0,0,10,10
"39870",0,0,0,0,1,1
"39873",0,0,0,0,1,1
"39886",0,0,0,0,1,1
"39897",0.09523809523809523,0,0,0,20,21
"39903",3,3,3,3,0,1
"39909",1,0,0,2,1,2
"39910",1,1,1,1,2,2
"39912",0,0,0,0,2,2
"39913",0,0,0,0,5,5
"39914",0,0,0,0,2,2
"39915",0,0,0,0,1,1
"39916",0,0,0,0,1,1
"39917",0,0,0,0,1,1
"39919",0,0,0,0,1,1
"39935",2,2,2,2,0,2
"39940",0,0,0,0,1,1
"39951",2,2,2,2,0,1
"39967",0,0,0,0,1,1
"39970",2,1,1,3,1,2
"39972",0,0,0,0,1,1
"39980",1,0,0,2,1,2
"39982",3,3,3,3,0,1
"40003",1,1,1,1,1,1
"40013",0,0,0,0,1,1
"40014",0,0,0,0,1,1
"40033",0,0,0,0,1,1
"40047",0.6,0,0,0,4,5
"40056",0,0,0,0,1,1
"40059",0.42857142857142855,0,0,1,7,7
"40067",0,0,0,0,4,4
"40071",0,0,0,0,1,1
"40108",3,3,3,3,0,1
"40117",0,0,0,0,1,1
"40118",0,0,0,0,1,1
"40121",0,0,0,0,16,16
"40124",0,0,0,0,1,1
"40155",0,0,0,0,2,2
"40165",3.5,1,1,6,1,2
"40175",0,0,0,0,1,1
"40202",1,1,1,1,1,1
"40203",0.3333333333333333,0,0,1,3,3
"40204",1,0,0,2,1,2
"40205",1.5,1,1,2,1,2
"40206",1.5,0,0,0,6,8
"40207",0,0,0,0,4,4
"40208",0,0,0,0,3,3
"40210",0,0,0,0,1,1
"40211",0,0,0,0,1,1
"40213",0.6666666666666666,0,0,2,2,3
"40214",0.2727272727272727,0,0,0,10,11
"40215",0,0,0,0,1,1
"40216",0,0,0,0,7,7
"40218",0,0,0,0,4,4
"40219",0,0,0,0,8,8
"40220",0.2,0,0,0,5,5
"40222",1.6,2,0,4,7,15
"40223",0,0,0,0,4,4
"40225",0,0,0,0,1,1
"40228",0,0,0,0,3,3
"40229",1,1,0,2,2,3
"40241",0.6363636363636364,0,0,1,10,11
"40243",0.6666666666666666,1,0,1,6,6
"40245",0,0,0,0,5,5
"40249",0,0,0,0,1,1
"40258",0,0,0,0,1,1
"40269",0,0,0,0,1,1
"40272",0,0,0,0,10,10
"40291",0.9285714285714286,0,0,2,8,14
"40299",0.5454545454545454,0,0,2,8,11
"40324",0.625,0,0,1,7,8
"40326",0,0,0,0,1,1
"40330",0,0,0,0,2,2
"40342",0,0,0,0,2,2
"40351",0,0,0,0,3,3
"40353",0,0,0,0,1,1
"40356",0.6666666666666666,0,0,2,2,3
"40383",0,0,0,0,9,9
"40391",0,0,0,0,5,5
"40403",1,0,0,0,6,7
"40419",0,0,0,0,2,2
"40420",0,0,0,0,1,1
"40422",0,0,0,0,3,3
"40428",1,1,1,1,1,1
"40429",0,0,0,0,2,2
"40432",0,0,0,0,1,1
"40444",0,0,0,0,1,1
"40450",3,3,3,3,0,1
"40456",0,0,0,0,1,1
"40466",0,0,0,0,2,2
"40474",0,0,0,0,1,1
"40475",0.2,0,0,0,5,5
"40486",0,0,0,0,2,2
"40502",0,0,0,0,3,3
"40503",0,0,0,0,3,3
"40504",0,0,0,0,1,1
"40505",0.6,1,0,1,5,5
"40508",0,0,0,0,1,1
"40509",0.18181818181818182,0,0,0,11,11
"40511",1,0,0,2,1,2
"40512",0.26666666666666666,0,0,0,14,15
"40514",0,0,0,0,2,2
"40515",0.3333333333333333,0,0,0,5,6
"40517",2.5,0,0,2,2,4
"40523",0,0,0,0,2,2
"40535",0,0,0,0,1,1
"40558",2,2,2,2,0,1
"40601",0.18181818181818182,0,0,0,11,11
"40634",4,4,4,4,0,1
"40708",3,3,3,3,0,1
"40722",0,0,0,0,1,1
"40727",0,0,0,0,3,3
"40732",0,0,0,0,1,1
"40733",0,0,0,0,3,3
"40737",0,0,0,0,1,1
"40741",0.5,0,0,1,2,2
"40744",0,0,0,0,1,1
"40750",0,0,0,0,1,1
"40768",0,0,0,0,2,2
"40769",0,0,0,0,2,2
"40771",0.5,0,0,0,5,6
"40773",0.5,0,0,1,2,2
"40783",0,0,0,0,1,1
"40786",0,0,0,0,1,1
"40792",0.42857142857142855,0,0,0,6,7
"40795",0,0,0,0,1,1
"40797",0,0,0,0,1,1
"40863",5,5,5,5,0,1
"40871",0,0,0,0,4,4
"40922",3,3,3,3,0,1
"40953",0,0,0,0,2,2
"40958",1,1,1,1,1,1
"40962",0,0,0,0,4,4
"40980",3,3,3,3,0,1
"41001",0,0,0,0,1,1
"41004",0,0,0,0,1,1
"41011",0.75,0,0,0,3,4
"41014",0,0,0,0,1,1
"41015",0,0,0,0,1,1
"41016",0,0,0,0,2,2
"41017",0.25,0,0,0,4,4
"41018",2,0,0,0,3,4
"41030",0,0,0,0,4,4
"41042",0.8,0,0,1,4,5
"41048",2,2,2,2,0,1
"41051",0,0,0,0,2,2
"41056",2,2,2,2,0,1
"41071",0.6,1,0,1,10,10
"41073",1,1,1,1,1,1
"41074",0,0,0,0,1,1
"41076",0.5714285714285714,0,0,1,6,7
"41086",1,1,1,1,1,1
"41091",0.06666666666666667,0,0,0,15,15
"41094",0,0,0,0,1,1
"41097",0,0,0,0,1,1
"41101",0,0,0,0,1,1
"41102",0,0,0,0,1,1
"41129",0,0,0,0,3,3
"41189",0,0,0,0,1,1
"41230",0,0,0,0,1,1
"41256",0,0,0,0,1,1
"41271",0,0,0,0,1,1
"41343",0,0,0,0,1,1
"41501",0,0,0,0,3,3
"41527",0,0,0,0,2,2
"41572",0,0,0,0,1,1
"41653",0,0,0,0,1,1
"41781",5,5,5,5,0,1
"41822",0,0,0,0,1,1
"41858",1,1,1,1,1,1
"41893",0,0,0,0,1,1
"42001",0,0,0,0,2,2
"42003",0.75,1,0,1,4,4
"42024",0,0,0,0,1,1
"42038",0.3333333333333333,0,0,1,3,3
"42040",0,0,0,0,1,1
"42043",4,4,4,4,0,3
"42071",0,0,0,0,1,1
"42104",0,0,0,0,1,1
"42127",0,0,0,0,2,2
"42128",0,0,0,0,1,1
"42134",1.75,2,1,2,1,4
"42141",1,1,1,1,5,6
"42154",0.8888888888888888,1,0,2,6,9
"42164",1,0,0,2,1,2
"42170",2,1,1,3,1,2
"42180",0,0,0,0,1,1
"42211",6,6,6,6,0,1
"42215",0,0,0,0,1,1
"42224",0,0,0,0,1,1
"42240",0,0,0,0,2,2
"42259",2,2,2,2,0,2
"42262",0,0,0,0,1,1
"42276",0,0,0,0,1,1
"42301",0,0,0,0,2,2
"42303",0.5714285714285714,0,0,2,5,7
"42328",0,0,0,0,1,1
"42345",0,0,0,0,1,1
"42347",0,0,0,0,2,2
"42351",0,0,0,0,1,1
"42423",1,1,1,1,2,2
"42429",4,4,4,4,0,1
"42431",0,0,0,0,3,3
"42437",0,0,0,0,1,1
"42445",6,6,6,6,0,1
"42503",0.6666666666666666,1,0,1,3,3
"42519",0,0,0,0,1,1
"42539",0,0,0,0,1,1
"42553",0,0,0,0,1,1
"42602",0.6666666666666666,1,0,1,3,3
"42603",0,0,0,0,1,1
"42629",1,1,1,1,1,1
"42633",0.5,0,0,1,2,2
"42642",0,0,0,0,1,1
"42653",0,0,0,0,1,1
"42701",0,0,0,0,3,3
"42717",2,2,2,2,0,1
"42718",0,0,0,0,1,1
"42728",0,0,0,0,1,1
"42743",0,0,0,0,1,1
"42746",0,0,0,0,1,1
"42748",0,0,0,0,2,2
"42754",0,0,0,0,1,1
"42836",1,1,1,1,1,1
"42838",0,0,0,0,1,1
"42935",0,0,0,0,1,1
"43004",0.14285714285714285,0,0,0,7,7
"43011",0,0,0,0,1,1
"43015",0.3333333333333333,0,0,1,3,3
"43016",0.3,0,0,0,9,10
"43017",0.7222222222222222,1,0,1,15,18
"43019",0,0,0,0,8,8
"43021",0,0,0,0,4,4
"43023",0.125,0,0,0,8,8
"43024",0,0,0,0,2,2
"43025",1,1,1,1,1,1
"43026",0.25,0,0,0,4,4
"43028",0,0,0,0,2,2
"43029",0,0,0,0,2,2
"43031",0,0,0,0,1,1
"43035",1.1176470588235294,1,0,2,10,17
"43038",1.75,2,1,2,1,4
"43040",0,0,0,0,8,8
"43046",0,0,0,0,1,1
"43050",0,0,0,0,1,1
"43054",2,2,1,2,1,4
"43055",0,0,0,0,2,2
"43056",0,0,0,0,3,3
"43061",0,0,0,0,1,1
"43062",0.5,0,0,1,2,2
"43065",0.13846153846153847,0,0,0,63,65
"43068",0.75,0,0,1,12,16
"43074",0.3333333333333333,0,0,0,5,6
"43076",0,0,0,0,1,1
"43081",1.5,2,0,2,7,16
"43082",1,1,0,2,12,18
"43083",0,0,0,0,1,1
"43085",0,0,0,0,7,7
"43103",0,0,0,0,2,2
"43105",0,0,0,0,1,1
"43107",0,0,0,0,1,1
"43110",0.9090909090909091,0,0,1,10,11
"43112",0,0,0,0,1,1
"43116",0,0,0,0,1,1
"43118",0,0,0,0,2,2
"43119",0,0,0,0,3,3
"43123",0,0,0,0,7,7
"43125",0.8888888888888888,1,1,1,8,9
"43130",0,0,0,0,7,7
"43134",3.7777777777777777,4,4,4,0,9
"43136",0,0,0,0,1,1
"43138",0,0,0,0,1,1
"43140",0.3333333333333333,0,0,1,3,3
"43147",1.1538461538461537,2,0,2,6,13
"43153",0,0,0,0,1,1
"43156",0,0,0,0,1,1
"43160",0,0,0,0,4,4
"43188",0,0,0,0,1,1
"43201",3,3,3,3,0,1
"43202",1,0,0,2,1,2
"43203",0,0,0,0,2,2
"43204",0,0,0,0,9,9
"43205",0,0,0,0,1,1
"43206",0.4166666666666667,0,0,0,10,12
"43207",0.5,0,0,0,3,4
"43208",0,0,0,0,1,1
"43209",0.16666666666666666,0,0,0,12,12
"43210",0,0,0,0,1,1
"43211",0,0,0,0,1,1
"43212",0.2857142857142857,0,0,1,7,7
"43213",0,0,0,0,2,2
"43214",1,0,0,2,1,2
"43215",0,0,0,0,1,1
"43219",0.625,0,0,1,6,8
"43220",1.6666666666666667,0,0,5,2,3
"43221",1.1428571428571428,0,0,0,6,7
"43223",0,0,0,0,6,6
"43224",2,2,2,2,0,1
"43228",0.3333333333333333,0,0,1,3,3
"43229",1,1,1,1,4,4
"43230",0.5,0,0,0,3,4
"43231",0,0,0,0,1,1
"43232",1.2,0,0,0,4,5
"43235",0,0,0,0,3,3
"43245",2,2,2,2,0,1
"43266",4,4,4,4,0,1
"43285",0,0,0,0,2,2
"43290",0,0,0,0,1,1
"43302",0.25,0,0,0,4,4
"43311",0.6666666666666666,1,0,1,6,6
"43331",0,0,0,0,7,7
"43334",0,0,0,0,1,1
"43338",2,2,2,2,0,3
"43340",0,0,0,0,1,1
"43343",0,0,0,0,1,1
"43351",0,0,0,0,1,1
"43402",0.5,0,0,1,15,16
"43410",0.6666666666666666,0,0,2,2,3
"43412",0,0,0,0,3,3
"43420",0,0,0,0,2,2
"43431",0,0,0,0,4,4
"43435",0,0,0,0,1,1
"43440",0.25,0,0,0,4,4
"43443",0,0,0,0,1,1
"43449",0,0,0,0,3,3
"43452",0,0,0,0,1,1
"43460",0.8571428571428571,1,0,2,5,7
"43465",1,1,1,1,1,1
"43466",0,0,0,0,1,1
"43469",0,0,0,0,1,1
"43495",0,0,0,0,1,1
"43501",1,1,1,1,3,3
"43502",0,0,0,0,1,1
"43504",2.857142857142857,3,3,3,1,7
"43506",0.38461538461538464,0,0,1,12,13
"43512",0.5555555555555556,1,0,1,27,27
"43516",0.5,0,0,1,2,2
"43518",0.875,0,0,2,5,8
"43521",1.5454545454545454,2,1,2,5,11
"43522",0,0,0,0,1,1
"43526",0,0,0,0,1,1
"43527",1,1,1,1,7,7
"43528",0.5,0,0,0,13,14
"43531",0,0,0,0,1,1
"43532",2,2,2,2,0,1
"43533",1,1,1,1,4,5
"43537",1.0666666666666667,1,0,1,13,15
"43540",0.75,1,0,1,4,4
"43542",0.7272727272727273,1,0,1,11,11
"43543",0.75,1,0,1,8,8
"43545",0,0,0,0,3,3
"43551",0.48484848484848486,0,0,0,32,33
"43554",0.8372093023255814,1,0,1,39,43
"43556",1,1,1,1,7,7
"43558",1.0909090909090908,1,0,3,8,11
"43560",0.2692307692307692,0,0,1,26,26
"43566",0.3333333333333333,0,0,0,5,6
"43571",0.42857142857142855,0,0,1,6,7
"43589",2,2,2,2,0,1
"43604",0,0,0,0,8,8
"43605",0.4444444444444444,0,0,1,9,9
"43606",1.3076923076923077,0,0,2,28,39
"43607",1.8333333333333333,0,0,1,5,6
"43608",1.1666666666666667,0,0,0,19,24
"43609",3,0,0,1,3,4
"43610",0.3333333333333333,0,0,1,3,3
"43611",5.5,1,0,10,5,10
"43612",1.1515151515151516,0,0,1,29,33
"43613",0.6896551724137931,0,0,1,27,29
"43614",1.105263157894737,1,0,2,13,19
"43615",1.0227272727272727,0,0,1,37,44
"43616",0.9090909090909091,1,0,2,7,11
"43617",1.1428571428571428,1,0,1,6,7
"43619",0.8,1,1,1,5,5
"43623",0.4444444444444444,0,0,1,9,9
"43638",3,3,3,3,0,1
"43663",0,0,0,0,3,3
"43701",0.6666666666666666,0,0,2,2,3
"43723",0,0,0,0,1,1
"43724",1,1,1,1,1,1
"43725",0,0,0,0,3,3
"43731",3.5,3,3,4,0,2
"43746",0,0,0,0,1,1
"43764",0,0,0,0,2,2
"43787",0,0,0,0,3,3
"43793",4,4,4,4,0,1
"43802",0,0,0,0,1,1
"43830",0,0,0,0,1,1
"43832",1,1,1,1,1,1
"43837",0,0,0,0,1,1
"43857",0,0,0,0,1,1
"43877",0,0,0,0,2,2
"43901",0,0,0,0,1,1
"43907",2,2,2,2,0,4
"43912",3,3,3,3,0,1
"43920",0,0,0,0,1,1
"43925",0,0,0,0,1,1
"43935",0,0,0,0,1,1
"43938",0,0,0,0,1,1
"43942",0,0,0,0,2,2
"43946",0,0,0,0,2,2
"43953",0,0,0,0,4,4
"43977",0,0,0,0,1,1
"43986",0,0,0,0,1,1
"44001",0.14285714285714285,0,0,0,7,7
"44004",0,0,0,0,1,1
"44011",0.3333333333333333,0,0,1,3,3
"44012",0.75,1,0,1,4,4
"44017",0,0,0,0,4,4
"44022",0.125,0,0,0,8,8
"44023",0.14285714285714285,0,0,0,7,7
"44024",1.6666666666666667,1,1,2,6,12
"44026",0,0,0,0,2,2
"44028",0,0,0,0,3,3
"44030",0,0,0,0,3,3
"44035",0.1,0,0,0,10,10
"44039",0.4,0,0,1,5,5
"44040",0,0,0,0,3,3
"44044",1,1,1,1,4,4
"44047",0,0,0,0,1,1
"44048",0,0,0,0,1,1
"44052",1.9,1,1,2,5,10
"44053",0,0,0,0,4,4
"44054",0,0,0,0,2,2
"44055",0,0,0,0,1,1
"44056",0,0,0,0,1,1
"44057",0,0,0,0,3,3
"44060",1,0,0,1,4,5
"44065",0,0,0,0,1,1
"44070",0,0,0,0,2,2
"44072",0.4,0,0,1,5,5
"44073",0,0,0,0,1,1
"44074",0.75,1,0,1,4,4
"44076",0,0,0,0,9,9
"44077",0,0,0,0,10,10
"44084",0,0,0,0,1,1
"44087",1.4545454545454546,2,0,2,3,11
"44089",0,0,0,0,6,6
"44092",0,0,0,0,2,2
"44094",0.6666666666666666,1,0,1,21,21
"44095",0.75,0,0,2,5,8
"44102",0.0625,0,0,0,16,16
"44103",0.625,0,0,0,7,8
"44104",0,0,0,0,1,1
"44106",0.5454545454545454,0,0,2,8,11
"44107",1,0,0,1,3,4
"44108",0.2,0,0,0,5,5
"44109",0,0,0,0,5,5
"44110",0.25,0,0,0,4,4
"44111",0,0,0,0,1,1
"44112",0,0,0,0,3,3
"44113",0.3333333333333333,0,0,1,3,3
"44114",0,0,0,0,1,1
"44115",1,1,1,1,1,1
"44116",3.25,4,0,4,1,4
"44118",1.25,1,1,1,3,4
"44119",0.5,0,0,1,6,6
"44120",0.07692307692307693,0,0,0,13,13
"44121",1,0,0,2,12,18
"44122",0.8148148148148148,0,0,2,20,27
"44124",1.1176470588235294,2,0,2,8,17
"44125",0.5,0,0,1,2,2
"44126",0,0,0,0,3,3
"44128",0.75,1,0,1,4,4
"44129",1.8,3,0,3,2,5
"44130",0.8333333333333334,0,0,0,5,6
"44131",0.058823529411764705,0,0,0,17,17
"44132",5.4,8,2,8,1,10
"44133",0.8571428571428571,1,0,1,11,14
"44134",0,0,0,0,3,3
"44135",0,0,0,0,2,2
"44136",0,0,0,0,1,1
"44137",1.25,0,0,2,9,16
"44138",0,0,0,0,3,3
"44139",0,0,0,0,7,7
"44140",0.375,0,0,1,8,8
"44141",1.5,0,0,3,1,2
"44143",0,0,0,0,2,2
"44144",7.333333333333333,11,0,11,1,3
"44145",0.125,0,0,0,8,8
"44146",1.5,0,0,3,1,2
"44147",0,0,0,0,3,3
"44149",1.0588235294117647,2,0,2,8,17
"44170",3,3,3,3,0,1
"44202",0.3333333333333333,0,0,1,9,9
"44203",0,0,0,0,2,2
"44212",0,0,0,0,4,4
"44214",0,0,0,0,1,1
"44216",0,0,0,0,2,2
"44221",0,0,0,0,1,1
"44224",0.5714285714285714,0,0,1,6,7
"44230",0,0,0,0,3,3
"44231",0.25,0,0,0,4,4
"44233",0,0,0,0,2,2
"44234",0,0,0,0,1,1
"44236",1.3333333333333333,0,0,0,7,9
"44240",0,0,0,0,2,2
"44241",0,0,0,0,1,1
"44256",0.9090909090909091,1,0,1,9,11
"44260",0,0,0,0,3,3
"44266",0.2222222222222222,0,0,0,9,9
"44270",1,1,1,1,1,1
"44272",0,0,0,0,3,3
"44278",0.5,0,0,1,2,2
"44280",0.2,0,0,0,5,5
"44281",0.8571428571428571,1,1,1,7,7
"44286",0,0,0,0,2,2
"44301",0,0,0,0,1,1
"44303",1,1,1,1,1,1
"44305",0,0,0,0,2,2
"44306",0.75,1,0,1,4,4
"44310",0,0,0,0,1,1
"44311",0,0,0,0,1,1
"44312",1.2727272727272727,1,0,3,6,11
"44313",0,0,0,0,3,3
"44315",2,2,2,2,0,1
"44319",0.2,0,0,0,5,5
"44321",1.6,0,0,0,4,5
"44333",0,0,0,0,6,6
"44360",0,0,0,0,1,1
"44363",0,0,0,0,1,1
"44369",0,0,0,0,1,1
"44377",0,0,0,0,1,1
"44401",0,0,0,0,1,1
"44406",0,0,0,0,5,5
"44410",0.2,0,0,0,5,5
"44420",0,0,0,0,2,2
"44423",2.5,0,0,5,1,2
"44425",0,0,0,0,1,1
"44430",1,1,1,1,2,2
"44433",0,0,0,0,1,1
"44436",0,0,0,0,2,2
"44438",0,0,0,0,2,2
"44444",1,1,1,1,1,1
"44446",0,0,0,0,2,2
"44454",0,0,0,0,1,1
"44460",0,0,0,0,5,5
"44471",1,1,1,1,1,1
"44483",1.5,2,0,2,1,4
"44484",0,0,0,0,1,1
"44485",0,0,0,0,13,13
"44486",2,2,2,2,0,1
"44502",0,0,0,0,2,2
"44505",0.5,0,0,1,2,2
"44507",0,0,0,0,1,1
"44509",0,0,0,0,4,4
"44511",0,0,0,0,5,5
"44512",0,0,0,0,8,8
"44514",1.6666666666666667,2,2,2,2,9
"44515",0,0,0,0,3,3
"44601",0,0,0,0,5,5
"44606",0,0,0,0,1,1
"44612",1,1,1,1,1,1
"44614",0,0,0,0,3,3
"44615",2.5,0,0,5,1,2
"44620",3,3,3,3,0,1
"44622",0,0,0,0,1,1
"44626",0,0,0,0,1,1
"44630",0,0,0,0,1,1
"44632",0,0,0,0,3,3
"44646",1.2307692307692308,2,0,2,5,13
"44647",0.25,0,0,0,4,4
"44654",0,0,0,0,4,4
"44657",1.6666666666666667,2,1,2,2,6
"44663",2.3333333333333335,3,1,3,1,3
"44666",0,0,0,0,2,2
"44667",0,0,0,0,1,1
"44669",0,0,0,0,3,3
"44672",0,0,0,0,1,1
"44683",3,3,3,3,0,1
"44685",0.25,0,0,0,4,4
"44691",1,0,0,2,4,8
"44695",1,1,1,1,1,1
"44701",14,3,3,25,0,2
"44704",0,0,0,0,2,2
"44705",0.2,0,0,0,5,5
"44706",0.25,0,0,0,4,4
"44708",0.3333333333333333,0,0,1,3,3
"44709",0.08163265306122448,0,0,0,47,49
"44710",0,0,0,0,1,1
"44714",0,0,0,0,2,2
"44718",0,0,0,0,2,2
"44720",3,0,0,6,1,2
"44721",6,6,6,6,0,2
"44801",1,1,1,1,2,2
"44805",2,0,0,4,1,2
"44817",1,1,1,1,1,1
"44820",0.8888888888888888,1,1,1,9,9
"44830",0,0,0,0,11,11
"44833",0,0,0,0,3,3
"44837",0,0,0,0,1,1
"44839",0,0,0,0,1,1
"44843",1,1,1,1,2,2
"44855",0,0,0,0,2,2
"44857",1.6,2,2,2,1,5
"44859",0,0,0,0,1,1
"44867",0,0,0,0,1,1
"44870",1,0,0,2,10,19
"44883",0.6666666666666666,0,0,2,2,3
"44903",1.2,1,1,2,7,10
"44905",0,0,0,0,3,3
"44906",0,0,0,0,5,5
"44914",0,0,0,0,1,1
"44976",2,2,2,2,0,1
"45005",1,1,1,1,1,1
