"anly_mapped_zipcode","collection_to_report","collection_to_report","collection_to_report","collection_to_report","collection_to_report_less_than_1","collection_to_report_less_than_1"
"33266",0,0,0,0,9,9
"33269",0.7608695652173914,0,0,1,35,46
"33270",2,2,2,2,0,1
"33271",0,0,0,0,1,1
"33272",0.2,0,0,0,9,10
"33275",0,0,0,0,1,1
"33276",0,0,0,0,2,2
"33277",3,3,3,3,0,1
"33278",0,0,0,0,1,1
"33280",0.25,0,0,0,26,28
"33281",4,4,4,4,0,1
"33282",0,0,0,0,6,6
"33283",0.9166666666666666,0,0,2,17,24
"33284",0,0,0,0,1,1
"33285",0.2,0,0,0,5,5
"33286",0,0,0,0,3,3
"33287",7,7,7,7,0,1
"33288",0,0,0,0,1,1
"33289",0,0,0,0,2,2
"33291",0,0,0,0,1,1
"33293",0,0,0,0,2,2
"33296",0.16129032258064516,0,0,0,30,31
"33298",0,0,0,0,1,1
"33299",0,0,0,0,1,1
"33300",0.2857142857142857,0,0,0,6,7
"33301",0.2991119774745506,0,0,0,4287,4617
"33302",0.38636363636363635,0,0,0,78,88
"33303",0.24324324324324326,0,0,0,35,37
"33304",0.2984749455337691,0,0,0,4656,5049
"33305",0.29786066922654963,0,0,0,3411,3646
"33306",0.3468085106382979,0,0,0,858,940
"33307",0.29411764705882354,0,0,0,79,85
"33308",0.41765963947448825,0,0,0,5797,6546
"33309",0.5093183558846056,0,0,0,6731,7834
"33310",0.36585365853658536,0,0,0,143,164
"33311",0.4634318766066838,0,0,0,13304,15560
"33312",0.4690833662583959,0,0,0,8730,10124
"33313",0.5321242193515271,0,0,0,9739,11689
"33314",0.4906610703043022,0,0,0,4040,4765
"33315",0.3196398424310636,0,0,0,3299,3554
"33316",0.33133253301320525,0,0,0,3084,3332
"33317",0.5637904468412943,0,0,0,5394,6490
"33318",0.5757575757575758,0,0,1,57,66
"33319",0.5863784197436388,0,0,1,8585,10454
"33320",0.75,0,0,1,45,60
"33321",0.5168062985767639,0,0,0,8270,9907
"33322",0.4679549562074239,0,0,0,6188,7193
"33323",0.6149761019649496,0,0,1,3100,3766
"33324",0.5089646464646465,0,0,0,6819,7920
"33325",0.47137150466045274,0,0,0,4509,5257
"33326",0.4811372334609076,0,0,0,4753,5487
"33327",1.1219441210710128,0,0,0,2975,3436
"33328",0.5357343837929094,0,0,0,4486,5331
"33329",0.4576271186440678,0,0,0,52,59
"33330",0.4598832968636032,0,0,0,2406,2742
"33331",0.46771334515067103,0,0,0,3402,3949
"33332",0.4510840824960338,0,0,0,1636,1891
"33333",0,0,0,0,31,31
"33334",0.43623380936565925,0,0,0,5296,6022
"33335",0.06521739130434782,0,0,0,45,46
"33336",1.5714285714285714,2,0,3,3,7
"33337",1.8,0,0,4,7,10
"33338",0.15384615384615385,0,0,0,38,39
"33339",0.22916666666666666,0,0,0,45,48
"33340",0.5555555555555556,0,0,0,15,18
"33341",0.5416666666666666,0,0,0,20,24
"33342",0.38461538461538464,0,0,0,23,26
"33343",0,0,0,0,22,22
"33344",0.25,0,0,0,14,16
"33345",0.5079365079365079,0,0,0,54,63
"33346",0.5142857142857142,0,0,0,32,35
"33347",0.5,0,0,0,7,8
"33348",0,0,0,0,16,16
"33349",0.14285714285714285,0,0,0,7,7
"33351",0.6936376210235131,0,0,1,5580,7230
"33352",0,0,0,0,4,4
"33354",0,0,0,0,2,2
"33355",0.3333333333333333,0,0,0,15,18
"33356",0.5,0,0,0,3,4
"33357",1.6,1,0,2,5,10
"33359",0.6875,0,0,0,13,16
"33360",0.8333333333333334,0,0,2,4,6
"33361",0,0,0,0,1,1
"33362",0,0,0,0,1,1
"33363",1.1428571428571428,0,0,2,5,7
"33364",0,0,0,0,7,7
"33365",3.3333333333333335,3,2,5,0,3
"33366",0,0,0,0,4,4
"33367",0,0,0,0,4,4
"33368",1.3636363636363635,2,0,2,5,11
"33369",1.3333333333333333,0,0,4,2,3
"33370",0,0,0,0,4,4
"33371",0.4,0,0,0,4,5
"33372",0.5,0,0,1,5,6
"33373",0.4,0,0,0,4,5
"33374",0,0,0,0,2,2
"33376",0,0,0,0,6,6
"33378",1.6666666666666667,2,0,3,1,3
"33379",1,1,1,1,2,2
"33380",1,1,1,1,2,2
"33381",0,0,0,0,2,2
"33382",0,0,0,0,2,2
"33384",0,0,0,0,3,3
"33385",0,0,0,0,3,3
"33388",0.5,0,0,1,8,10
"33389",0,0,0,0,3,3
"33390",4,4,4,4,0,2
"33391",0.8571428571428571,0,0,2,5,7
"33393",0.5,0,0,0,3,4
"33394",0.3333333333333333,0,0,1,9,9
"33396",0,0,0,0,3,3
"33400",0,0,0,0,1,1
"33401",0.43045422452341725,0,0,0,7591,8498
"33402",0.3888888888888889,0,0,0,66,72
"33403",0.4348008385744235,0,0,0,2157,2385
"33404",0.34087837837837837,0,0,0,5478,5920
"33405",0.39355007865757735,0,0,0,3487,3814
"33406",0.3831967213114754,0,0,0,5346,5856
"33407",0.4048887068141472,0,0,0,6599,7323
"33408",0.3140877598152425,0,0,0,3652,3897
"33409",0.3837766396828019,0,0,0,5542,6053
"33410",0.3385686768410135,0,0,0,6294,6749
"33411",0.37721785627481164,0,0,0,11270,12343
"33412",0.3192048012003001,0,0,0,2459,2666
"33413",0.46512355333124805,0,0,0,2819,3197
"33414",0.3161094224924012,0,0,0,9413,10199
"33415",0.4247317026007928,0,0,0,9204,10343
"33416",0.40601503759398494,0,0,0,120,133
"33417",0.37410643367752183,0,0,0,6880,7554
"33418",0.24176740308461858,0,0,0,9072,9596
"33419",0.46296296296296297,0,0,0,47,54
"33420",0.3783783783783784,0,0,0,99,111
"33421",0.39622641509433965,0,0,0,49,53
"33422",0.676056338028169,0,0,1,62,71
"33423",0.8333333333333334,0,0,0,5,6
"33424",0.46938775510204084,0,0,0,43,49
"33425",0.28205128205128205,0,0,0,70,78
"33426",0.381825760733639,0,0,0,4327,4798
"33427",0.13043478260869565,0,0,0,46,46
"33428",0.5268486479559144,0,0,0,6730,7803
"33429",0.32608695652173914,0,0,0,43,46
"33430",1.7813040969417195,0,0,0,4718,5199
"33431",0.4101202124685491,0,0,1,3302,3577
"33432",0.4260381593714927,0,0,0,4039,4455
"33433",0.4008069939475454,0,0,0,9440,10409
"33434",0.3128792987188132,0,0,0,4132,4449
"33435",0.2865830954449547,0,0,0,7487,8057
"33436",0.2666991118140893,0,0,0,7700,8219
"33437",0.17972987344464533,0,0,0,9006,9403
"33438",1.2393617021276595,0,0,0,175,188
"33439",0.5,0,0,0,3,4
"33440",0.3367932862190813,0,0,0,4199,4528
"33441",0.5746894931184962,0,0,1,4851,5958
"33442",0.4665829934107311,0,0,0,5541,6374
"33443",0.2111111111111111,0,0,0,84,90
"33444",0.3443223443223443,0,0,0,4265,4641
"33445",0.38176128743853377,0,0,0,6043,6711
"33446",0.21871820956256358,0,0,0,6562,6881
"33447",0.5294117647058824,0,0,0,15,17
"33448",0.35,0,0,0,37,40
"33449",0.2344523940561365,0,0,0,1726,1817
"33450",0.5,0,0,0,7,8
"33451",0.4,0,0,1,10,10
"33452",0.5,0,0,0,5,6
"33453",0.4,0,0,0,4,5
"33454",0.7105263157894737,0,0,0,32,38
"33455",0.2747053490480508,0,0,0,3089,3309
"33456",0.4,0,0,0,8,10
"33457",0.5,0,0,1,2,2
"33458",0.3047961403840696,0,0,0,9804,10571
"33459",2.085714285714286,0,0,0,33,35
"33460",0.267921028223135,0,0,0,7072,7547
"33461",0.36798828564992114,0,0,0,8090,8878
"33462",0.44527882074815744,0,0,0,6221,7191
"33463",0.44122137404580153,0,0,0,10524,11790
"33464",0.2926829268292683,0,0,0,38,41
"33465",0.7317073170731707,0,0,1,34,41
"33466",0.1276595744680851,0,0,0,46,47
"33467",0.29452789699570814,0,0,0,10369,11184
"33468",0.2978723404255319,0,0,0,132,141
"33469",0.3482571154461145,0,0,0,2863,3127
"33470",0.3518302634646771,0,0,0,3918,4289
"33471",0.3086680761099366,0,0,0,855,946
"33472",0.22290792396939027,0,0,0,3859,4051
"33473",0.18285999003487793,0,0,0,1934,2007
"33474",0.41379310344827586,0,0,0,25,29
"33475",0.38823529411764707,0,0,0,75,85
"33476",1.4126278345931524,0,0,0,2074,2249
"33477",0.24640575079872204,0,0,0,2344,2504
"33478",0.30823737821080605,0,0,0,2089,2258
"33479",0,0,0,0,1,1
"33480",0.14353687549563837,0,0,0,2450,2522
"33481",0.3829787234042553,0,0,0,43,47
"33482",0.14864864864864866,0,0,0,72,74
"33483",0.3421232876712329,0,0,0,2663,2920
"33484",0.17072129748186085,0,0,0,6780,7029
"33485",0.375,0,0,0,7,8
"33486",0.43271359008410804,0,0,0,4048,4518
"33487",0.3729757085020243,0,0,0,3587,3952
"33488",0.6842105263157895,0,0,2,14,19
"33489",0,0,0,0,5,5
"33490",0.2,0,0,0,9,10
"33491",0,0,0,0,6,6
"33492",0,0,0,0,1,1
"33493",2.142703862660944,0,0,0,841,932
"33494",1,1,1,1,1,1
"33495",1.5,1,0,2,3,6
"33496",0.3010359536867764,0,0,0,4608,4923
"33497",0.39285714285714285,0,0,0,25,28
"33498",0.42168237853517043,0,0,0,2483,2758
"33499",2,2,2,2,0,1
"33500",0,0,0,0,1,1
"33501",0,0,0,0,2,2
"33502",1,1,1,1,1,1
"33503",0.08108108108108109,0,0,0,36,37
"33504",0.8333333333333334,0,0,1,5,6
"33505",0,0,0,0,2,2
"33506",0.3333333333333333,0,0,0,5,6
"33507",1,0,0,0,3,4
"33508",0.15,0,0,0,39,40
"33509",0.2550335570469799,0,0,0,137,149
"33510",0.31083380601247873,0,0,0,4970,5289
"33511",0.2874049027895182,0,0,0,11039,11830
"33512",0,0,0,0,2,2
"33513",0.4158415841584158,0,0,0,1100,1212
"33514",0.42323651452282157,0,0,0,218,241
"33515",0.6666666666666666,0,0,2,2,3
"33516",1,1,1,1,4,5
"33517",0,0,0,0,4,4
"33518",0,0,0,0,1,1
"33519",1.4444444444444444,0,0,3,6,9
"33520",2.3333333333333335,0,0,7,2,3
"33521",0.5921787709497207,0,0,0,160,179
"33523",0.5268368942157373,0,0,1,1741,1919
"33524",0.6216216216216216,0,0,0,32,37
"33525",0.4626391096979332,0,0,1,2300,2516
"33526",0.28776978417266186,0,0,1,136,139
"33527",0.31382978723404253,0,0,0,2144,2256
"33528",0,0,0,0,4,4
"33529",0,0,0,0,5,5
"33530",0.28125,0,0,0,31,32
"33531",0.6666666666666666,0,0,2,2,3
"33532",0,0,0,0,1,1
"33533",1.5,0,0,3,1,2
"33534",0.31051625239005737,0,0,0,2473,2615
"33535",1.25,0,0,0,3,4
"33536",0,0,0,0,3,3
"33537",0.6363636363636364,0,0,1,45,55
"33538",0.37028301886792453,0,0,0,382,424
"33539",0.23148148148148148,0,0,0,103,108
"33540",0.5497215592680986,0,0,1,1070,1257
"33541",0.3354123354123354,0,0,0,2696,2886
"33542",0.6823451473998012,0,0,1,2539,3019
"33543",0.45131819368311143,0,0,0,3582,3831
"33544",0.30521739130434783,0,0,0,3258,3450
"33545",0.4077394997640396,0,0,1,1968,2119
"33546",2.5,0,0,4,2,4
"33547",0.28306517589310065,0,0,0,3507,3667
"33548",0.32917705735660846,0,0,0,1118,1203
"33549",0.3369874137231019,0,0,0,2302,2463
"33550",0.32608695652173914,0,0,0,43,46
"33551",0.42857142857142855,0,0,0,6,7
"33552",0.16666666666666666,0,0,0,6,6
"33554",0.8333333333333334,0,0,0,5,6
"33555",2,2,2,2,0,1
"33556",0.3201814058956916,0,0,0,4162,4410
"33557",0,0,0,0,1,1
"33558",0.3348888278891024,0,0,0,3410,3643
"33559",0.31983805668016196,0,0,0,1873,1976
"33560",0.3333333333333333,0,0,1,6,6
"33561",0,0,0,0,3,3
"33562",0.6666666666666666,0,0,2,2,3
"33563",0.35862489829129374,0,0,0,4649,4916
"33564",0.12857142857142856,0,0,0,70,70
"33565",0.29277566539923955,0,0,0,2261,2367
"33566",0.3111521873074553,0,0,0,3079,3246
"33567",0.3058608058608059,0,0,0,1547,1638
"33568",0.2,0,0,0,157,160
"33569",0.31402085747392816,0,0,0,4058,4315
"33570",0.38785920761775206,0,0,0,5436,5881
"33571",0.21568627450980393,0,0,0,51,51
"33572",0.3018232819074334,0,0,0,3407,3565
"33573",0.2698554611831322,0,0,0,6390,6711
"33574",0.15254237288135594,0,0,0,57,59
"33575",0.19469026548672566,0,0,0,111,113
"33576",0.2830188679245283,0,0,0,660,689
"33577",1,1,1,1,1,1
"33578",1.4342594618245461,0,0,0,8625,9142
"33579",0.33345189400675795,0,0,0,5299,5623
"33581",0,0,0,0,2,2
"33582",1.75,1,0,2,2,4
"33583",0.22916666666666666,0,0,0,91,96
"33584",0.2951989619377163,0,0,0,4397,4624
"33585",0.3959731543624161,0,0,0,135,149
"33586",0.16666666666666666,0,0,0,75,78
"33587",0.46875,0,0,0,27,32
"33588",0,0,0,0,5,5
"33589",1,0,0,0,5,6
"33590",0.4,0,0,0,4,5
"33591",0.6666666666666666,0,0,2,2,3
"33592",0.2292590246991767,0,0,0,1517,1579
"33593",0.2777777777777778,0,0,0,35,36
"33594",0.2977967306325515,0,0,0,5357,5628
"33595",0.18461538461538463,0,0,0,62,65
"33596",0.2815959409594096,0,0,0,4141,4336
"33597",0.4919786096256685,0,0,1,670,748
"33598",0.3739170086639307,0,0,0,4128,4386
"33599",0.5,0,0,0,3,4
"33600",0.625,0,0,1,7,8
"33601",0.15789473684210525,0,0,0,165,171
"33602",0.30354609929078014,0,0,0,4706,4935
"33603",0.3299634934007301,0,0,0,3393,3561
"33604",0.3236208872155836,0,0,0,5751,6109
"33605",0.3106796116504854,0,0,0,3673,3914
"33606",0.30765993265993263,0,0,0,4512,4752
"33607",0.3279441117764471,0,0,0,4758,5010
"33608",0.24390243902439024,0,0,0,38,41
"33609",0.3469126313092493,0,0,0,3710,3903
"33610",0.3975739712050788,0,0,0,8180,8821
"33611",0.30241125251172135,0,0,0,5692,5972
"33612",0.400629887054735,0,0,0,8365,9208
"33613",0.5387026010654967,0,0,0,5632,6382
"33614",0.3599320882852292,0,0,0,8827,9424
"33615",1.3273613650213285,0,0,0,7613,8205
"33616",0.38645418326693226,0,0,0,2362,2510
"33617",0.319060773480663,0,0,0,6120,6516
"33618",0.41058850261304247,0,0,0,4031,4401
"33619",0.28027486763546244,0,0,0,8476,8877
"33620",0.19047619047619047,0,0,0,183,189
"33621",0.2222222222222222,0,0,0,133,135
"33622",0.125,0,0,0,47,48
"33623",0.08108108108108109,0,0,0,37,37
"33624",0.3148662730114623,0,0,0,5456,5758
"33625",0.39875604699378026,0,0,0,4029,4341
"33626",0.3261656858306926,0,0,0,4193,4418
"33627",0,0,0,0,5,5
"33628",1.5,1,1,2,1,2
"33629",0.2879089101753118,0,0,0,5302,5533
"33630",0.37962962962962965,0,0,0,96,108
"33631",0.10101010101010101,0,0,0,97,99
"33633",1.8333333333333333,0,0,3,3,6
"33634",0.4019746121297602,0,0,1,3274,3545
"33635",0.38854489164086686,0,0,0,2417,2584
"33636",0.7142857142857143,1,0,1,6,7
"33637",0.2930417495029821,0,0,0,2394,2515
"33638",0,0,0,0,3,3
"33639",0,0,0,0,3,3
"33640",1.2,0,0,2,3,5
"33641",0,0,0,0,1,1
"33642",1,1,0,1,5,6
"33643",0.8,0,0,0,4,5
"33644",0.5,0,0,1,2,2
"33645",0,0,0,0,1,1
"33646",0.14545454545454545,0,0,0,54,55
"33647",0.3617099913761242,0,0,0,7622,8117
"33649",0.3333333333333333,0,0,1,3,3
"33650",0,0,0,0,1,1
"33651",0.07692307692307693,0,0,0,13,13
"33652",3,3,0,5,2,5
"33653",0,0,0,0,4,4
"33654",1,0,0,2,5,8
"33655",0.5,0,0,0,6,8
"33656",0,0,0,0,6,6
"33657",0,0,0,0,6,6
"33659",0,0,0,0,2,2
"33660",0.6666666666666666,0,0,0,5,6
"33661",0,0,0,0,3,3
"33662",0,0,0,0,5,5
"33663",1.5,0,0,2,4,6
"33664",0.6666666666666666,0,0,2,2,3
"33665",0,0,0,0,2,2
"33667",1.25,1,1,1,3,4
"33668",0,0,0,0,4,4
"33669",0,0,0,0,2,2
"33670",0.5,0,0,1,5,6
"33671",2,2,2,2,0,1
"33672",0.18604651162790697,0,0,0,42,43
"33673",0.55,0,0,1,19,20
"33674",0.296875,0,0,0,59,64
"33675",0.2564102564102564,0,0,0,75,78
"33676",0,0,0,0,3,3
"33677",0.4528301886792453,0,0,0,47,53
"33678",0,0,0,0,1,1
"33679",0.2,0,0,0,62,65
"33680",0.06930693069306931,0,0,0,100,101
"33681",0.1794871794871795,0,0,0,73,78
"33682",0.28421052631578947,0,0,0,88,95
"33683",3,1,1,5,1,2
"33684",0.3333333333333333,0,0,0,67,72
"33685",0.20224719101123595,0,0,0,85,89
"33686",0,0,0,0,4,4
"33687",0.2524271844660194,0,0,0,98,103
"33688",0.22784810126582278,0,0,0,77,79
"33689",0.07272727272727272,0,0,0,55,55
"33690",2,2,2,2,0,1
"33691",4,4,4,4,0,1
"33692",0.16666666666666666,0,0,0,6,6
"33694",0.10909090909090909,0,0,0,55,55
"33695",1,0,0,0,3,4
"33696",0,0,0,0,1,1
"33697",0.5,0,0,1,2,2
"33698",0.625,0,0,0,7,8
"33700",1.3636363636363635,0,0,2,7,11
"33701",0.3677576293675365,0,0,0,4169,4522
"33702",0.4376686454398273,0,0,1,5024,5559
"33703",0.39067055393586003,0,0,1,3805,4116
"33704",0.4473919523099851,0,0,1,3020,3355
"33705",0.5553959131545338,0,0,1,5469,6264
"33706",0.2921306607275427,0,0,0,2546,2694
"33707",0.2933899556868538,0,0,0,5105,5416
"33708",0.299475753604194,0,0,0,2891,3052
"33709",1.7585796805980292,0,0,0,5305,5886
"33710",1.578127193598203,0,0,1,6379,7123
"33711",0.452991452991453,0,0,0,4233,4680
"33712",0.5875992566311877,0,0,1,5144,5919
"33713",2.0792922673656618,0,0,1,5499,6104
"33714",0.3971174486353879,0,0,0,2997,3261
"33715",0.22105263157894736,0,0,0,1193,1235
"33716",0.3425380080670183,0,0,0,3030,3223
"33717",0.5,0,0,0,6,8
"33718",0.875,0,0,2,5,8
"33719",0.45454545454545453,0,0,1,9,11
"33720",0.75,0,0,0,3,4
"33721",0,0,0,0,3,3
"33722",0.015706806282722512,0,0,0,190,191
"33725",1,0,0,2,1,2
"33727",2,2,2,2,0,1
"33728",2,2,2,2,0,1
"33730",0.5,0,0,1,4,4
"33731",0.17,0,0,0,98,100
"33732",0.2,0,0,0,28,30
"33733",0.35,0,0,0,187,200
"33734",0.0625,0,0,0,32,32
"33736",0.1724137931034483,0,0,0,28,29
"33737",0.75,0,0,1,3,4
"33738",0.425,0,0,1,36,40
"33740",0,0,0,0,6,6
"33741",0,0,0,0,7,7
"33742",0.38095238095238093,0,0,0,39,42
"33743",0.4782608695652174,0,0,0,39,46
"33744",0.27586206896551724,0,0,0,27,29
"33746",0.5,0,0,0,3,4
"33747",0.4423076923076923,0,0,0,48,52
"33748",0,0,0,0,1,1
"33750",0.9166666666666666,0,0,1,9,12
"33751",0.5,0,0,0,3,4
"33752",3.5,1,1,6,1,2
"33753",0.2,0,0,0,10,10
"33754",0.125,0,0,0,8,8
"33755",0.48105726872246696,0,0,1,4150,4540
"33756",2.9111383483989584,0,0,1,5810,6527
"33757",0.34285714285714286,0,0,0,33,35
"33758",0.415929203539823,0,0,0,106,113
"33759",2.4290732234531207,0,0,0,3517,3701
"33760",0.4528842708706557,0,0,1,2566,2791
"33761",0.4099113882507384,0,0,0,2780,3047
"33762",0.3166332665330661,0,0,0,953,998
"33763",6.584776119402985,0,0,0,3154,3350
"33764",0.3961913608917789,0,0,0,4010,4306
"33765",3.438481197517342,0,0,1,2425,2739
"33766",0.3076923076923077,0,0,1,26,26
"33767",0.2963235294117647,0,0,0,1304,1360
"33768",1.2857142857142858,0,0,2,5,7
"33769",0.1875,0,0,0,16,16
"33770",1.9092120289303387,0,0,0,4859,5254
"33771",0.44342958161461404,0,0,0,6113,6788
"33772",0.3065182258933381,0,0,0,5264,5569
"33773",3.02812295618051,0,0,1,2800,3058
"33774",0.5216121495327103,0,0,1,3160,3424
"33775",0.5555555555555556,0,0,1,74,81
"33776",0.3392405063291139,0,0,0,2239,2370
"33777",4.940634005763688,0,0,0,3234,3470
"33778",0.4352773826458037,0,0,0,2589,2812
"33779",0.5208333333333334,0,0,0,86,96
"33780",0.21052631578947367,0,0,0,129,133
"33781",0.42569218241042345,0,0,1,4515,4912
"33782",0.2908941079522044,0,0,0,4610,4854
"33783",1.2,0,0,0,4,5
"33784",1,0,0,1,3,4
"33785",0.28804347826086957,0,0,0,878,920
"33786",0.23178807947019867,0,0,0,293,302
"33787",0,0,0,0,1,1
"33788",0,0,0,0,1,1
"33789",0.8333333333333334,0,0,0,5,6
"33791",0.5,0,0,0,3,4
"33792",0,0,0,0,2,2
"33793",1,0,0,2,1,2
"33794",0,0,0,0,2,2
"33795",0,0,0,0,1,1
"33796",0,0,0,0,1,1
"33798",0,0,0,0,1,1
"33800",0.25,0,0,0,4,4
"33801",0.45052192066805846,0,0,0,4240,4790
"33802",0.4186046511627907,0,0,0,156,172
"33803",0.3673923800098961,0,0,0,3699,4042
"33804",0.26506024096385544,0,0,0,306,332
"33805",0.435486873952709,0,0,0,4801,5371
"33806",0.19047619047619047,0,0,0,40,42
"33807",0.1891891891891892,0,0,0,105,111
"33808",0,0,0,0,5,5
"33809",0.4597156398104265,0,0,0,4257,4853
"33810",0.4935603892386949,0,0,0,6152,6988
"33811",0.4529775463716238,0,0,0,2780,3073
"33812",0.40162980209545984,0,0,0,1569,1718
"33813",0.4827318587504851,0,0,0,4611,5154
"33814",1.5,0,0,2,2,4
"33815",0.5017241379310344,0,0,1,1984,2320
"33816",1,0,0,2,1,2
"33817",1.3333333333333333,1,0,3,2,3
"33818",4.2,5,4,6,1,5
"33819",0.3333333333333333,0,0,0,5,6
"33820",0.5172413793103449,0,0,0,26,29
"33821",0.4,0,0,0,4,5
"33822",0,0,0,0,4,4
"33823",0.39466725429704713,0,0,0,4128,4538
"33824",0.5714285714285714,0,0,0,6,7
"33825",1.1172981247608114,0,0,1,4039,5226
"33826",0.2125,0,0,0,77,80
"33827",0.270042194092827,0,0,0,225,237
"33828",0.2777777777777778,0,0,0,17,18
"33829",0,0,0,0,1,1
"33830",0.4126403760773048,0,0,0,3494,3829
"33831",0.5161290322580645,0,0,0,80,93
"33832",1,0,0,1,9,12
"33833",0.3333333333333333,0,0,1,3,3
"33834",0.41625371655104065,0,0,1,953,1009
"33835",0.7538461538461538,0,0,1,53,65
"33836",0.24770642201834864,0,0,0,104,109
"33837",0.34568821009498973,0,0,0,4975,5369
"33838",0.43613707165109034,0,0,0,578,642
"33839",0.5046728971962616,0,0,1,471,535
"33840",0.5068493150684932,0,0,1,63,73
"33841",0.4248062015503876,0,0,1,1226,1290
"33843",0.37267080745341613,0,0,0,899,966
"33844",0.46576819407008085,0,0,0,4942,5565
"33845",0.15789473684210525,0,0,0,75,76
"33846",0.47368421052631576,0,0,1,117,133
"33847",0.4411764705882353,0,0,1,32,34
"33848",0.17928286852589642,0,0,0,238,251
"33849",0.18699186991869918,0,0,0,116,123
"33850",0.40384615384615385,0,0,0,1138,1248
"33851",0.4971751412429379,0,0,0,157,177
"33852",0.5059790732436472,0,0,1,2263,2676
"33853",0.5299586776859504,0,0,1,1659,1936
"33854",0.171875,0,0,0,63,64
"33855",0.3942307692307692,0,0,0,97,104
"33856",0.36585365853658536,0,0,1,38,41
"33857",0.38405797101449274,0,0,0,131,138
"33858",0.35365853658536583,0,0,0,75,82
"33859",0.28253055355859097,0,0,0,1304,1391
"33860",0.48128342245989303,0,0,1,2878,3179
"33861",0,0,0,0,2,2
"33862",0.189873417721519,0,0,0,76,79
"33863",1.1666666666666667,0,0,1,10,12
"33864",0.5,0,0,0,3,4
"33865",0.33064516129032256,0,0,1,118,124
"33866",0,0,0,0,1,1
"33867",0,0,0,0,10,10
"33868",0.7274541101356744,0,0,1,2017,2506
"33869",0,0,0,0,1,1
"33870",0.4246660453557005,0,0,1,2904,3219
"33871",0.25333333333333335,0,0,0,72,75
"33872",0.30740935365212824,0,0,0,1767,1903
"33873",0.4539877300613497,0,0,1,2717,2934
"33875",0.4082934609250399,0,0,0,1152,1254
"33876",0.2693032015065913,0,0,0,499,531
"33877",0.3023255813953488,0,0,0,79,86
"33878",0.16666666666666666,0,0,0,6,6
"33879",1,0,0,2,1,2
"33880",0.46335078534031415,0,0,1,4768,5348
"33881",0.5398585663773706,0,0,1,5377,6222
"33882",0.36764705882352944,0,0,0,62,68
"33883",0.5106382978723404,0,0,0,41,47
"33884",0.43889955214331416,0,0,0,4153,4689
"33885",0.4142857142857143,0,0,0,64,70
"33886",0.25,0,0,0,4,4
"33887",1.375,1,0,2,4,8
"33888",0,0,0,0,3,3
"33889",0.6666666666666666,0,0,2,2,3
"33890",0.4362745098039216,0,0,1,764,816
"33891",0,0,0,0,1,1
"33892",1.75,0,0,0,3,4
"33893",0.6666666666666666,0,0,2,2,3
"33895",0.5,0,0,1,5,6
"33896",0.43106312292358806,0,0,0,3188,3612
"33897",0.27148306035449854,0,0,0,4206,4457
"33898",0.4330568720379147,0,0,0,1530,1688
"33900",0,0,0,0,3,3
"33901",0.3053416149068323,0,0,0,3755,4025
"33902",0.24107142857142858,0,0,0,105,112
"33903",0.20948905109489052,0,0,0,2623,2740
"33904",0.27718704688255197,0,0,0,3897,4138
"33905",0.22525458248472505,0,0,0,4657,4910
"33906",0.2066115702479339,0,0,0,115,121
"33907",0.3058139534883721,0,0,0,3865,4300
"33908",0.2314348646947766,0,0,0,5983,6356
"33909",0.3993422598073761,0,0,0,3896,4257
"33910",0.2558139534883721,0,0,0,41,43
"33911",0.2,0,0,0,9,10
"33912",0.10764331210191083,0,0,0,4606,4710
"33913",0.14495159059474413,0,0,0,3512,3615
"33914",0.281661600810537,0,0,0,4664,4935
"33915",0.27835051546391754,0,0,0,92,97
"33916",0.336756993006993,0,0,0,4113,4576
"33917",0.21705919796308085,0,0,0,2984,3142
"33918",0.12307692307692308,0,0,0,64,65
"33919",0.21538119582129361,0,0,0,4303,4499
"33920",0.1944055944055944,0,0,0,685,715
"33921",0.05963302752293578,0,0,0,217,218
"33922",0.155893536121673,0,0,0,253,263
"33923",0.75,0,0,0,7,8
"33924",0.17073170731707318,0,0,0,40,41
"33925",0.42857142857142855,0,0,1,6,7
"33926",1,0,0,0,6,8
"33927",0,0,0,0,5,5
"33928",0.2483754512635379,0,0,0,3985,4155
"33929",0.3076923076923077,0,0,0,36,39
"33930",0.3096774193548387,0,0,0,143,155
"33931",0.1346153846153846,0,0,0,855,884
"33932",0.19047619047619047,0,0,0,20,21
"33933",1.25,0,0,2,8,12
"33934",0,0,0,0,5,5
"33935",0.4733355415700563,0,0,0,2558,3019
"33936",0.25029797377830754,0,0,0,3136,3356
"33937",0.25,0,0,0,7,8
"33938",1.625,0,0,2,10,16
"33939",1.4166666666666667,0,0,1,9,12
"33940",0,0,0,0,3,3
"33941",0,0,0,0,8,8
"33942",0.4,0,0,1,5,5
"33943",0,0,0,0,5,5
"33944",0.07692307692307693,0,0,0,25,26
"33945",0.17647058823529413,0,0,0,17,17
"33946",0.26991150442477874,0,0,0,213,226
"33947",0.4437627811860941,0,0,0,882,978
"33948",0.8524404086265607,0,0,1,2073,2643
"33949",0.027972027972027972,0,0,0,568,572
"33950",0.47849656667871343,0,0,0,2486,2767
"33951",0.74,0,0,1,43,50
"33952",0.8050403225806452,0,0,1,3992,4960
"33953",0.49556213017751477,0,0,1,601,676
"33954",0.6807195053400787,0,0,1,1393,1779
"33955",0.4399092970521542,0,0,0,790,882
"33956",0.20363636363636364,0,0,0,261,275
