"anly_mapped_zipcode","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession_less_than_1","collection_to_accession_less_than_1"
"32779",0.6788968234425018,0,0,1,6889,8122
"32780",1.1160493827160494,1,1,1,3610,4455
"32781",0.9142857142857143,1,0,1,30,35
"32782",1.8333333333333333,1,0,3,3,6
"32783",1.8823529411764706,1,1,2,10,17
"32784",0.7887323943661971,0,0,1,1721,1988
"32785",1.8333333333333333,0,0,3,3,6
"32786",0.043478260869565216,0,0,0,23,23
"32787",0.45,0,0,1,18,20
"32788",1.2307692307692308,1,0,1,11,13
"32789",5.276112740721847,0,0,1,6903,7841
"32790",0.5357142857142857,0,0,1,150,168
"32791",0.9090909090909091,0,0,1,19,22
"32792",1.2970042128257138,0,0,1,10574,12818
"32793",0.4915254237288136,0,0,1,54,59
"32794",0.6304347826086957,0,0,1,82,92
"32795",0.6558441558441559,0,0,1,132,154
"32796",1.3419043792687826,1,1,2,1799,2489
"32797",2.5,2,1,3,1,4
"32798",0.39798206278026904,0,0,0,817,892
"32799",0.5,0,0,1,2,2
"32800",1.5,1,1,1,6,8
"32801",0.8189180929095354,0,0,1,5455,6544
"32802",0.8303886925795053,0,0,1,240,283
"32803",0.7231733414857842,0,0,1,5659,6542
"32804",0.6477177729476676,0,0,1,5249,5981
"32805",0.508220502901354,0,0,0,5560,6204
"32806",0.632409381663113,0,0,1,6177,7035
"32807",0.578121446440755,0,0,1,7687,8794
"32808",0.6097804391217565,0,0,1,10448,12024
"32809",0.5208456826714088,0,0,1,4539,5061
"32810",0.5933153880663975,0,0,1,7599,8916
"32811",0.611381697000769,0,0,1,6743,7802
"32812",0.6002262159105191,0,0,1,6968,7957
"32813",1,1,0,1,12,15
"32814",0.6537228357677235,0,0,1,2458,2807
"32815",1,0,0,1,13,16
"32816",0.5887850467289719,0,0,1,98,107
"32817",0.6750586202640997,0,0,1,6922,8103
"32818",0.7499425419443806,0,0,1,7113,8702
"32819",0.6626065773447016,0,0,1,5568,6568
"32820",0.5732927359721618,0,0,1,2024,2299
"32821",0.6084987057808455,0,0,1,4119,4636
"32822",0.5567482812688458,0,0,1,14487,16582
"32823",0.5806451612903226,0,0,1,28,31
"32824",0.638831274235729,0,0,1,9762,11089
"32825",0.6121465703055661,0,0,1,13590,15774
"32826",0.6639153059393504,0,0,1,4741,5573
"32827",0.6894135962636222,0,0,1,3257,3854
"32828",0.6351470773892185,0,0,1,13620,15842
"32829",0.6308499475341028,0,0,1,4146,4765
"32830",0.36,0,0,1,117,125
"32831",0.4807692307692308,0,0,1,144,156
"32832",0.6656981436642454,0,0,1,5339,6195
"32833",0.549889135254989,0,0,1,1983,2255
"32834",0.6,0,0,1,71,80
"32835",0.6928819667910928,0,0,1,6595,7769
"32836",0.7086684539767649,0,0,1,3844,4476
"32837",0.6270694162067963,0,0,1,9001,10329
"32838",1.3076923076923077,1,0,2,18,26
"32839",0.5899359964687707,0,0,1,7941,9062
"32840",4,4,4,4,0,1
"32841",0,0,0,0,1,1
"32842",0,0,0,0,1,1
"32843",7,7,7,7,0,1
"32844",0,0,0,0,9,9
"32846",0,0,0,0,1,1
"32847",0.3333333333333333,0,0,1,3,3
"32850",0.5,0,0,1,2,2
"32851",0,0,0,0,1,1
"32852",0,0,0,0,2,2
"32853",0.5507246376811594,0,0,1,64,69
"32854",0.3783783783783784,0,0,1,34,37
"32855",0.5454545454545454,0,0,1,47,55
"32856",0.6355140186915887,0,0,1,89,107
"32857",0.3050847457627119,0,0,0,56,59
"32858",0.5901639344262295,0,0,0,50,61
"32859",0.36619718309859156,0,0,0,66,71
"32860",0.6262626262626263,0,0,1,89,99
"32861",0.4421768707482993,0,0,0,134,147
"32862",0.26436781609195403,0,0,0,83,87
"32863",0,0,0,0,1,1
"32864",0,0,0,0,3,3
"32865",0.8333333333333334,1,0,1,5,6
"32866",0,0,0,0,1,1
"32867",0.4567901234567901,0,0,0,72,81
"32868",0.4205607476635514,0,0,0,195,214
"32869",0.336,0,0,1,117,125
"32870",0.75,0,0,1,3,4
"32871",0,0,0,0,3,3
"32872",0.5145631067961165,0,0,1,96,103
"32873",0,0,0,0,1,1
"32874",0.25,0,0,0,4,4
"32875",0,0,0,0,3,3
"32876",0,0,0,0,1,1
"32877",0.5229885057471264,0,0,1,159,174
"32878",0.5821917808219178,0,0,1,130,146
"32879",0,0,0,0,1,1
"32880",2,2,2,2,0,1
"32881",1.25,1,1,1,3,4
"32882",0,0,0,0,1,1
"32883",0.29411764705882354,0,0,0,15,17
"32884",0,0,0,0,4,4
"32885",2.6666666666666665,2,0,6,1,3
"32886",1.1111111111111112,0,0,1,7,9
"32887",0.4,0,0,1,5,5
"32888",0,0,0,0,2,2
"32889",0,0,0,0,2,2
"32890",5,5,5,5,0,1
"32891",0.8333333333333334,0,0,1,5,6
"32892",0,0,0,0,1,1
"32893",1,1,1,1,1,1
"32896",0.6153846153846154,0,0,1,10,13
"32897",0,0,0,0,15,15
"32898",0,0,0,0,3,3
"32899",1.375,1,1,1,7,8
"32900",1.1428571428571428,1,1,2,5,7
"32901",0.9923561151079137,1,0,1,5665,6672
"32902",0.6938775510204082,1,0,1,45,49
"32903",0.8908839779005525,1,0,1,1194,1448
"32904",5.091864716636198,1,0,1,3474,4376
"32905",6.11119936457506,1,0,1,2886,3777
"32906",1.2264150943396226,1,0,1,40,53
"32907",4.941369047619047,1,0,1,5392,6720
"32908",0.9825581395348837,1,0,1,1834,2236
"32909",11.617690417690417,0,0,1,5070,6105
"32910",0.6410256410256411,0,0,1,34,39
"32911",1.1538461538461537,1,0,2,19,26
"32912",0.8727272727272727,1,0,1,47,55
"32913",2.6,3,2,4,1,5
"32918",1,0,0,2,1,2
"32919",0.16666666666666666,0,0,0,6,6
"32920",1.0333988212180747,1,0,1,826,1018
"32921",0.3333333333333333,0,0,1,6,6
"32922",1.254434870755195,1,1,2,1469,1973
"32923",0.8857142857142857,1,0,1,31,35
"32924",0.7368421052631579,1,0,1,17,19
"32925",1.0841121495327102,1,0,1,83,107
"32926",7.369347929557354,1,0,1,1672,2101
"32927",1.0344,1,0,1,2028,2500
"32928",1.3333333333333333,1,0,3,2,3
"32929",0.21052631578947367,0,0,0,17,19
"32930",0,0,0,0,1,1
"32931",1.2200607902735563,1,0,1,1315,1645
"32932",1.16,1,0,1,19,25
"32933",1,1,0,1,6,8
"32934",1.2569060773480663,1,0,2,1598,2172
"32935",0.9209927140255009,1,0,1,3575,4392
"32936",0.4642857142857143,0,0,1,25,28
"32937",0.8977159880834161,1,0,1,2499,3021
"32938",0.25,0,0,0,8,8
"32939",1,1,1,1,1,1
"32940",1.001528384279476,1,0,1,3661,4580
"32941",0.8709677419354839,1,0,1,27,31
"32942",0,0,0,0,1,1
"32943",5,5,5,5,0,1
"32944",2,1,1,2,2,4
"32945",0,0,0,0,4,4
"32946",1.5,0,0,3,1,2
"32947",1.25,0,0,2,2,4
"32948",0.7251954299458809,0,0,1,1429,1663
"32949",0.6351351351351351,0,0,1,321,370
"32950",0.7439393939393939,0,0,1,566,660
"32951",70.47664442326025,1,0,1,881,1049
"32952",1.3373835560955853,1,0,1,1893,2469
"32953",1.4995245641838353,1,1,2,2237,3155
"32954",1.1111111111111112,1,0,1,23,27
"32955",1.0574052812858783,1,0,1,3447,4355
"32956",1.4090909090909092,1,0,2,13,22
"32957",0.6785714285714286,0,0,1,25,28
"32958",0.5653198653198653,0,0,1,2633,2970
"32959",1.3636363636363635,1,1,2,8,11
"32960",0.7704111175448755,0,0,1,2791,3454
"32961",0.543859649122807,0,0,1,50,57
"32962",0.5908954776879305,0,0,1,2908,3339
"32963",0.47001763668430335,0,0,1,2159,2268
"32964",0.32653061224489793,0,0,1,47,49
"32965",0.3191489361702128,0,0,1,46,47
"32966",2.2855699272433307,1,0,1,4292,4948
"32967",0.7307186101605686,0,0,1,3224,3799
"32968",0.49393414211438474,0,0,1,1581,1731
"32969",0.35294117647058826,0,0,0,30,34
"32970",0.6538461538461539,0,0,1,43,52
"32971",0,0,0,0,2,2
"32972",1.2,1,1,2,3,5
"32976",0.8265582655826558,1,0,1,886,1107
"32977",1,1,1,1,1,1
"32978",0.5909090909090909,0,0,1,19,22
"32979",1,1,1,1,1,1
"32980",1.2,1,0,2,3,5
"32981",1,0,0,2,1,2
"32982",1.25,0,0,2,2,4
"32983",1,1,1,1,1,1
"32984",0,0,0,0,4,4
"32985",1.1111111111111112,1,1,1,7,9
"32986",1.5,0,0,3,2,4
"32987",0.5,0,0,0,3,4
"32989",1,1,1,1,2,2
"32993",0,0,0,0,1,1
"32994",1,1,1,1,1,1
"32995",1,1,1,1,2,2
"32996",1,0,0,1,4,5
"32997",2,2,2,2,0,1
"33000",0.6666666666666666,0,0,2,2,3
"33001",0.5434782608695652,0,0,1,43,46
"33002",1,1,0,1,17,21
"33003",0,0,0,0,1,1
"33004",0.9226819691935971,0,0,1,2532,3311
"33005",1,1,0,2,5,8
"33006",1.75,2,0,2,1,4
"33007",0.5263157894736842,0,0,1,17,19
"33008",0.5260115606936416,0,0,1,157,173
"33009",0.7741766172418317,0,0,1,6377,7621
"33010",0.7286327566020554,0,0,1,12812,15374
"33011",0.5714285714285714,0,0,1,37,42
"33012",0.8046621091561135,0,0,1,14628,17846
"33013",3.1636022514071294,1,0,1,6326,7995
"33014",0.8931574030826717,1,0,1,6703,8564
"33015",0.899529964747356,1,0,1,10860,13616
"33016",4.882105074412767,1,0,1,8918,11154
"33017",0.8313253012048193,1,0,1,71,83
"33018",0.9081482761600277,1,0,1,9180,11573
"33019",0.6546334201711946,0,0,1,2377,2687
"33020",0.8258360935997435,0,0,1,7469,9359
"33021",0.8333966565349544,0,0,1,8532,10528
"33022",0.4878048780487805,0,0,1,113,123
"33023",0.839756892973614,0,0,1,10552,13492
"33024",1.3256552283166712,0,0,1,11976,14804
"33025",0.7513313417326926,0,0,1,12879,15398
"33026",0.8556338028169014,1,0,1,5116,6248
"33027",0.7506724264406227,0,0,1,10363,12269
"33028",0.8297087378640776,1,0,1,4282,5150
"33029",0.7910625148561921,0,0,1,7000,8414
"33030",0.9744268077601411,1,0,1,5222,6804
"33031",0.6754068716094033,0,0,1,958,1106
"33032",0.8158162688086887,0,0,1,7224,8839
"33033",2.405955734406439,1,0,1,9677,12425
"33034",1.4729408030471354,1,0,1,4766,6301
"33035",0.8736093943139679,0,0,1,2609,3236
"33036",1.0107066381156318,1,0,1,379,467
"33037",0.7374371859296482,0,0,1,1364,1592
"33038",1,1,0,2,2,3
"33039",0.4,0,0,0,39,45
"33040",1.0478291153935453,1,0,2,3205,4307
"33041",0.7954545454545454,1,0,1,76,88
"33042",0.7989601386481803,1,0,1,479,577
"33043",0.7653631284916201,1,0,1,311,358
"33044",0,0,0,0,3,3
"33045",0.925,1,0,1,32,40
"33046",0.5,0,0,0,3,4
"33047",1.4,1,0,2,3,5
"33048",2,2,2,2,0,2
"33049",0.5,0,0,1,2,2
"33050",0.798753339269813,1,0,1,975,1123
"33051",1.2857142857142858,1,0,2,61,84
"33052",0.6,1,0,1,10,10
"33053",0.3333333333333333,0,0,1,6,6
"33054",0.8504483166976823,0,0,1,4492,5911
"33055",1.2437897762266474,0,0,1,7748,9742
"33056",0.8193121693121693,0,0,1,6078,7560
"33057",0.875,0,0,1,6,8
"33058",1,1,0,2,8,12
"33059",1.1428571428571428,1,0,2,4,7
"33060",1.2277747101049143,1,0,2,5010,7244
"33061",0.7704918032786885,0,0,1,53,61
"33062",0.9101553166069295,0,0,1,3414,4185
"33063",1.0877453580901857,1,0,2,6900,9425
"33064",1.1947922337143895,1,0,2,7911,11022
"33065",1.1380853277835588,1,0,2,6972,9610
"33066",1.004756677643615,1,0,1,2164,2733
"33067",0.968287037037037,1,0,1,3366,4320
"33068",1.135063908288312,1,0,2,5400,7589
"33069",0.9650894914052809,0,0,1,4403,5643
"33070",0.8949308755760369,1,0,1,843,1085
"33071",1.0347277032359905,1,0,2,4703,6335
"33072",1.380952380952381,1,0,2,14,21
"33073",3.5704265402843602,1,0,1,4022,5275
"33074",0.8409090909090909,0,0,1,37,44
"33075",1,1,0,1,47,59
"33076",1.0278339294044472,1,0,1,4901,6431
"33077",0.9791666666666666,1,0,1,37,48
"33078",0.5,0,0,1,2,2
"33079",1.3333333333333333,2,0,2,1,3
"33080",0,0,0,0,1,1
"33081",0.48717948717948717,0,0,1,37,39
"33082",0.5098039215686274,0,0,1,46,51
"33083",0.5483870967741935,0,0,1,28,31
"33084",0.84375,0,0,1,51,64
"33085",1,1,0,2,3,5
"33086",2.2857142857142856,0,0,6,5,7
"33088",0.6666666666666666,0,0,2,4,6
"33089",0.1,0,0,0,10,10
"33090",0.4444444444444444,0,0,1,60,63
"33091",1.2,1,1,1,4,5
"33092",0.48,0,0,1,24,25
"33093",0.52,0,0,1,24,25
"33095",0.42857142857142855,0,0,1,7,7
"33097",0.8888888888888888,1,0,1,15,18
"33098",0,0,0,0,1,1
"33099",1.4,2,1,2,2,5
"33100",1.1428571428571428,1,1,1,11,14
"33101",0.8571428571428571,1,0,1,85,112
"33102",0.696969696969697,0,0,1,28,33
"33103",1.5,1,0,4,7,10
"33104",1.6,2,0,3,2,5
"33105",0.8333333333333334,1,0,1,9,12
"33106",0.9285714285714286,0,0,2,10,14
"33107",1.875,2,0,2,3,8
"33108",0.375,0,0,0,7,8
"33109",0.453416149068323,0,0,1,303,322
"33110",2,1,0,4,3,5
"33111",0.6,0,0,1,18,20
"33112",1.5483870967741935,1,0,2,21,31
"33113",0,0,0,0,4,4
"33114",0.4700854700854701,0,0,1,105,117
"33115",0,0,0,0,3,3
"33116",0.7457627118644068,0,0,1,48,59
"33117",2.5,2,2,3,0,2
"33118",1.25,0,0,2,2,4
"33119",0.3469387755102041,0,0,1,45,49
"33120",0.6923076923076923,0,0,1,11,13
"33121",1.0588235294117647,0,0,2,12,17
"33122",0.989010989010989,1,0,1,276,364
"33123",0.5882352941176471,0,0,1,15,17
"33124",0.8225806451612904,0,0,1,47,62
"33125",0.7736714774338868,0,0,1,10004,11987
"33126",0.8652952886529529,1,0,1,9615,12056
"33127",0.6857091367814021,0,0,1,4682,5549
"33128",0.6855783308931186,0,0,1,2346,2732
"33129",0.7981741115096185,0,0,1,2558,3067
"33130",0.7139794824682284,0,0,1,5610,6531
"33131",0.8136101499423298,0,0,1,3692,4335
"33132",0.8218862121988724,0,0,1,3224,3902
"33133",2.6057423900039876,0,0,1,6146,7523
"33134",0.7674532940019666,0,0,1,6856,8136
"33135",5.669006176305446,0,0,1,5973,7124
"33136",4.015965439519158,0,0,1,4275,5324
"33137",0.6528656971770744,0,0,1,5127,5845
"33138",0.6996219281663516,0,0,1,4529,5290
"33139",0.39565181988437426,0,0,0,11429,12281
"33140",0.6288295365278869,0,0,1,4578,5092
"33141",0.6215092869203793,0,0,1,6848,7699
"33142",0.6959242618741976,0,0,1,10567,12464
"33143",0.6007075290317619,0,0,1,11492,13003
"33144",0.768523600439078,0,0,1,6070,7288
"33145",0.79541015625,0,0,1,5143,6144
"33146",0.7738481505515898,0,0,1,2492,3082
"33147",0.7155155353255491,0,0,1,8450,10106
"33148",1.03125,0,0,2,23,32
"33149",0.8962181178540017,1,0,1,1858,2274
"33150",0.7051929318427695,0,0,1,4672,5546
"33151",0.8285714285714286,1,0,1,30,35
"33152",0.43548387096774194,0,0,1,58,62
"33153",0.8275862068965517,0,0,1,48,58
"33154",0.7308411214953271,0,0,1,2383,2675
"33155",0.7901092581943646,0,0,1,8603,10434
"33156",1.7089233535625983,1,0,1,7147,8898
"33157",0.8068425330673169,0,0,1,11058,13533
"33158",0.7644694533762058,0,0,1,1031,1244
"33159",0.68,1,0,1,22,25
"33160",0.6816563365422655,0,0,1,6598,7583
"33161",0.7489067692845898,0,0,1,9591,11434
"33162",0.7623592755751346,0,0,1,6840,8172
"33163",1.3944954128440368,1,0,2,68,109
"33164",1.0714285714285714,1,0,2,51,70
"33165",2.9046163744571336,0,0,1,10312,12434
"33166",0.7503375641371861,0,0,1,6320,7406
"33167",0.7886357397749107,0,0,1,3016,3643
"33168",0.7478050921861282,0,0,1,3764,4556
"33169",0.8263435459568056,0,0,1,6445,7964
"33170",0.6223974125732767,0,0,1,4513,4947
"33171",0,0,0,0,9,9
"33172",0.8427193713537325,0,0,1,6863,8399
"33173",0.7548712358631966,0,0,1,6101,7339
"33174",64.83153284671533,0,0,1,5483,6850
"33175",0.8065807381314547,0,0,1,10111,12491
"33176",0.8125058591919002,0,0,1,8792,10667
"33177",2.2444350042480883,0,0,1,9688,11770
"33178",1.0654343486939166,1,0,2,8552,11523
"33179",0.9024887363226776,0,0,1,7359,9322
"33180",0.6987839101964453,0,0,1,5634,6414
"33181",0.6724890829694323,0,0,1,3005,3435
"33182",0.8647277646263104,1,0,1,2382,2957
"33183",0.776894473650468,0,0,1,6309,7799
"33184",0.7450549450549451,0,0,1,3764,4550
"33185",0.8523801625476862,1,0,1,4811,6029
"33186",0.7762933043343172,0,0,1,10656,12874
"33187",0.698220640569395,0,0,1,3586,4215
"33188",0.4473684210526316,0,0,1,35,38
"33189",0.7038084874863982,0,0,1,3857,4595
"33190",0.6445880452342488,0,0,1,2121,2476
"33191",0.2,0,0,0,5,5
"33192",0.6470588235294118,0,0,1,14,17
"33193",0.789688848512378,0,0,1,7148,8806
"33194",1.3606447280053728,1,0,2,2561,4467
"33195",0.6666666666666666,0,0,1,20,24
"33196",0.7493370107139069,0,0,1,7873,9427
"33197",0.8636363636363636,0,0,1,52,66
"33198",0.2857142857142857,0,0,0,6,7
"33199",0.4,0,0,1,24,25
"33201",1.6363636363636365,2,0,2,4,11
"33202",1.8,2,0,3,2,5
"33203",3.6377551020408165,4,3,4,4,196
"33204",1.6,2,1,2,2,5
"33205",0.5384615384615384,0,0,1,12,13
"33206",0.875,0,0,1,6,8
"33207",0.9230769230769231,1,0,1,10,13
"33208",0.5714285714285714,0,0,2,5,7
"33209",1.1666666666666667,1,0,2,6,12
"33210",2.3333333333333335,1,0,6,4,6
"33211",0.8571428571428571,0,0,2,4,7
"33212",1,0,0,2,3,5
"33213",2.6,3,2,3,1,5
"33214",1,0,0,2,1,2
"33215",0,0,0,0,1,1
"33216",0.9166666666666666,1,0,1,10,12
"33217",0.6,0,0,1,4,5
"33218",0.6666666666666666,0,0,2,2,3
"33219",0,0,0,0,1,1
"33220",1,1,1,1,1,1
"33221",3.3333333333333335,3,2,5,0,3
"33222",1.2333333333333334,1,0,2,22,30
"33223",2,2,2,2,0,1
"33224",1,0,0,2,1,2
"33225",0,0,0,0,2,2
"33226",0,0,0,0,2,2
"33227",1,1,0,2,2,3
"33228",0,0,0,0,1,1
"33230",0,0,0,0,1,1
"33231",0.95,0,0,1,17,20
"33232",0,0,0,0,5,5
"33233",0.53125,0,0,1,28,32
"33234",0.7142857142857143,1,0,1,6,7
"33238",0.7,0,0,1,25,30
"33239",0.21428571428571427,0,0,0,14,14
"33240",0,0,0,0,2,2
"33241",0,0,0,0,2,2
"33242",0.5,0,0,1,15,16
"33243",0.8695652173913043,0,0,1,19,23
"33245",0.2857142857142857,0,0,1,14,14
"33246",2.4,1,0,4,3,5
"33247",0.631578947368421,0,0,1,16,19
"33249",0,0,0,0,1,1
"33252",0.6666666666666666,1,0,1,3,3
"33253",2,2,2,2,0,1
"33254",2,2,2,2,0,1
"33255",0.64,1,0,1,24,25
"33256",0.8723404255319149,0,0,1,40,47
"33257",0.7222222222222222,0,0,1,15,18
"33258",1,0,0,3,2,3
"33259",1.1428571428571428,1,0,2,5,7
"33261",0.6739130434782609,0,0,1,37,46
"33262",0.6666666666666666,0,0,2,2,3
"33264",0.5,0,0,1,2,2
"33265",0.6470588235294118,1,0,1,16,17
"33266",0.375,0,0,1,8,8
"33269",1.1111111111111112,0,0,2,30,45
"33270",2,2,2,2,0,1
"33271",0,0,0,0,1,1
"33272",0.4,0,0,0,8,10
"33276",1,1,1,1,2,2
"33277",3,3,3,3,0,1
"33278",0,0,0,0,1,1
"33280",0.5217391304347826,0,0,1,21,23
"33281",4,4,4,4,0,1
"33282",0,0,0,0,6,6
"33283",1.0869565217391304,1,0,2,16,23
"33284",0,0,0,0,1,1
"33285",0.2,0,0,0,5,5
"33286",0.6666666666666666,1,0,1,3,3
"33287",7,7,7,7,0,1
"33288",1,1,1,1,1,1
"33289",4,0,0,8,1,2
"33291",0,0,0,0,1,1
"33293",0,0,0,0,2,2
"33296",0.7419354838709677,0,0,1,28,31
"33298",0,0,0,0,1,1
"33299",1,1,1,1,1,1
"33300",0.8333333333333334,1,0,1,5,6
"33301",0.6086762075134168,0,0,1,3999,4472
"33302",1.035294117647059,0,0,1,69,85
"33303",0.5151515151515151,0,0,1,30,33
"33304",0.691627237193993,0,0,1,4185,4861
"33305",0.8034959120383423,0,0,1,3020,3547
"33306",0.75,0,0,1,784,904
"33307",1,0,0,1,66,81
"33308",0.8477254588986433,0,0,1,5157,6265
"33309",1.027708506511499,1,0,1,5522,7218
"33310",0.8627450980392157,0,0,1,120,153
"33311",0.9614761602929783,0,0,1,10783,14199
"33312",0.8879871863320875,0,0,1,7514,9365
"33313",0.9978770537197711,0,0,2,8087,10834
"33314",0.8524195314210642,0,0,1,3620,4567
"33315",0.631547619047619,0,0,1,2991,3360
"33316",0.6980244590780809,0,0,1,2744,3189
"33317",1.0049619583195502,1,0,1,4587,6046
"33318",1.1538461538461537,1,0,2,48,65
"33319",1.0805283340434597,1,0,2,6807,9388
"33320",1.0545454545454545,1,0,2,38,55
"33321",0.9784779232305303,1,0,2,6713,9014
"33322",0.8614170884191724,0,0,1,5349,6718
"33323",1.0230725942599888,1,0,1,2694,3554
"33324",0.9452690166975881,1,0,1,5983,7546
"33325",0.8697048785384461,1,0,1,4003,4981
"33326",0.8761922930179321,0,0,1,4224,5242
"33327",1.5474565756823822,1,0,1,2602,3224
"33328",0.9026202581149785,1,0,1,4033,5114
"33329",0.9661016949152542,0,0,1,46,59
"33330",0.7995409334353482,0,0,1,2183,2614
"33331",0.8480877239903718,0,0,1,3011,3739
"33332",0.8111298482293423,0,0,1,1451,1779
"33333",0.03571428571428571,0,0,0,28,28
"33334",0.7921178767974436,0,0,1,4559,5633
"33335",0.43902439024390244,0,0,1,36,41
"33336",1.8333333333333333,2,0,3,2,6
"33337",2.2,1,1,4,7,10
"33338",0.5135135135135135,0,0,1,33,37
"33339",0.5652173913043478,0,0,1,40,46
"33340",1.6666666666666667,1,0,3,10,18
"33341",1.35,0,0,1,15,20
"33342",2.3333333333333335,2,0,4,4,12
"33343",0.1,0,0,0,20,20
"33344",0.75,0,0,1,9,12
"33345",0.9298245614035088,0,0,1,45,57
"33346",0.7857142857142857,0,0,1,24,28
"33347",0.8,0,0,0,4,5
"33348",0.21428571428571427,0,0,0,14,14
"33349",1,0,0,1,4,5
"33351",1.215348007138608,1,0,2,4454,6724
"33352",0.5,0,0,0,3,4
"33354",0,0,0,0,2,2
"33355",0.7058823529411765,1,0,1,14,17
"33356",0.5,0,0,0,3,4
"33357",2.3,2,2,2,2,10
"33359",0.875,0,0,1,12,16
"33360",1,0,0,2,3,5
"33361",1,1,1,1,1,1
"33362",0,0,0,0,1,1
"33363",2.4285714285714284,2,0,5,3,7
"33364",3,0,0,0,3,4
"33365",3.3333333333333335,3,2,5,0,3
"33366",1.75,2,0,2,1,4
"33367",0,0,0,0,3,3
"33368",2.142857142857143,2,2,3,1,7
"33369",1.3333333333333333,0,0,4,2,3
"33370",1.3333333333333333,1,0,3,2,3
"33371",1.25,1,0,2,2,4
"33372",1.25,1,1,1,3,4
"33373",0.6666666666666666,0,0,2,2,3
"33374",0,0,0,0,1,1
"33376",3.8333333333333335,2,1,8,2,6
"33378",2,2,1,3,1,3
"33379",1,1,1,1,2,2
"33380",1,1,1,1,2,2
"33381",0,0,0,0,1,1
"33382",0,0,0,0,2,2
"33384",0,0,0,0,3,3
"33385",1,1,1,1,3,3
"33388",0.7,0,0,1,8,10
"33389",0.6666666666666666,1,0,1,3,3
"33390",4,4,4,4,0,2
"33391",1,0,0,2,5,7
"33393",0.75,0,0,1,3,4
"33394",0.5555555555555556,1,0,1,9,9
"33396",2,3,0,3,1,3
"33400",0,0,0,0,1,1
"33401",0.8680695117626197,0,0,1,6590,8459
"33402",0.875,1,0,1,61,72
"33403",0.7097457627118644,0,0,1,2024,2360
"33404",0.5701664967720014,0,0,1,5224,5886
"33405",0.6925515055467512,0,0,1,3303,3786
"33406",0.7671467764060357,0,0,1,5006,5832
"33407",0.691358024691358,0,0,1,6149,7290
"33408",0.6139715394566624,0,0,1,3468,3865
"33409",0.6771128521420237,0,0,1,5135,5999
"33410",0.5846521349656614,0,0,1,6053,6698
"33411",0.6637009223736838,0,0,1,10669,12251
"33412",0.6047655068078669,0,0,1,2341,2644
"33413",0.7486546375435265,0,0,1,2650,3159
"33414",0.9738116414665481,0,0,1,8970,10119
"33415",1.1209646052119797,0,0,1,8466,10284
"33416",0.7348484848484849,0,0,1,111,132
"33417",6.2586919895849285,0,0,1,5597,6529
"33418",0.4961768094689431,0,0,1,8684,9547
"33419",0.7222222222222222,0,0,1,43,54
"33420",0.6272727272727273,0,0,1,94,110
"33421",0.6470588235294118,0,0,1,46,51
"33422",1.0140845070422535,0,0,1,56,71
"33423",1,0,0,1,5,6
"33424",0.7916666666666666,1,0,1,41,48
"33425",0.8461538461538461,0,0,1,60,78
"33426",0.6390058972198821,0,0,1,4105,4748
"33427",0.3953488372093023,0,0,1,43,43
"33428",0.8856765676567657,1,0,1,6176,7575
"33429",0.5652173913043478,0,0,1,43,46
"33430",0.3969201154956689,0,0,1,4780,5195
"33431",0.6739687055476529,0,0,1,3126,3515
"33432",0.716743119266055,0,0,1,3819,4360
"33433",0.8286470069560106,0,0,1,8677,10207
"33434",0.6083788706739527,0,0,1,3962,4392
"33435",0.532439879759519,0,0,1,7140,7984
"33436",0.5582482470168533,0,0,1,7237,8129
"33437",0.6760427807486631,0,0,1,7971,9350
"33438",0.4627659574468085,0,0,1,175,188
"33439",0.75,0,0,1,3,4
"33440",0.79765330971884,0,0,1,3762,4517
"33441",1.0148907368013924,1,0,2,3801,5171
"33442",0.8517817180237562,0,0,1,4604,5809
"33443",0.5974025974025974,0,0,1,69,77
"33444",0.5912265386294194,0,0,1,4035,4582
"33445",0.7500378272053261,0,0,1,5548,6609
"33446",0.48592411260709917,0,0,1,6021,6536
"33447",1.2,1,0,2,7,10
"33448",0.6,0,0,1,35,40
"33449",0.5723025583982202,0,0,1,1659,1798
"33450",2.25,0,0,3,5,8
"33451",0.6,0,0,1,9,10
"33452",1.2,1,0,2,3,5
"33453",0.8,0,0,2,3,5
"33454",1,0,0,1,30,38
"33455",0.773017319963537,0,0,1,2653,3291
"33456",0.5555555555555556,0,0,1,7,9
"33457",1,1,1,1,2,2
"33458",0.6059225512528473,0,0,1,9149,10536
"33459",0.6857142857142857,0,0,1,28,35
"33460",0.5487117552334944,0,0,1,6681,7452
"33461",0.6725643642962459,0,0,1,7620,8817
"33462",0.770888733379986,0,0,1,5675,7145
"33463",0.7606478704259149,0,0,1,9774,11669
"33464",0.8205128205128205,0,0,1,33,39
"33465",0.8780487804878049,0,0,1,34,41
"33466",0.5217391304347826,0,0,1,41,46
"33467",0.6822808755967931,0,0,1,9417,11101
"33468",0.5,0,0,1,127,138
"33469",0.7562540089801154,1,0,1,2625,3118
"33470",0.6697226140103432,0,0,1,3700,4254
"33471",0.6915688367129136,0,0,1,760,937
"33472",0.8377573803026545,0,0,1,3540,4031
"33473",0.5007533902561527,0,0,1,1854,1991
"33474",0.6071428571428571,0,0,1,24,28
"33475",1,1,0,1,63,84
"33476",0.45098039215686275,0,0,1,2094,2244
