"anly_mapped_zipcode","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession","collection_to_accession_less_than_1","collection_to_accession_less_than_1"
"38905",2,2,2,2,0,1
"38908",0,0,0,0,2,2
"38911",1,1,1,1,2,2
"38912",0,0,0,0,1,1
"38913",1.5714285714285714,1,1,3,5,7
"38914",0.9,0,0,1,8,10
"38915",1.2727272727272727,1,1,1,83,99
"38916",1.9433962264150944,2,1,3,25,53
"38917",0.8611111111111112,1,1,1,33,36
"38919",0,0,0,0,2,2
"38920",1.1714285714285715,1,1,1,28,35
"38921",42.74166666666667,1,1,3,315,480
"38922",1.7848101265822784,2,1,3,39,79
"38923",0.9285714285714286,1,1,1,12,14
"38924",1.05,1,1,1,19,20
"38925",0.8958333333333334,1,0,2,35,48
"38926",0,0,0,0,1,1
"38927",1.8333333333333333,2,1,3,8,18
"38928",1.8571428571428572,1,1,3,7,14
"38929",0.8611111111111112,1,0,1,31,36
"38930",1.0670611439842208,1,1,1,470,507
"38935",0.9375,1,1,1,16,16
"38940",1.425531914893617,1,1,2,28,47
"38941",1.423529411764706,1,1,1,69,85
"38943",0.8181818181818182,1,1,1,11,11
"38944",2.5,2,2,3,0,4
"38946",1,1,1,1,6,6
"38947",0.8,1,1,1,5,5
"38948",1.8529411764705883,1,1,3,17,34
"38949",1,1,1,1,3,3
"38950",1.5,0,0,1,3,4
"38951",1.75,1,1,2,2,4
"38952",1.3333333333333333,1,1,1,7,9
"38953",1,1,1,1,8,9
"38954",1.103448275862069,1,1,1,27,29
"38957",2,1,1,3,4,8
"38959",4,4,4,4,0,1
"38960",0,0,0,0,1,1
"38961",1.5,1,1,3,18,26
"38962",1.1666666666666667,1,1,1,5,6
"38963",1.3278688524590163,1,1,2,43,61
"38965",2.4771784232365146,3,2,3,55,241
"38966",1.6470588235294117,1,1,3,11,17
"38967",1.0297766749379653,1,1,1,388,403
"38970",3,3,3,3,0,1
"38973",1,1,1,1,2,2
"38974",1,1,1,1,1,1
"38983",8,8,8,8,0,1
"38991",3,3,3,3,0,2
"39002",0,0,0,0,7,7
"39003",1,1,1,1,1,1
"39011",1,1,1,1,2,2
"39023",0,0,0,0,2,2
"39038",1.4216867469879517,1,1,2,95,166
"39039",1.1764705882352942,1,0,1,63,68
"39040",0.6170212765957447,1,0,1,45,47
"39041",0.5454545454545454,0,0,1,62,66
"39042",0.3525798525798526,0,0,1,786,814
"39043",0.45454545454545453,0,0,1,10,11
"39044",0.7692307692307693,1,0,1,45,52
"39045",0.6875,1,0,1,16,16
"39046",0.3692022263450835,0,0,1,1057,1078
"39047",0.7402597402597403,1,0,1,759,924
"39048",0,0,0,0,2,2
"39050",0,0,0,0,1,1
"39051",0.8987341772151899,1,1,1,207,237
"39054",0.8181818181818182,1,1,1,11,11
"39055",0,0,0,0,1,1
"39056",0.34542586750788645,0,0,1,621,634
"39057",1.0416666666666667,1,1,1,19,24
"39059",0.6297709923664122,0,0,1,242,262
"39060",1,0,0,2,2,4
"39061",1,1,1,1,2,2
"39062",0.5555555555555556,1,0,1,9,9
"39063",0.8735632183908046,1,1,1,86,87
"39066",0.746031746031746,0,0,1,57,63
"39067",0.8333333333333334,0,0,2,4,6
"39069",1.0726072607260726,1,1,1,280,303
"39071",0.6526315789473685,1,0,1,82,95
"39072",0.3333333333333333,0,0,1,3,3
"39073",0.3842364532019704,0,0,1,394,406
"39074",0.6447368421052632,1,0,1,141,152
"39076",0,0,0,0,2,2
"39077",1.5,0,0,3,1,2
"39078",0.9090909090909091,1,1,1,11,11
"39079",0.5555555555555556,0,0,1,17,18
"39080",0.5,0,0,1,4,4
"39082",0.375,0,0,1,8,8
"39083",0.585820895522388,0,0,1,236,268
"39086",0.8681318681318682,1,0,1,76,91
"39090",0.5533498759305211,1,0,1,792,806
"39092",0.39473684210526316,0,0,1,37,38
"39094",0.3333333333333333,0,0,1,25,27
"39095",0.8571428571428571,1,0,1,79,84
"39096",1.2816901408450705,1,0,1,54,71
"39097",0.8260869565217391,1,0,1,22,23
"39108",1,1,0,1,19,23
"39110",0.5914760914760915,0,0,1,875,962
"39111",1.3161843515541265,1,1,2,598,933
"39112",4.5,0,0,9,1,2
"39113",0.8,1,0,1,14,15
"39114",0.9084967320261438,1,0,1,121,153
"39115",2,2,2,2,0,1
"39116",0.90625,1,0,1,28,32
"39117",0.2037037037037037,0,0,0,517,540
"39119",0.9785714285714285,1,0,1,115,140
"39120",1.3253333333333333,1,1,1,592,750
"39121",1,1,1,1,3,3
"39122",2,2,2,2,0,1
"39125",0,0,0,0,2,2
"39127",2,2,2,2,0,1
"39130",0.3,0,0,1,10,10
"39135",0,0,0,0,1,1
"39140",0.975,1,0,1,33,40
"39142",0,0,0,0,2,2
"39144",0.5094339622641509,0,0,1,51,53
"39145",0.6623376623376623,0,0,1,68,77
"39146",0.5588235294117647,1,0,1,33,34
"39148",1,1,1,1,1,1
"39149",0.8333333333333334,1,0,1,27,30
"39150",0.5212464589235127,0,0,1,329,353
"39152",0.5833333333333334,1,0,1,12,12
"39153",0.7666666666666667,0,0,1,29,30
"39154",0.26220204313280365,0,0,1,1757,1762
"39156",2.5,2,0,4,1,4
"39157",0.5634118967452301,0,0,1,764,891
"39158",0.7142857142857143,1,0,1,6,7
"39159",1.1142857142857143,1,1,1,96,105
"39160",0.7368421052631579,1,0,1,18,19
"39161",1,1,1,1,2,2
"39162",1,1,1,1,5,5
"39163",0,0,0,0,4,4
"39165",2,2,2,2,0,2
"39166",1.6666666666666667,2,1,2,1,3
"39167",0.75,0,0,1,3,4
"39168",1.3113207547169812,1,1,2,69,106
"39169",0.8421052631578947,1,1,1,18,19
"39170",0.4482758620689655,0,0,1,190,203
"39173",1,1,1,1,5,5
"39174",0.5714285714285714,1,0,1,7,7
"39175",0.8938053097345132,1,0,1,98,113
"39176",0.5555555555555556,1,0,1,18,18
"39179",0.6129032258064516,1,0,1,29,31
"39180",1.1940928270042195,1,1,1,981,1185
"39181",1,1,1,1,2,2
"39182",0.7777777777777778,1,0,1,26,27
"39183",1.2348066298342542,1,1,1,285,362
"39189",0.725,1,0,1,36,40
"39190",0.5,0,0,1,2,2
"39191",0.8520408163265306,1,1,1,182,196
"39192",0.5384615384615384,1,0,1,13,13
"39193",0.9617918313570487,1,1,1,755,759
"39194",0.7040229885057471,1,0,1,680,696
"39201",0.48484848484848486,0,0,1,29,33
"39202",0.344,0,0,1,243,250
"39203",0.5619834710743802,0,0,1,116,121
"39204",0.32558139534883723,0,0,1,536,559
"39205",0.8888888888888888,1,1,1,8,9
"39206",0.3289676425269646,0,0,1,1270,1298
"39207",0.9534883720930233,1,1,1,43,43
"39208",0.365625,0,0,1,897,960
"39209",0.37613019891500904,0,0,1,1066,1106
"39210",0.3333333333333333,0,0,1,3,3
"39211",0.4759535655058043,0,0,1,571,603
"39212",0.4417098445595855,0,0,1,737,772
"39213",0.411231884057971,0,0,1,526,552
"39215",0.3333333333333333,0,0,1,6,6
"39216",0.1445221445221445,0,0,0,419,429
"39217",0,0,0,0,2,2
"39218",0.40404040404040403,0,0,1,97,99
"39219",0.5,0,0,1,6,6
"39221",0,0,0,0,2,2
"39225",0,0,0,0,3,3
"39231",0,0,0,0,1,1
"39232",0.6244897959183674,1,0,1,228,245
"39233",0,0,0,0,2,2
"39236",0.6153846153846154,0,0,1,12,13
"39237",3,3,3,3,0,1
"39240",0,0,0,0,1,1
"39248",1.6153846153846154,1,1,3,9,13
"39250",0,0,0,0,1,1
"39253",5,5,5,5,0,1
"39266",1,1,1,1,3,3
"39272",0.5622641509433962,0,0,1,251,265
"39282",0.42857142857142855,0,0,1,7,7
"39283",0.2,0,0,0,10,10
"39284",0.3333333333333333,0,0,1,3,3
"39286",0.8333333333333334,1,0,1,5,6
"39288",0.3333333333333333,0,0,1,6,6
"39289",0.8333333333333334,0,0,0,5,6
"39291",0,0,0,0,1,1
"39293",0,0,0,0,1,1
"39296",1,1,1,1,3,3
"39301",0.8157453936348409,1,1,1,581,597
"39302",1,1,1,1,4,4
"39303",1,1,1,1,1,1
"39304",1,1,1,1,2,2
"39305",0.4085603112840467,0,0,1,512,514
"39307",1.4047619047619047,1,1,2,307,504
"39309",1,1,1,1,1,1
"39311",0,0,0,0,1,1
"39312",1,1,1,1,1,1
"39320",1.6666666666666667,2,1,2,1,3
"39322",0.6,0,0,1,18,20
"39323",0.25,0,0,0,4,4
"39325",0.9166666666666666,1,1,1,45,48
"39326",1,1,1,1,2,2
"39327",1.1111111111111112,1,1,1,15,18
"39328",1.076086956521739,1,1,1,82,92
"39330",1,1,1,1,12,12
"39332",0.8333333333333334,0,0,2,4,6
"39335",0.7692307692307693,1,1,1,13,13
"39336",0.8333333333333334,1,0,1,5,6
"39337",0.6470588235294118,1,0,1,15,17
"39338",0.7692307692307693,1,0,1,10,13
"39339",1.2422030524220304,1,1,2,931,1507
"39341",0.7611336032388664,1,0,1,225,247
"39342",1.0833333333333333,1,1,1,10,12
"39345",0.19161676646706588,0,0,0,162,167
"39346",1.127659574468085,1,0,2,61,94
"39347",0.3333333333333333,0,0,1,3,3
"39348",5,5,5,5,0,1
"39350",1.0086206896551724,1,1,1,1209,1508
"39351",1,1,1,1,3,3
"39352",1.6666666666666667,1,1,3,4,6
"39353",1,1,1,1,2,2
"39354",0.98,1,1,1,40,50
"39355",1.0136363636363637,1,1,1,210,220
"39356",1,1,1,1,3,3
"39358",1.0769230769230769,1,1,1,23,26
"39359",1.3333333333333333,1,1,2,2,3
"39360",1,1,1,1,39,44
"39361",0.7058823529411765,1,0,1,17,17
"39362",0.8,1,1,1,25,25
"39363",1.0714285714285714,1,1,1,12,14
"39364",0.75,1,0,1,15,16
"39365",1.011441647597254,1,1,1,412,437
"39366",0.9166666666666666,1,1,1,11,12
"39367",0.806841046277666,1,1,1,485,497
"39380",2,2,2,2,0,1
"39396",0,0,0,0,1,1
"39400",1,1,1,1,3,3
"39401",1.155425219941349,1,1,1,1450,1705
"39402",1.2743682310469313,1,1,1,644,831
"39403",1,1,0,1,7,8
"39404",1.875,1,1,1,12,16
"39405",0,0,0,0,1,1
"39406",0.8571428571428571,1,1,1,7,7
"39410",0.5,0,0,1,2,2
"39414",1,1,1,1,1,1
"39421",1.7575757575757576,1,1,3,19,33
"39422",1.3035714285714286,1,1,2,37,56
"39423",1.2325581395348837,1,1,1,69,86
"39425",1,1,1,1,12,12
"39426",0.6507936507936508,1,0,1,110,126
"39427",1.0909090909090908,1,1,1,10,11
"39428",1.3476821192052981,1,1,1,919,1208
"39429",1.095137420718816,1,1,1,438,473
"39435",5,5,5,5,0,1
"39437",1.0591397849462365,1,1,1,349,372
"39439",1.1041666666666667,1,0,2,34,48
"39440",0.6096033402922756,0,0,1,802,958
"39441",0.8823529411764706,0,0,2,12,17
"39442",1,0,0,2,1,2
"39443",1.1542857142857144,1,1,2,126,175
"39446",1,1,1,1,1,1
"39450",2,2,2,2,0,1
"39451",0.6,1,0,1,1004,1040
"39452",0.8274231678486997,1,0,1,1517,1692
"39453",2,2,2,2,0,1
"39455",1.2986111111111112,1,1,1,109,144
"39456",1.173913043478261,1,1,1,39,46
"39457",0.8,1,0,1,4,5
"39459",1.24,1,1,1,40,50
"39460",2,2,2,2,0,3
"39461",0.9375,1,1,1,15,16
"39462",1.394736842105263,1,1,2,27,38
"39463",1.75,1,0,1,3,4
"39464",1.1818181818181819,1,1,1,19,22
"39465",1.3422330097087378,1,1,2,292,412
"39466",0.8031837916063675,1,0,1,669,691
"39470",1.1423550087873462,1,1,1,452,569
"39473",0,0,0,0,2,2
"39474",1.552,1,1,3,78,125
"39475",1.3432203389830508,1,1,1,180,236
"39476",1.0809523809523809,1,1,1,188,210
"39477",0.8,1,1,1,5,5
"39478",1.1764705882352942,1,1,1,15,17
"39479",1.3252032520325203,1,1,2,87,123
"39480",1.5526315789473684,1,1,2,21,38
"39481",1.2727272727272727,1,0,3,7,11
"39482",1.2833333333333334,1,1,2,129,180
"39483",0.9861111111111112,1,1,1,67,72
"39484",2,2,2,2,0,1
"39486",0,0,0,0,1,1
"39501",2.480304955527319,3,1,4,338,787
"39502",1,1,1,1,1,1
"39503",2.334987593052109,2,2,3,127,806
"39505",0,0,0,0,1,1
"39506",1,1,1,1,1,1
"39507",0.75,1,0,1,24,24
"39511",1,1,1,1,1,1
"39512",0,0,0,0,2,2
"39513",2,2,2,2,0,2
"39520",0.976,1,1,1,117,125
"39521",1,1,1,1,4,4
"39525",1.1767764298093588,1,1,1,517,577
"39526",0,0,0,0,1,1
"39528",1,1,1,1,1,1
"39530",0.5454545454545454,0,0,1,10,11
"39531",1.046875,1,1,1,1180,1216
"39532",0.8620689655172413,1,0,1,67,87
"39533",0,0,0,0,5,5
"39535",1,0,0,2,1,2
"39540",1.65,2,0,3,9,20
"39544",2,2,2,2,0,1
"39545",0,0,0,0,1,1
"39552",0.5,0,0,1,2,2
"39553",0.3568627450980392,0,0,0,231,255
"39555",0.5714285714285714,1,0,1,7,7
"39556",1.3714285714285714,1,1,2,19,35
"39560",1.6533333333333333,2,1,3,37,75
"39561",1.4615384615384615,1,1,2,16,26
"39562",0.42424242424242425,0,0,1,98,99
"39563",0.8627450980392157,1,1,1,147,153
"39564",0.9863945578231292,1,1,1,123,147
"39565",0.5714285714285714,1,0,1,27,28
"39566",0.5,0,0,0,3,4
"39567",0.3333333333333333,0,0,1,18,18
"39568",0.6666666666666666,1,0,1,3,3
"39571",1.2724252491694352,1,1,1,265,301
"39572",1,1,0,2,2,3
"39573",0.9210526315789473,1,0,1,33,38
"39574",1.9230769230769231,2,1,2,9,26
"39576",1.4,2,1,2,13,30
"39577",0.9780701754385965,1,0,1,365,456
"39579",2,2,2,2,0,3
"39581",0.9681697612732095,1,1,1,377,377
"39591",0,0,0,0,1,1
"39601",0.8072755417956656,1,0,1,1179,1292
"39602",1.3333333333333333,1,1,2,4,6
"39603",0.5,0,0,1,4,4
"39608",0,0,0,0,2,2
"39611",1,1,1,1,2,2
"39614",1.3333333333333333,1,0,3,2,3
"39618",1.3333333333333333,2,0,2,1,3
"39629",0.782312925170068,1,0,1,130,147
"39630",1.394736842105263,1,1,1,29,38
"39631",1.0476190476190477,1,1,1,39,42
"39633",1.2142857142857142,1,1,1,13,14
"39635",0,0,0,0,1,1
"39638",0.9629629629629629,1,1,1,23,27
"39639",2,2,2,2,0,1
"39640",1,1,1,1,1,1
"39641",1.16,1,1,1,40,50
"39643",1.5294117647058822,1,1,2,12,17
"39645",0.8305084745762712,1,0,1,56,59
"39647",1.2352941176470589,1,1,1,27,34
"39648",0.37193460490463215,0,0,0,684,734
"39649",2.7777777777777777,1,0,6,5,9
"39652",1.105263157894737,0,0,2,64,95
"39653",0.34202898550724636,0,0,0,319,345
"39654",1.3508771929824561,1,1,2,122,171
"39655",4,4,4,4,0,1
"39656",1.380952380952381,1,0,2,13,21
"39657",0.9523809523809523,0,0,1,18,21
"39661",1.186046511627907,1,1,1,69,86
"39662",0.16666666666666666,0,0,0,6,6
"39663",1.1962616822429906,1,1,1,81,107
"39664",0.6521739130434783,1,0,1,22,23
"39665",1.1923076923076923,1,1,2,19,26
"39666",0.9621212121212122,1,0,1,105,132
"39667",0.7216216216216216,1,0,1,355,370
"39668",0.84375,1,1,1,31,32
"39669",1.0606060606060606,1,1,1,31,33
"39680",2,2,2,2,0,1
"39688",3,3,3,3,0,1
"39694",1,1,1,1,1,1
"39701",1.2019230769230769,1,1,1,88,104
"39702",1.2608695652173914,1,1,2,546,736
"39703",0.8571428571428571,0,0,2,4,7
"39704",1,1,1,1,2,2
"39705",1.0916030534351144,1,1,1,117,131
"39711",2,2,2,2,0,1
"39727",1,1,1,1,1,1
"39729",1,1,1,1,2,2
"39730",1.207282913165266,1,1,1,315,357
"39732",0,0,0,0,1,1
"39734",0,0,0,0,1,1
"39735",1.3636363636363635,1,1,2,27,44
"39736",1.6,2,1,2,2,5
"39737",1.25,1,1,1,3,4
"39739",0.8095238095238095,1,1,1,122,126
"39740",1.565217391304348,1,1,2,15,23
"39741",1.2058823529411764,1,1,2,25,34
"39743",1.1724137931034482,1,1,1,23,29
"39744",1.2876712328767124,1,1,2,159,219
"39745",1.375,1,1,2,4,8
"39746",1.35,1,1,1,16,20
"39747",1.105263157894737,1,0,2,12,19
"39748",0,0,0,0,1,1
"39749",0,0,0,0,1,1
"39750",1.135135135135135,1,1,1,31,37
"39751",1,1,1,1,5,6
"39752",1.2758620689655173,1,1,2,19,29
"39753",3,3,3,3,0,1
"39755",0.9090909090909091,1,1,1,11,11
"39756",1.2285714285714286,1,1,1,27,35
"39757",2,2,2,2,0,1
"39759",1.4297520661157024,1,1,2,321,605
"39760",1.2857142857142858,1,1,2,4,7
"39762",1,1,1,1,7,7
"39766",1.3703703703703705,1,1,1,23,27
"39767",1,1,1,1,3,3
"39769",0.8823529411764706,1,0,1,14,17
"39771",1,1,1,1,2,2
"39772",1.8125,1,1,2,19,32
"39773",1.4095744680851063,1,1,2,462,752
"39776",1.5,1,1,2,15,26
"39786",0,0,0,0,1,1
"39787",0,0,0,0,2,2
"39812",0,0,0,0,1,1
"39813",0.5,0,0,1,2,2
"39815",1.7,2,0,2,15,40
"39817",1.575,2,0,2,59,120
"39818",0.75,0,0,2,5,8
"39819",1.4491017964071857,2,0,2,83,167
"39823",1,1,0,2,2,3
"39825",2.5,0,0,5,5,10
"39826",0,0,0,0,1,1
"39827",0.4444444444444444,0,0,1,16,18
"39828",0.68,0,0,2,71,100
"39829",0,0,0,0,2,2
"39834",1.2173913043478262,0,0,2,12,23
"39837",1.5384615384615385,2,0,2,6,13
"39840",0.5,0,0,1,2,2
"39842",0.6,0,0,1,4,5
"39845",1.75,2,0,2,21,60
"39846",1,1,1,1,1,1
"39851",1,1,1,1,2,2
"39852",3.5,2,2,5,0,2
"39854",0,0,0,0,1,1
"39859",2.4,2,0,2,2,5
"39860",0,0,0,0,1,1
"39861",2.1,2,2,2,0,10
"39870",0,0,0,0,1,1
"39873",0,0,0,0,1,1
"39886",0,0,0,0,1,1
"39897",0.6842105263157895,0,0,2,14,19
"39903",3,3,3,3,0,1
"39909",1,0,0,2,1,2
"39910",0,0,0,0,2,2
"39912",0,0,0,0,2,2
"39913",0,0,0,0,5,5
"39914",0,0,0,0,2,2
"39916",0,0,0,0,1,1
"39917",0,0,0,0,1,1
"39919",0,0,0,0,1,1
"39935",2,2,2,2,0,2
"39940",1,1,1,1,1,1
"39951",2,2,2,2,0,1
"39967",0,0,0,0,1,1
"39970",2,1,1,3,1,2
"39972",4,4,4,4,0,1
"39980",4,2,2,6,0,2
"39982",3,3,3,3,0,1
"40003",0,0,0,0,1,1
"40013",0,0,0,0,1,1
"40014",0,0,0,0,1,1
"40033",0,0,0,0,1,1
"40047",0.2,0,0,0,5,5
"40056",0,0,0,0,1,1
"40059",0,0,0,0,7,7
"40067",0,0,0,0,4,4
"40071",0,0,0,0,1,1
"40108",2,2,2,2,0,1
"40117",0,0,0,0,1,1
"40121",0,0,0,0,16,16
"40124",0,0,0,0,1,1
"40155",0,0,0,0,2,2
"40165",0.5,0,0,1,2,2
"40175",0,0,0,0,1,1
"40202",1,1,1,1,1,1
"40203",0.3333333333333333,0,0,1,3,3
"40204",0.5,0,0,1,2,2
"40205",0.5,0,0,1,2,2
"40206",0.25,0,0,0,8,8
"40207",1,0,0,0,3,4
"40208",0,0,0,0,3,3
"40210",0,0,0,0,1,1
"40211",0,0,0,0,1,1
"40213",1,1,1,1,1,1
"40214",0.25,0,0,0,7,8
"40216",0,0,0,0,6,6
"40218",0,0,0,0,2,2
"40219",0,0,0,0,1,1
"40220",0.2,0,0,0,5,5
"40222",1.0909090909090908,0,0,3,7,11
"40223",0.25,0,0,0,4,4
"40225",0,0,0,0,1,1
"40228",0,0,0,0,1,1
"40241",0,0,0,0,11,11
"40243",0,0,0,0,2,2
"40245",0.2,0,0,0,5,5
"40269",0,0,0,0,1,1
"40272",0.8,1,1,1,10,10
"40291",0.8181818181818182,1,0,1,9,11
"40299",0,0,0,0,5,5
"40324",1.125,1,0,1,6,8
"40326",0,0,0,0,1,1
"40330",0,0,0,0,1,1
"40342",0,0,0,0,2,2
"40351",0,0,0,0,3,3
"40353",0,0,0,0,1,1
"40356",0.3333333333333333,0,0,1,3,3
"40383",0,0,0,0,9,9
"40391",0,0,0,0,5,5
"40403",0.14285714285714285,0,0,0,7,7
"40419",0,0,0,0,2,2
"40422",0,0,0,0,3,3
"40428",0,0,0,0,1,1
"40444",0,0,0,0,1,1
"40450",2,2,2,2,0,1
"40456",0,0,0,0,1,1
"40475",0,0,0,0,5,5
"40502",0,0,0,0,2,2
"40503",0,0,0,0,3,3
"40504",0,0,0,0,1,1
"40505",0.2,0,0,0,5,5
"40508",1,1,1,1,1,1
"40509",0.2,0,0,0,10,10
"40511",0.5,0,0,1,2,2
"40512",0,0,0,0,11,11
"40514",0,0,0,0,2,2
"40515",0.3333333333333333,0,0,1,6,6
"40517",2.25,0,0,2,2,4
"40523",0,0,0,0,2,2
"40535",0,0,0,0,1,1
"40558",2,2,2,2,0,1
"40601",0.18181818181818182,0,0,0,11,11
"40708",1,1,1,1,1,1
"40737",0,0,0,0,1,1
"40741",0.5,0,0,1,2,2
"40744",0,0,0,0,1,1
"40750",1,1,1,1,1,1
"40771",3,3,3,3,0,1
"40773",1,1,1,1,1,1
"40792",3,3,3,3,0,1
"40863",1,1,1,1,1,1
"40922",1,1,1,1,1,1
"40958",1,1,1,1,1,1
"40962",0,0,0,0,4,4
"41001",0,0,0,0,1,1
"41004",0,0,0,0,1,1
"41011",0.75,0,0,0,3,4
"41014",0,0,0,0,1,1
"41015",0,0,0,0,1,1
"41016",0,0,0,0,2,2
"41017",0,0,0,0,3,3
"41018",0.25,0,0,0,4,4
"41030",0,0,0,0,4,4
"41042",0.2,0,0,0,5,5
"41051",4,4,4,4,0,2
"41056",1,1,1,1,1,1
"41071",0,0,0,0,10,10
"41073",0,0,0,0,1,1
"41074",0,0,0,0,1,1
"41076",0.42857142857142855,0,0,0,6,7
"41086",0,0,0,0,1,1
"41091",0.6666666666666666,0,0,1,12,15
"41094",0,0,0,0,1,1
"41097",0,0,0,0,1,1
"41102",0,0,0,0,1,1
"41129",0,0,0,0,3,3
"41189",0,0,0,0,1,1
"41230",0,0,0,0,1,1
"41256",0,0,0,0,1,1
"41271",0,0,0,0,1,1
"41501",0,0,0,0,3,3
"41527",0,0,0,0,2,2
"41653",0,0,0,0,1,1
"41781",1,1,1,1,1,1
"41822",0,0,0,0,1,1
"41858",0,0,0,0,1,1
"42001",0,0,0,0,2,2
"42003",0.75,1,0,1,4,4
"42024",0,0,0,0,1,1
"42038",0,0,0,0,3,3
"42040",0,0,0,0,1,1
"42043",4,4,4,4,0,3
"42071",0,0,0,0,1,1
"42127",0,0,0,0,2,2
"42128",0,0,0,0,1,1
"42134",1,1,1,1,4,4
"42141",0.8,1,1,1,5,5
"42154",0,0,0,0,3,3
"42164",0.5,0,0,1,2,2
"42170",2,1,1,3,1,2
"42180",0,0,0,0,1,1
"42211",1,1,1,1,1,1
"42215",1,1,1,1,1,1
"42240",1,1,1,1,2,2
"42259",1.5,1,1,2,1,2
"42262",0,0,0,0,1,1
"42276",0,0,0,0,1,1
"42301",0,0,0,0,2,2
"42303",0.2857142857142857,0,0,0,6,7
"42328",0,0,0,0,1,1
"42345",0,0,0,0,1,1
"42347",0,0,0,0,2,2
"42351",0,0,0,0,1,1
"42423",0,0,0,0,2,2
"42429",3,3,3,3,0,1
"42431",0,0,0,0,3,3
"42437",1,1,1,1,1,1
"42445",1,1,1,1,1,1
"42503",0.6666666666666666,1,0,1,3,3
"42539",0,0,0,0,1,1
"42602",0.3333333333333333,0,0,1,3,3
"42603",0,0,0,0,1,1
"42629",0,0,0,0,1,1
"42633",0,0,0,0,2,2
"42642",0,0,0,0,1,1
"42653",1,1,1,1,1,1
"42701",0,0,0,0,3,3
"42718",0,0,0,0,1,1
"42728",0,0,0,0,1,1
"42743",2,2,2,2,0,1
"42746",0,0,0,0,1,1
"42754",0,0,0,0,1,1
"42836",0,0,0,0,1,1
"42838",0,0,0,0,1,1
"42935",1,1,1,1,1,1
"43004",0,0,0,0,6,6
"43011",0,0,0,0,1,1
"43015",0,0,0,0,3,3
"43016",0,0,0,0,10,10
"43017",0.2777777777777778,0,0,1,18,18
"43019",0,0,0,0,8,8
"43021",0,0,0,0,4,4
"43023",0,0,0,0,8,8
"43025",0,0,0,0,1,1
"43026",0,0,0,0,2,2
"43028",0,0,0,0,2,2
"43029",0,0,0,0,2,2
"43031",0,0,0,0,1,1
"43035",0.5,0,0,1,16,16
"43040",0,0,0,0,8,8
"43046",0,0,0,0,1,1
"43050",2,2,2,2,0,1
"43054",0.5,0,0,1,2,2
"43055",0,0,0,0,2,2
"43056",0,0,0,0,3,3
"43061",0,0,0,0,1,1
"43062",0,0,0,0,2,2
"43065",0.03125,0,0,0,64,64
"43068",0.25,0,0,0,16,16
"43074",0.16666666666666666,0,0,0,6,6
"43076",0,0,0,0,1,1
"43081",0.625,1,0,1,16,16
"43082",0.4444444444444444,0,0,1,17,18
"43083",0,0,0,0,1,1
"43085",0.7142857142857143,0,0,2,5,7
"43103",0,0,0,0,2,2
"43105",0,0,0,0,1,1
"43107",0,0,0,0,1,1
"43110",1,0,0,1,9,11
"43112",0,0,0,0,1,1
"43116",2,2,2,2,0,1
"43118",1,1,1,1,2,2
"43119",0,0,0,0,3,3
"43123",0,0,0,0,5,5
"43125",0,0,0,0,9,9
"43130",0,0,0,0,7,7
"43134",3.7777777777777777,4,4,4,0,9
"43136",0,0,0,0,1,1
"43138",0,0,0,0,1,1
"43140",0.3333333333333333,0,0,1,3,3
"43147",0.6153846153846154,1,0,1,13,13
"43160",6,6,6,6,0,4
"43201",3,3,3,3,0,1
"43202",0,0,0,0,1,1
"43203",0,0,0,0,1,1
"43204",0.4444444444444444,0,0,0,7,9
"43205",0,0,0,0,1,1
"43206",0.1111111111111111,0,0,0,9,9
"43207",0.25,0,0,0,4,4
"43208",0,0,0,0,1,1
"43209",0.08333333333333333,0,0,0,12,12
"43210",0,0,0,0,1,1
"43211",0,0,0,0,1,1
"43212",0.8333333333333334,0,0,1,5,6
"43213",0,0,0,0,2,2
"43214",0.5,0,0,1,2,2
"43215",0,0,0,0,1,1
"43219",1.25,1,1,2,5,8
"43220",1,0,0,3,2,3
"43221",0.3333333333333333,0,0,1,6,6
"43223",0,0,0,0,5,5
"43228",1.5,1,1,2,1,2
"43229",1,1,1,1,4,4
"43230",0,0,0,0,4,4
"43231",0,0,0,0,1,1
"43232",0.8,1,1,1,5,5
"43235",0,0,0,0,3,3
"43245",0,0,0,0,1,1
"43266",4,4,4,4,0,1
"43285",0,0,0,0,2,2
"43290",0,0,0,0,1,1
"43302",0,0,0,0,4,4
"43311",0,0,0,0,6,6
"43331",0,0,0,0,6,6
"43334",1,1,1,1,1,1
"43338",1,1,1,1,3,3
"43340",0,0,0,0,1,1
"43343",0,0,0,0,1,1
"43351",0,0,0,0,1,1
"43402",0.125,0,0,0,8,8
"43410",0.6666666666666666,0,0,2,2,3
"43412",1,1,1,1,3,3
"43420",0,0,0,0,2,2
"43431",0,0,0,0,4,4
"43435",0,0,0,0,1,1
"43440",0.5,0,0,1,4,4
"43443",0,0,0,0,1,1
"43449",0,0,0,0,3,3
"43452",0,0,0,0,1,1
"43460",0.7142857142857143,0,0,2,5,7
"43465",0,0,0,0,1,1
"43466",0,0,0,0,1,1
"43469",0,0,0,0,1,1
"43495",0,0,0,0,1,1
"43501",0,0,0,0,3,3
"43502",1,1,1,1,1,1
"43504",1,1,1,1,3,3
"43506",0.07692307692307693,0,0,0,13,13
"43512",0,0,0,0,27,27
